source,rollout_steps,used,total,p_ratio_r2,p_ratio_mae,target_variance,dimension,seed,variant,kind
reid,50,20,20,0.928546085856661,0.0404926933940614,0.03674579830514,2,786,acceleration_transfer3,rollout
reid,75,20,20,0.9114638778401042,0.0516817616642873,0.0381454871288846,2,786,acceleration_transfer3,rollout
reid,100,20,20,0.9014080627772584,0.0559407838268285,0.0392619338029476,2,786,acceleration_transfer3,rollout
depablo_low_temp,10,20,20,0.9171643306436454,0.0695390928974294,0.0890919672458267,2,786,acceleration_transfer3,rollout
depablo_low_temp,25,20,20,0.9451660279128636,0.0705554724632555,0.1113451632350467,2,786,acceleration_transfer3,rollout
depablo_low_temp,50,20,20,0.9631122727533448,0.0596618674064576,0.121923909291221,2,786,acceleration_transfer3,rollout
depablo_low_temp,75,20,20,0.9562724862566796,0.0678693771914367,0.1271388104990921,2,786,acceleration_transfer3,rollout
depablo_low_temp,100,20,20,0.9465807652312078,0.0768946435405125,0.1309363081666797,2,786,acceleration_transfer3,rollout
depablo_mixed_temp,10,20,20,-0.1236775333225785,0.339091653527527,0.1792210970466572,2,786,acceleration_transfer3,rollout
depablo_mixed_temp,25,20,20,-0.7979789425577282,0.4946924564576714,0.1814265265332104,2,786,acceleration_transfer3,rollout
depablo_mixed_temp,50,20,20,-0.6202428692965678,0.3744872777822668,0.1290510646927359,2,786,acceleration_transfer3,rollout
depablo_mixed_temp,75,20,20,-0.1289190019519961,0.346577850391142,0.1721180025747532,2,786,acceleration_transfer3,rollout
depablo_mixed_temp,100,20,20,-0.3966411035956427,0.3413532640711551,0.1264354805514444,2,786,acceleration_transfer3,rollout
lj_noisy,10,20,20,-0.4692491984815303,0.0488251185228934,0.0021538442446725,2,786,acceleration_transfer3,rollout
lj_noisy,25,20,20,0.0992636576876769,0.0505494219770723,0.0041168599721615,2,786,acceleration_transfer3,rollout
lj_noisy,50,20,20,0.1626515487325844,0.0538228288809237,0.0047651600463273,2,786,acceleration_transfer3,rollout
lj_noisy,75,20,20,0.2027900794139521,0.0542290089224675,0.0050961142073924,2,786,acceleration_transfer3,rollout
lj_noisy,100,20,20,0.3182865016916831,0.0520839278523427,0.0053100823581802,2,786,acceleration_transfer3,rollout
reid,10,20,20,0.2307211151252797,0.1264287245317377,0.0283466184553629,2,786,acceleration_transfer3,ae
reid,25,20,20,0.7774370301001506,0.070332329055336,0.0340742914742546,2,786,acceleration_transfer3,ae
reid,50,20,20,0.9596894763650502,0.0283905979322661,0.03674579830514,2,786,acceleration_transfer3,ae
reid,75,20,20,0.9663853265953062,0.0257711472450948,0.0381454871288846,2,786,acceleration_transfer3,ae
reid,100,20,20,0.9484673510595616,0.0309380003197529,0.0392619338029476,2,786,acceleration_transfer3,ae
depablo_low_temp,10,20,20,0.9180444644081056,0.0684150576671564,0.0890919672458267,2,786,acceleration_transfer3,ae
depablo_low_temp,25,20,20,0.9525239012445488,0.0638767487788071,0.1113451632350467,2,786,acceleration_transfer3,ae
depablo_low_temp,50,20,20,0.977917734595587,0.043757910531937,0.121923909291221,2,786,acceleration_transfer3,ae
depablo_low_temp,75,20,20,0.9852521451908726,0.0347740567777111,0.1271388104990921,2,786,acceleration_transfer3,ae
depablo_low_temp,100,20,20,0.9867697148879034,0.0329398518567696,0.1309363081666797,2,786,acceleration_transfer3,ae
depablo_mixed_temp,10,20,20,0.1792472162378752,0.2809134851453121,0.1792210970466572,2,786,acceleration_transfer3,ae
depablo_mixed_temp,25,20,20,0.1789219804437228,0.2885763773804802,0.1814265265332104,2,786,acceleration_transfer3,ae
depablo_mixed_temp,50,20,20,0.5805319226864247,0.1698039711034923,0.1290510646927359,2,786,acceleration_transfer3,ae
depablo_mixed_temp,75,20,20,0.7240842658213141,0.1445814652461131,0.1721180025747532,2,786,acceleration_transfer3,ae
depablo_mixed_temp,100,20,20,0.8190477186727652,0.0998254069608306,0.1264354805514444,2,786,acceleration_transfer3,ae
lj_noisy,10,20,20,-0.4436154175359843,0.0481298569373428,0.0021538442446725,2,786,acceleration_transfer3,ae
lj_noisy,25,20,20,0.273649455469395,0.0455983149863059,0.0041168599721615,2,786,acceleration_transfer3,ae
lj_noisy,50,20,20,0.4674823985072207,0.0439571200197529,0.0047651600463273,2,786,acceleration_transfer3,ae
lj_noisy,75,20,20,0.6209504502761944,0.0383095769396198,0.0050961142073924,2,786,acceleration_transfer3,ae
lj_noisy,100,20,20,-0.0806885519842592,0.0681205525397763,0.0053100823581802,2,786,acceleration_transfer3,ae
reid,10,20,20,0.1951242378859524,0.1281737233415883,0.0283466184553629,2,786,velocity_transfer3,rollout
reid,25,20,20,0.7172171426044955,0.0788106579348836,0.0340742914742546,2,786,velocity_transfer3,rollout
reid,50,20,20,0.9258824481556938,0.0404532279285709,0.03674579830514,2,786,velocity_transfer3,rollout
reid,75,20,20,0.9471701819010258,0.0349194159829573,0.0381454871288846,2,786,velocity_transfer3,rollout
reid,100,20,20,0.9493981599618118,0.0325744525779155,0.0392619338029476,2,786,velocity_transfer3,rollout
depablo_low_temp,10,20,20,0.915808992129347,0.0714127448942199,0.0890919672458267,2,786,velocity_transfer3,rollout
depablo_low_temp,25,20,20,0.9302739860929984,0.0799910971033952,0.1113451632350467,2,786,velocity_transfer3,rollout
depablo_low_temp,50,20,20,0.948640237858972,0.0685078831085496,0.121923909291221,2,786,velocity_transfer3,rollout
depablo_low_temp,75,20,20,0.9487725930054872,0.0699833040395493,0.1271388104990921,2,786,velocity_transfer3,rollout
depablo_low_temp,100,20,20,0.9442411192474256,0.0729819388130625,0.1309363081666797,2,786,velocity_transfer3,rollout
depablo_mixed_temp,10,20,20,0.1528471717397593,0.2960869365932378,0.1792210970466572,2,786,velocity_transfer3,rollout
depablo_mixed_temp,25,20,20,-0.5472564231173931,0.4309246952934491,0.1814265265332104,2,786,velocity_transfer3,rollout
depablo_mixed_temp,50,20,20,-1.0507705365411923,0.3769703998893143,0.1290510646927359,2,786,velocity_transfer3,rollout
depablo_mixed_temp,75,20,20,-0.5404195699990817,0.3475069420903579,0.1721180025747532,2,786,velocity_transfer3,rollout
depablo_mixed_temp,100,20,20,-1.29163419946362,0.3713033530684674,0.1264354805514444,2,786,velocity_transfer3,rollout
lj_noisy,10,20,20,-0.4197806199479725,0.048007756020619,0.0021538442446725,2,786,velocity_transfer3,rollout
lj_noisy,25,20,20,0.1035991966748102,0.0500734714187849,0.0041168599721615,2,786,velocity_transfer3,rollout
lj_noisy,50,20,20,0.1285605116795575,0.0548740105366881,0.0047651600463273,2,786,velocity_transfer3,rollout
lj_noisy,75,20,20,0.1964035092766591,0.0542583419009157,0.0050961142073924,2,786,velocity_transfer3,rollout
lj_noisy,100,20,20,0.2510144635747742,0.0524012749914048,0.0053100823581802,2,786,velocity_transfer3,rollout
reid,10,20,20,0.2307211151252797,0.1264287245317377,0.0283466184553629,2,786,velocity_transfer3,ae
reid,25,20,20,0.7774370301001506,0.070332329055336,0.0340742914742546,2,786,velocity_transfer3,ae
reid,50,20,20,0.9596894763650502,0.0283905979322661,0.03674579830514,2,786,velocity_transfer3,ae
reid,75,20,20,0.9663853265953062,0.0257711472450948,0.0381454871288846,2,786,velocity_transfer3,ae
reid,100,20,20,0.9484673510595616,0.0309380003197529,0.0392619338029476,2,786,velocity_transfer3,ae
depablo_low_temp,10,20,20,0.9180444644081056,0.0684150576671564,0.0890919672458267,2,786,velocity_transfer3,ae
depablo_low_temp,25,20,20,0.9525239012445488,0.0638767487788071,0.1113451632350467,2,786,velocity_transfer3,ae
depablo_low_temp,50,20,20,0.977917734595587,0.043757910531937,0.121923909291221,2,786,velocity_transfer3,ae
depablo_low_temp,75,20,20,0.9852521451908726,0.0347740567777111,0.1271388104990921,2,786,velocity_transfer3,ae
depablo_low_temp,100,20,20,0.9867697148879034,0.0329398518567696,0.1309363081666797,2,786,velocity_transfer3,ae
depablo_mixed_temp,10,20,20,0.1792472162378752,0.2809134851453121,0.1792210970466572,2,786,velocity_transfer3,ae
depablo_mixed_temp,25,20,20,0.1789219804437228,0.2885763773804802,0.1814265265332104,2,786,velocity_transfer3,ae
depablo_mixed_temp,50,20,20,0.5805319226864247,0.1698039711034923,0.1290510646927359,2,786,velocity_transfer3,ae
depablo_mixed_temp,75,20,20,0.7240842658213141,0.1445814652461131,0.1721180025747532,2,786,velocity_transfer3,ae
depablo_mixed_temp,100,20,20,0.8190477186727652,0.0998254069608306,0.1264354805514444,2,786,velocity_transfer3,ae
lj_noisy,10,20,20,-0.4436154175359843,0.0481298569373428,0.0021538442446725,2,786,velocity_transfer3,ae
lj_noisy,25,20,20,0.273649455469395,0.0455983149863059,0.0041168599721615,2,786,velocity_transfer3,ae
lj_noisy,50,20,20,0.4674823985072207,0.0439571200197529,0.0047651600463273,2,786,velocity_transfer3,ae
lj_noisy,75,20,20,0.6209504502761944,0.0383095769396198,0.0050961142073924,2,786,velocity_transfer3,ae
lj_noisy,100,20,20,-0.0806885519842592,0.0681205525397763,0.0053100823581802,2,786,velocity_transfer3,ae
reid,10,20,20,-0.3015761495901765,0.1606527095872776,0.0283466184553629,2,786,delta_transfer3,rollout
reid,25,20,20,-0.0656751632529257,0.1607921041255709,0.0340742914742546,2,786,delta_transfer3,rollout
reid,50,20,20,0.0065956651879032,0.1640829992004228,0.03674579830514,2,786,delta_transfer3,rollout
reid,75,20,20,0.0350033757114613,0.165303780417155,0.0381454871288846,2,786,delta_transfer3,rollout
reid,100,20,20,0.0117517253716399,0.1701070876018577,0.0392619338029476,2,786,delta_transfer3,rollout
depablo_low_temp,10,20,20,0.855774817219773,0.1027394652142078,0.0890919672458267,2,786,delta_transfer3,rollout
depablo_low_temp,25,20,20,0.6011057301461599,0.193098982938514,0.1113451632350467,2,786,delta_transfer3,rollout
depablo_low_temp,50,20,20,0.3883419003648775,0.2485714226191572,0.121923909291221,2,786,delta_transfer3,rollout
depablo_low_temp,75,20,20,0.2843688056258738,0.2768813986602508,0.1271388104990921,2,786,delta_transfer3,rollout
depablo_low_temp,100,20,20,0.2394032881049638,0.2902208891101047,0.1309363081666797,2,786,delta_transfer3,rollout
depablo_mixed_temp,10,20,20,0.121773239307044,0.2940634565740336,0.1792210970466572,2,786,delta_transfer3,rollout
depablo_mixed_temp,25,20,20,0.0246344810988781,0.3496810636843512,0.1814265265332104,2,786,delta_transfer3,rollout
depablo_mixed_temp,50,20,20,0.0124063647851625,0.3091270038961868,0.1290510646927359,2,786,delta_transfer3,rollout
depablo_mixed_temp,75,20,20,0.1915354845139211,0.3217459918124337,0.1721180025747532,2,786,delta_transfer3,rollout
depablo_mixed_temp,100,20,20,0.0940353455285528,0.2949692154457445,0.1264354805514444,2,786,delta_transfer3,rollout
lj_noisy,10,20,20,-1.0359274823875515,0.0564995440740496,0.0021538442446725,2,786,delta_transfer3,rollout
lj_noisy,25,20,20,-0.5912656572091479,0.0647769578313625,0.0041168599721615,2,786,delta_transfer3,rollout
lj_noisy,50,20,20,-0.6447086766076568,0.0697572295403739,0.0047651600463273,2,786,delta_transfer3,rollout
lj_noisy,75,20,20,-0.6365862836974838,0.0713747430820155,0.0050961142073924,2,786,delta_transfer3,rollout
lj_noisy,100,20,20,-0.0614696913055243,0.0626403427972931,0.0053100823581802,2,786,delta_transfer3,rollout
reid,10,20,20,0.2307211151252797,0.1264287245317377,0.0283466184553629,2,786,delta_transfer3,ae
reid,25,20,20,0.7774370301001506,0.070332329055336,0.0340742914742546,2,786,delta_transfer3,ae
reid,50,20,20,0.9596894763650502,0.0283905979322661,0.03674579830514,2,786,delta_transfer3,ae
reid,75,20,20,0.9663853265953062,0.0257711472450948,0.0381454871288846,2,786,delta_transfer3,ae
reid,100,20,20,0.9484673510595616,0.0309380003197529,0.0392619338029476,2,786,delta_transfer3,ae
depablo_low_temp,10,20,20,0.9180444644081056,0.0684150576671564,0.0890919672458267,2,786,delta_transfer3,ae
depablo_low_temp,25,20,20,0.9525239012445488,0.0638767487788071,0.1113451632350467,2,786,delta_transfer3,ae
depablo_low_temp,50,20,20,0.977917734595587,0.043757910531937,0.121923909291221,2,786,delta_transfer3,ae
depablo_low_temp,75,20,20,0.9852521451908726,0.0347740567777111,0.1271388104990921,2,786,delta_transfer3,ae
depablo_low_temp,100,20,20,0.9867697148879034,0.0329398518567696,0.1309363081666797,2,786,delta_transfer3,ae
depablo_mixed_temp,10,20,20,0.1792472162378752,0.2809134851453121,0.1792210970466572,2,786,delta_transfer3,ae
depablo_mixed_temp,25,20,20,0.1789219804437228,0.2885763773804802,0.1814265265332104,2,786,delta_transfer3,ae
depablo_mixed_temp,50,20,20,0.5805319226864247,0.1698039711034923,0.1290510646927359,2,786,delta_transfer3,ae
depablo_mixed_temp,75,20,20,0.7240842658213141,0.1445814652461131,0.1721180025747532,2,786,delta_transfer3,ae
depablo_mixed_temp,100,20,20,0.8190477186727652,0.0998254069608306,0.1264354805514444,2,786,delta_transfer3,ae
lj_noisy,10,20,20,-0.4436154175359843,0.0481298569373428,0.0021538442446725,2,786,delta_transfer3,ae
lj_noisy,25,20,20,0.273649455469395,0.0455983149863059,0.0041168599721615,2,786,delta_transfer3,ae
lj_noisy,50,20,20,0.4674823985072207,0.0439571200197529,0.0047651600463273,2,786,delta_transfer3,ae
lj_noisy,75,20,20,0.6209504502761944,0.0383095769396198,0.0050961142073924,2,786,delta_transfer3,ae
lj_noisy,100,20,20,-0.0806885519842592,0.0681205525397763,0.0053100823581802,2,786,delta_transfer3,ae
reid,10,20,20,0.0082581946973476,0.1384813387924364,0.0283466184553629,6,123,acceleration_transfer3,rollout
reid,25,20,20,-0.6574576253513251,0.1976976605982648,0.0340742914742546,6,123,acceleration_transfer3,rollout
reid,50,20,20,0.042869600724926,0.1550202139029596,0.03674579830514,6,123,acceleration_transfer3,rollout
reid,75,20,20,0.135981339914129,0.1560827058042229,0.0381454871288846,6,123,acceleration_transfer3,rollout
reid,100,20,20,-0.2570365904641385,0.1789765543719161,0.0392619338029476,6,123,acceleration_transfer3,rollout
depablo_low_temp,10,20,20,0.5855045642572012,0.1592029151795063,0.0890919672458267,6,123,acceleration_transfer3,rollout
depablo_low_temp,25,20,20,0.6061568116774783,0.1757339096203979,0.1113451632350467,6,123,acceleration_transfer3,rollout
depablo_low_temp,50,20,20,0.6224488606754924,0.172757806461527,0.121923909291221,6,123,acceleration_transfer3,rollout
depablo_low_temp,75,20,20,0.5589293643859847,0.1796833879341604,0.1271388104990921,6,123,acceleration_transfer3,rollout
depablo_low_temp,100,20,20,0.3893569369602777,0.2140475753899043,0.1309363081666797,6,123,acceleration_transfer3,rollout
depablo_mixed_temp,10,20,20,-0.2592322180639752,0.36439078120419,0.1792210970466572,6,123,acceleration_transfer3,rollout
depablo_mixed_temp,25,20,20,-0.4594959005210111,0.4267464480094528,0.1814265265332104,6,123,acceleration_transfer3,rollout
depablo_mixed_temp,50,20,20,-0.96765645849054,0.4055851347887709,0.1290510646927359,6,123,acceleration_transfer3,rollout
depablo_mixed_temp,75,20,20,-0.7249568325183846,0.4828926108910863,0.1721180025747532,6,123,acceleration_transfer3,rollout
depablo_mixed_temp,100,20,20,-1.226639137959788,0.4687603691120197,0.1264354805514444,6,123,acceleration_transfer3,rollout
lj_noisy,10,20,20,-0.2548500249972878,0.0435808146246883,0.0021538442446725,6,123,acceleration_transfer3,rollout
lj_noisy,25,20,20,-0.3873160834201186,0.0628594902318241,0.0041168599721615,6,123,acceleration_transfer3,rollout
lj_noisy,50,20,20,-0.2534291039602012,0.0649412040550081,0.0047651600463273,6,123,acceleration_transfer3,rollout
lj_noisy,75,20,20,-0.1791837319465579,0.0653085728485241,0.0050961142073924,6,123,acceleration_transfer3,rollout
lj_noisy,100,20,20,-0.0384924613174806,0.0638881346311408,0.0053100823581802,6,123,acceleration_transfer3,rollout
reid,10,20,20,-0.0336528186601163,0.1413799176395407,0.0283466184553629,6,123,acceleration_transfer3,ae
reid,25,20,20,-0.4055373371139983,0.184374144165431,0.0340742914742546,6,123,acceleration_transfer3,ae
reid,50,20,20,0.8892754889489536,0.0528416840404904,0.03674579830514,6,123,acceleration_transfer3,ae
reid,75,20,20,0.852140133794763,0.0561640654441936,0.0381454871288846,6,123,acceleration_transfer3,ae
reid,100,20,20,0.6908274472834353,0.0873360974370728,0.0392619338029476,6,123,acceleration_transfer3,ae
depablo_low_temp,10,20,20,0.5783850793292342,0.1602050403215296,0.0890919672458267,6,123,acceleration_transfer3,ae
depablo_low_temp,25,20,20,0.8043120373650844,0.1260325601641065,0.1113451632350467,6,123,acceleration_transfer3,ae
depablo_low_temp,50,20,20,0.9245986384360818,0.0745021719521584,0.121923909291221,6,123,acceleration_transfer3,ae
depablo_low_temp,75,20,20,0.9689109221388448,0.0519176262714973,0.1271388104990921,6,123,acceleration_transfer3,ae
depablo_low_temp,100,20,20,0.962746458291376,0.0558345450276907,0.1309363081666797,6,123,acceleration_transfer3,ae
depablo_mixed_temp,10,20,20,-0.0141557306300141,0.3289055645142008,0.1792210970466572,6,123,acceleration_transfer3,ae
depablo_mixed_temp,25,20,20,-0.0009781778774955,0.3477257453807962,0.1814265265332104,6,123,acceleration_transfer3,ae
depablo_mixed_temp,50,20,20,0.056817148956602,0.2886384478644367,0.1290510646927359,6,123,acceleration_transfer3,ae
depablo_mixed_temp,75,20,20,0.2439827719962644,0.2724780919737878,0.1721180025747532,6,123,acceleration_transfer3,ae
depablo_mixed_temp,100,20,20,-0.0126782056579874,0.2647272834411222,0.1264354805514444,6,123,acceleration_transfer3,ae
lj_noisy,10,20,20,-0.2774107836180797,0.0440955572474796,0.0021538442446725,6,123,acceleration_transfer3,ae
lj_noisy,25,20,20,-0.5414695224601849,0.0664470253042969,0.0041168599721615,6,123,acceleration_transfer3,ae
lj_noisy,50,20,20,0.0183177909250128,0.0566445173428117,0.0047651600463273,6,123,acceleration_transfer3,ae
lj_noisy,75,20,20,0.0197881073092881,0.0568375428766152,0.0050961142073924,6,123,acceleration_transfer3,ae
lj_noisy,100,20,20,-0.4262819275463891,0.0671505494896368,0.0053100823581802,6,123,acceleration_transfer3,ae
reid,10,20,20,0.0482652781093869,0.1361075232470077,0.0283466184553629,6,123,velocity_transfer3,rollout
reid,25,20,20,-0.5788576502722107,0.1918628934141684,0.0340742914742546,6,123,velocity_transfer3,rollout
reid,50,20,20,-0.2710158542508909,0.177836882700879,0.03674579830514,6,123,velocity_transfer3,rollout
reid,75,20,20,0.1223402305326389,0.1593822687639119,0.0381454871288846,6,123,velocity_transfer3,rollout
reid,100,20,20,0.0146746370216782,0.166982618740151,0.0392619338029476,6,123,velocity_transfer3,rollout
depablo_low_temp,10,20,20,0.6287792962470667,0.1350007896115228,0.0890919672458267,6,123,velocity_transfer3,rollout
depablo_low_temp,25,20,20,0.8530494814034161,0.0986565430560398,0.1113451632350467,6,123,velocity_transfer3,rollout
depablo_low_temp,50,20,20,0.8287793345080269,0.1086731743303504,0.121923909291221,6,123,velocity_transfer3,rollout
depablo_low_temp,75,20,20,0.6851569839485385,0.1454719004318926,0.1271388104990921,6,123,velocity_transfer3,rollout
depablo_low_temp,100,20,20,0.5255181836518112,0.1773405110451804,0.1309363081666797,6,123,velocity_transfer3,rollout
depablo_mixed_temp,10,20,20,0.0293085269025699,0.3189241684548375,0.1792210970466572,6,123,velocity_transfer3,rollout
depablo_mixed_temp,25,20,20,-0.0184416775980365,0.3580283913097011,0.1814265265332104,6,123,velocity_transfer3,rollout
depablo_mixed_temp,50,20,20,-0.5255683301648866,0.3530514828944112,0.1290510646927359,6,123,velocity_transfer3,rollout
depablo_mixed_temp,75,20,20,-0.3920760926231976,0.4173039671998627,0.1721180025747532,6,123,velocity_transfer3,rollout
depablo_mixed_temp,100,20,20,-1.0112886643536676,0.4123583656297414,0.1264354805514444,6,123,velocity_transfer3,rollout
lj_noisy,10,20,20,-0.2460765056512086,0.0437451242077555,0.0021538442446725,6,123,velocity_transfer3,rollout
lj_noisy,25,20,20,-0.494432732658052,0.0651001187198466,0.0041168599721615,6,123,velocity_transfer3,rollout
lj_noisy,50,20,20,-0.2485411643926374,0.0648217959497381,0.0047651600463273,6,123,velocity_transfer3,rollout
lj_noisy,75,20,20,-0.1591961365832914,0.064714549444047,0.0050961142073924,6,123,velocity_transfer3,rollout
lj_noisy,100,20,20,-0.0227713052997104,0.0625611502394589,0.0053100823581802,6,123,velocity_transfer3,rollout
reid,10,20,20,-0.0336528186601163,0.1413799176395407,0.0283466184553629,6,123,velocity_transfer3,ae
reid,25,20,20,-0.4055373371139983,0.184374144165431,0.0340742914742546,6,123,velocity_transfer3,ae
reid,50,20,20,0.8892754889489536,0.0528416840404904,0.03674579830514,6,123,velocity_transfer3,ae
reid,75,20,20,0.852140133794763,0.0561640654441936,0.0381454871288846,6,123,velocity_transfer3,ae
reid,100,20,20,0.6908274472834353,0.0873360974370728,0.0392619338029476,6,123,velocity_transfer3,ae
depablo_low_temp,10,20,20,0.5783850793292342,0.1602050403215296,0.0890919672458267,6,123,velocity_transfer3,ae
depablo_low_temp,25,20,20,0.8043120373650844,0.1260325601641065,0.1113451632350467,6,123,velocity_transfer3,ae
depablo_low_temp,50,20,20,0.9245986384360818,0.0745021719521584,0.121923909291221,6,123,velocity_transfer3,ae
depablo_low_temp,75,20,20,0.9689109221388448,0.0519176262714973,0.1271388104990921,6,123,velocity_transfer3,ae
depablo_low_temp,100,20,20,0.962746458291376,0.0558345450276907,0.1309363081666797,6,123,velocity_transfer3,ae
depablo_mixed_temp,10,20,20,-0.0141557306300141,0.3289055645142008,0.1792210970466572,6,123,velocity_transfer3,ae
depablo_mixed_temp,25,20,20,-0.0009781778774955,0.3477257453807962,0.1814265265332104,6,123,velocity_transfer3,ae
depablo_mixed_temp,50,20,20,0.056817148956602,0.2886384478644367,0.1290510646927359,6,123,velocity_transfer3,ae
depablo_mixed_temp,75,20,20,0.2439827719962644,0.2724780919737878,0.1721180025747532,6,123,velocity_transfer3,ae
depablo_mixed_temp,100,20,20,-0.0126782056579874,0.2647272834411222,0.1264354805514444,6,123,velocity_transfer3,ae
lj_noisy,10,20,20,-0.2774107836180797,0.0440955572474796,0.0021538442446725,6,123,velocity_transfer3,ae
lj_noisy,25,20,20,-0.5414695224601849,0.0664470253042969,0.0041168599721615,6,123,velocity_transfer3,ae
lj_noisy,50,20,20,0.0183177909250128,0.0566445173428117,0.0047651600463273,6,123,velocity_transfer3,ae
lj_noisy,75,20,20,0.0197881073092881,0.0568375428766152,0.0050961142073924,6,123,velocity_transfer3,ae
lj_noisy,100,20,20,-0.4262819275463891,0.0671505494896368,0.0053100823581802,6,123,velocity_transfer3,ae
reid,10,20,20,0.1389933392110219,0.1305198739912879,0.0283466184553629,6,123,delta_transfer3,rollout
reid,25,20,20,-0.4526686855263799,0.1834542894690931,0.0340742914742546,6,123,delta_transfer3,rollout
reid,50,20,20,-1.009679997948826,0.2251984285536888,0.03674579830514,6,123,delta_transfer3,rollout
reid,75,20,20,-0.9993174471672572,0.2275274424311146,0.0381454871288846,6,123,delta_transfer3,rollout
reid,100,20,20,-0.570192681400814,0.2024911885549899,0.0392619338029476,6,123,delta_transfer3,rollout
depablo_low_temp,10,20,20,0.4530169924002339,0.2033042529854053,0.0890919672458267,6,123,delta_transfer3,rollout
depablo_low_temp,25,20,20,0.1317458691687011,0.2803802515068235,0.1113451632350467,6,123,delta_transfer3,rollout
depablo_low_temp,50,20,20,-0.4496042640280773,0.3481900046746454,0.121923909291221,6,123,delta_transfer3,rollout
depablo_low_temp,75,20,20,-0.868600095903028,0.3967840691516462,0.1271388104990921,6,123,delta_transfer3,rollout
depablo_low_temp,100,20,20,-0.9538493164486996,0.4229852837503404,0.1309363081666797,6,123,delta_transfer3,rollout
depablo_mixed_temp,10,20,20,0.0159989813448999,0.328404972618076,0.1792210970466572,6,123,delta_transfer3,rollout
depablo_mixed_temp,25,20,20,-0.0350395887564818,0.3669752764646063,0.1814265265332104,6,123,delta_transfer3,rollout
depablo_mixed_temp,50,20,20,-0.2761578105992353,0.3477923888335216,0.1290510646927359,6,123,delta_transfer3,rollout
depablo_mixed_temp,75,20,20,-0.155182399506617,0.3675074686779961,0.1721180025747532,6,123,delta_transfer3,rollout
depablo_mixed_temp,100,20,20,-0.3785630534746536,0.3492839848242784,0.1264354805514444,6,123,delta_transfer3,rollout
lj_noisy,10,20,20,-0.2411155841165571,0.0435761874231398,0.0021538442446725,6,123,delta_transfer3,rollout
lj_noisy,25,20,20,-0.600818965047706,0.0667942553776656,0.0041168599721615,6,123,delta_transfer3,rollout
lj_noisy,50,20,20,-0.1697526447233557,0.0629674319882466,0.0047651600463273,6,123,delta_transfer3,rollout
lj_noisy,75,20,20,-0.1426303146643681,0.0663534412677309,0.0050961142073924,6,123,delta_transfer3,rollout
lj_noisy,100,20,20,-0.4853141090798174,0.0748297648496117,0.0053100823581802,6,123,delta_transfer3,rollout
reid,10,20,20,-0.0336528186601163,0.1413799176395407,0.0283466184553629,6,123,delta_transfer3,ae
reid,25,20,20,-0.4055373371139983,0.184374144165431,0.0340742914742546,6,123,delta_transfer3,ae
reid,50,20,20,0.8892754889489536,0.0528416840404904,0.03674579830514,6,123,delta_transfer3,ae
reid,75,20,20,0.852140133794763,0.0561640654441936,0.0381454871288846,6,123,delta_transfer3,ae
reid,100,20,20,0.6908274472834353,0.0873360974370728,0.0392619338029476,6,123,delta_transfer3,ae
depablo_low_temp,10,20,20,0.5783850793292342,0.1602050403215296,0.0890919672458267,6,123,delta_transfer3,ae
depablo_low_temp,25,20,20,0.8043120373650844,0.1260325601641065,0.1113451632350467,6,123,delta_transfer3,ae
depablo_low_temp,50,20,20,0.9245986384360818,0.0745021719521584,0.121923909291221,6,123,delta_transfer3,ae
depablo_low_temp,75,20,20,0.9689109221388448,0.0519176262714973,0.1271388104990921,6,123,delta_transfer3,ae
depablo_low_temp,100,20,20,0.962746458291376,0.0558345450276907,0.1309363081666797,6,123,delta_transfer3,ae
depablo_mixed_temp,10,20,20,-0.0141557306300141,0.3289055645142008,0.1792210970466572,6,123,delta_transfer3,ae
depablo_mixed_temp,25,20,20,-0.0009781778774955,0.3477257453807962,0.1814265265332104,6,123,delta_transfer3,ae
depablo_mixed_temp,50,20,20,0.056817148956602,0.2886384478644367,0.1290510646927359,6,123,delta_transfer3,ae
depablo_mixed_temp,75,20,20,0.2439827719962644,0.2724780919737878,0.1721180025747532,6,123,delta_transfer3,ae
depablo_mixed_temp,100,20,20,-0.0126782056579874,0.2647272834411222,0.1264354805514444,6,123,delta_transfer3,ae
lj_noisy,10,20,20,-0.2774107836180797,0.0440955572474796,0.0021538442446725,6,123,delta_transfer3,ae
lj_noisy,25,20,20,-0.5414695224601849,0.0664470253042969,0.0041168599721615,6,123,delta_transfer3,ae
lj_noisy,50,20,20,0.0183177909250128,0.0566445173428117,0.0047651600463273,6,123,delta_transfer3,ae
lj_noisy,75,20,20,0.0197881073092881,0.0568375428766152,0.0050961142073924,6,123,delta_transfer3,ae
lj_noisy,100,20,20,-0.4262819275463891,0.0671505494896368,0.0053100823581802,6,123,delta_transfer3,ae
reid,10,20,20,-0.4723167573802036,0.1683002520145883,0.0283466184553629,6,456,acceleration_transfer3,rollout
reid,25,20,20,0.4770932312249373,0.10235728933808,0.0340742914742546,6,456,acceleration_transfer3,rollout
reid,50,20,20,0.8589055263293712,0.0505043233631285,0.03674579830514,6,456,acceleration_transfer3,rollout
reid,75,20,20,0.9405491594725948,0.0328550847952964,0.0381454871288846,6,456,acceleration_transfer3,rollout
reid,100,20,20,0.9241462112237352,0.0463359082067025,0.0392619338029476,6,456,acceleration_transfer3,rollout
depablo_low_temp,10,20,20,0.7482301959696429,0.1298976610332627,0.0890919672458267,6,456,acceleration_transfer3,rollout
