source,rollout_steps,used,total,p_ratio_r2,p_ratio_mae,target_variance,dimension,seed,variant,kind
depablo_low_temp,10,20,20,0.819203196135355,0.1059337936585537,0.0890919672458267,2,456,velocity_transfer3,ae
depablo_low_temp,25,20,20,0.9433130234643264,0.0655514853876947,0.1113451632350467,2,456,velocity_transfer3,ae
depablo_low_temp,50,20,20,0.963910907994502,0.0510504668941062,0.121923909291221,2,456,velocity_transfer3,ae
depablo_low_temp,75,20,20,0.975585915210686,0.0418337861318254,0.1271388104990921,2,456,velocity_transfer3,ae
depablo_low_temp,100,20,20,0.9829211603862394,0.0328013887810437,0.1309363081666797,2,456,velocity_transfer3,ae
depablo_mixed_temp,10,20,20,0.3947461264140236,0.2605354653546938,0.1792210970466572,2,456,velocity_transfer3,ae
depablo_mixed_temp,25,20,20,0.4559278287285031,0.241361026045381,0.1814265265332104,2,456,velocity_transfer3,ae
depablo_mixed_temp,50,20,20,0.7400505326077176,0.1377693839209799,0.1290510646927359,2,456,velocity_transfer3,ae
depablo_mixed_temp,75,20,20,0.853806258635436,0.1108581416502861,0.1721180025747532,2,456,velocity_transfer3,ae
depablo_mixed_temp,100,20,20,0.875687739498998,0.087527069882051,0.1264354805514444,2,456,velocity_transfer3,ae
lj_noisy,10,20,20,-2.473903471612377,0.0755783675023877,0.0021538442446725,2,456,velocity_transfer3,ae
lj_noisy,25,20,20,0.2380223755740536,0.047668682634064,0.0041168599721615,2,456,velocity_transfer3,ae
lj_noisy,50,20,20,0.3602119338375269,0.0455253114937491,0.0047651600463273,2,456,velocity_transfer3,ae
lj_noisy,75,20,20,0.4666072431665865,0.0423091006430607,0.0050961142073924,2,456,velocity_transfer3,ae
lj_noisy,100,20,20,0.3517238597906926,0.0481231986458248,0.0053100823581802,2,456,velocity_transfer3,ae
