dimension,variant,kind,source,rollout_steps,seeds,r2_mean,r2_std,mae_mean,valid_min,total_min
8,acceleration_transfer3,ae,depablo_low_temp,25,3,0.8889981505393584,0.04293689831724963,0.09224313182292243,20,20
8,acceleration_transfer3,ae,depablo_low_temp,50,3,0.9420085741450551,0.020725409666237284,0.07005315515790667,20,20
8,acceleration_transfer3,ae,depablo_low_temp,75,3,0.9630762495827194,0.010042394397645928,0.05477050953944987,20,20
8,acceleration_transfer3,ae,depablo_low_temp,100,3,0.9647506092970884,0.006651537931734133,0.052036995545746235,20,20
8,acceleration_transfer3,ae,depablo_mixed_temp,10,3,0.3148676241885543,0.14033475944908191,0.2709429073153625,20,20
8,acceleration_transfer3,ae,depablo_mixed_temp,25,3,0.30990920991182735,0.06679367495127717,0.2604483487815427,20,20
8,acceleration_transfer3,ae,depablo_mixed_temp,50,3,0.5600166876760192,0.16616627910955678,0.18070306751843224,20,20
8,acceleration_transfer3,ae,depablo_mixed_temp,75,3,0.7435937609640694,0.07331629282075178,0.1477678244587313,20,20
8,acceleration_transfer3,ae,depablo_mixed_temp,100,3,0.5804851135675473,0.4016040695206889,0.127788575936204,20,20
8,acceleration_transfer3,ae,lj_noisy,10,3,-1.2467924118113263,1.1981795195368643,0.056556655130903195,20,20
8,acceleration_transfer3,ae,lj_noisy,25,3,0.16936346694323579,0.2826282870261943,0.04897855959598957,20,20
8,acceleration_transfer3,ae,lj_noisy,50,3,0.30063135026692117,0.2896081073275608,0.047799697428052235,20,20
8,acceleration_transfer3,ae,lj_noisy,75,3,0.4248971498546367,0.05465953120343059,0.044289650013088766,20,20
8,acceleration_transfer3,ae,lj_noisy,100,3,0.2581874181680301,0.16513337812164472,0.05313256718451747,20,20
8,acceleration_transfer3,ae,reid,10,3,0.4007869549044141,0.1787293348630225,0.10572897582391749,20,20
8,acceleration_transfer3,ae,reid,25,3,0.8076352703590789,0.0972713601398975,0.0641440510502424,20,20
8,acceleration_transfer3,ae,reid,50,3,0.9458397655104352,0.011407453515894516,0.0348778700136133,20,20
8,acceleration_transfer3,ae,reid,75,3,0.9724672551466593,0.010153950503674592,0.0258513157569043,20,20
8,acceleration_transfer3,ae,reid,100,3,0.9653618849114309,0.017943981996715062,0.0287220832162696,20,20
8,acceleration_transfer3,rollout,depablo_low_temp,10,3,0.762618824991632,0.07033093555298511,0.12035652792455258,20,20
8,acceleration_transfer3,rollout,depablo_low_temp,25,3,0.8853612631401341,0.045402957873955686,0.09307384465878556,20,20
8,acceleration_transfer3,rollout,depablo_low_temp,50,3,0.9450557589869405,0.019207033653019838,0.07032762306355984,20,20
8,acceleration_transfer3,rollout,depablo_low_temp,75,3,0.9651136177170248,0.005658215609458415,0.056242575930128165,20,20
8,acceleration_transfer3,rollout,depablo_low_temp,100,3,0.9718688105935499,0.005847739607793456,0.04969807363851103,20,20
8,acceleration_transfer3,rollout,depablo_mixed_temp,10,3,-0.40595081436851976,0.1622178982899721,0.3813617811294236,20,20
8,acceleration_transfer3,rollout,depablo_mixed_temp,25,3,-1.3773620361786214,0.5412002952078317,0.5369644492886757,20,20
8,acceleration_transfer3,rollout,depablo_mixed_temp,50,3,-1.4955370364881893,0.6161120631327072,0.44802578652465974,20,20
8,acceleration_transfer3,rollout,depablo_mixed_temp,75,3,-1.0392151358851165,0.24879355888335897,0.46367658987239063,20,20
8,acceleration_transfer3,rollout,depablo_mixed_temp,100,3,-1.8112069057307358,0.5102874801591418,0.47380109740510895,20,20
8,acceleration_transfer3,rollout,lj_noisy,10,3,-1.298270770264984,1.2058071237063284,0.05707769313802626,20,20
8,acceleration_transfer3,rollout,lj_noisy,25,3,0.03043131931611902,0.2353049190204941,0.0531315634156955,20,20
8,acceleration_transfer3,rollout,lj_noisy,50,3,0.17077258501117695,0.19642061441084235,0.050829859682885566,20,20
8,acceleration_transfer3,rollout,lj_noisy,75,3,0.2303837609490398,0.058350681182980445,0.048968328323147965,20,20
8,acceleration_transfer3,rollout,lj_noisy,100,3,0.4176260683817327,0.0398215427876376,0.0467605705288196,20,20
8,acceleration_transfer3,rollout,reid,10,3,0.3888302449393956,0.1793166177341204,0.1064665484970332,20,20
8,acceleration_transfer3,rollout,reid,25,3,0.7844163151231767,0.09983971920728599,0.0665003290105186,20,20
8,acceleration_transfer3,rollout,reid,50,3,0.9092481631989889,0.023734644119824996,0.04461691898122453,20,20
8,acceleration_transfer3,rollout,reid,75,3,0.9158241613514141,0.038729370531970085,0.0446881317182505,20,20
8,acceleration_transfer3,rollout,reid,100,3,0.9099701423593904,0.06018252599659179,0.04775908232078463,20,20
8,delta_transfer3,ae,depablo_low_temp,10,3,0.7681761970344804,0.06980583105915103,0.11929675785072147,20,20
8,delta_transfer3,ae,depablo_low_temp,25,3,0.8889981505393584,0.04293689831724963,0.09224313182292243,20,20
8,delta_transfer3,ae,depablo_low_temp,50,3,0.9420085741450551,0.020725409666237284,0.07005315515790667,20,20
8,delta_transfer3,ae,depablo_low_temp,75,3,0.9630762495827194,0.010042394397645928,0.05477050953944987,20,20
8,delta_transfer3,ae,depablo_low_temp,100,3,0.9647506092970884,0.006651537931734133,0.052036995545746235,20,20
8,delta_transfer3,ae,depablo_mixed_temp,10,3,0.3148676241885543,0.14033475944908191,0.2709429073153625,20,20
8,delta_transfer3,ae,depablo_mixed_temp,25,3,0.30990920991182735,0.06679367495127717,0.2604483487815427,20,20
8,delta_transfer3,ae,depablo_mixed_temp,50,3,0.5600166876760192,0.16616627910955678,0.18070306751843224,20,20
8,delta_transfer3,ae,depablo_mixed_temp,75,3,0.7435937609640694,0.07331629282075178,0.1477678244587313,20,20
8,delta_transfer3,ae,depablo_mixed_temp,100,3,0.5804851135675473,0.4016040695206889,0.127788575936204,20,20
8,delta_transfer3,ae,lj_noisy,10,3,-1.2467924118113263,1.1981795195368643,0.056556655130903195,20,20
8,delta_transfer3,ae,lj_noisy,25,3,0.16936346694323579,0.2826282870261943,0.04897855959598957,20,20
8,delta_transfer3,ae,lj_noisy,50,3,0.30063135026692117,0.2896081073275608,0.047799697428052235,20,20
8,delta_transfer3,ae,lj_noisy,75,3,0.4248971498546367,0.05465953120343059,0.044289650013088766,20,20
8,delta_transfer3,ae,lj_noisy,100,3,0.2581874181680301,0.16513337812164472,0.05313256718451747,20,20
8,delta_transfer3,ae,reid,10,3,0.4007869549044141,0.1787293348630225,0.10572897582391749,20,20
8,delta_transfer3,ae,reid,25,3,0.8076352703590789,0.0972713601398975,0.0641440510502424,20,20
8,delta_transfer3,ae,reid,50,3,0.9458397655104352,0.011407453515894516,0.0348778700136133,20,20
8,delta_transfer3,ae,reid,75,3,0.9724672551466593,0.010153950503674592,0.0258513157569043,20,20
8,delta_transfer3,ae,reid,100,3,0.9653618849114309,0.017943981996715062,0.0287220832162696,20,20
8,delta_transfer3,rollout,depablo_low_temp,10,3,0.5428344061275343,0.06119919841181719,0.1744603530716408,20,20
8,delta_transfer3,rollout,depablo_low_temp,25,3,0.3191986745519127,0.020730439344779507,0.2523613835396037,20,20
8,delta_transfer3,rollout,depablo_low_temp,50,3,0.2126580183405824,0.027622875678766513,0.28733018756942125,20,20
8,delta_transfer3,rollout,depablo_low_temp,75,3,0.16483638458069566,0.03922174044016139,0.30154638509561066,20,20
8,delta_transfer3,rollout,depablo_low_temp,100,3,0.1311154387357395,0.04869694247614764,0.3092513882145011,20,20
8,delta_transfer3,rollout,depablo_mixed_temp,10,3,-0.07548189670398771,0.19795829688909497,0.32892278351815113,20,20
8,delta_transfer3,rollout,depablo_mixed_temp,25,3,-0.31304195619437786,0.5915520641804948,0.3757494767570824,20,20
8,delta_transfer3,rollout,depablo_mixed_temp,50,3,-0.17865384467826692,0.33044254955609703,0.33042461065567735,20,20
8,delta_transfer3,rollout,depablo_mixed_temp,75,3,0.22661926228264295,0.1468319956952329,0.31096886948044405,20,20
8,delta_transfer3,rollout,depablo_mixed_temp,100,3,0.16813291079914738,0.23765468337271503,0.2790795181823985,20,20
8,delta_transfer3,rollout,lj_noisy,10,3,-2.261459106617571,1.3821177222674945,0.0693772231648349,20,20
8,delta_transfer3,rollout,lj_noisy,25,3,-1.3997721976130058,0.7036917899616123,0.08041857414454383,20,20
8,delta_transfer3,rollout,lj_noisy,50,3,-1.4126440990286815,0.489645444042227,0.0841813458277697,20,20
8,delta_transfer3,rollout,lj_noisy,75,3,-0.8435040646880462,0.1542517383103425,0.0760812891015667,20,20
8,delta_transfer3,rollout,lj_noisy,100,3,-0.16304674291964394,0.18744935720315875,0.06690217133535349,20,20
8,delta_transfer3,rollout,reid,10,3,0.04606077504125927,0.17633272454153354,0.13670522804164562,20,20
8,delta_transfer3,rollout,reid,25,3,0.14076023394598425,0.07912161052586071,0.14532077227183007,20,20
8,delta_transfer3,rollout,reid,50,3,0.13280717387840937,0.033491046058318166,0.15428346237448706,20,20
8,delta_transfer3,rollout,reid,75,3,0.11410136870803862,0.006386108781870568,0.15862217018832495,20,20
8,delta_transfer3,rollout,reid,100,3,0.08139703411265227,0.04014020650412177,0.16253398749975237,20,20
8,velocity_transfer3,ae,depablo_low_temp,10,3,0.7681761970344804,0.06980583105915103,0.11929675785072147,20,20
8,velocity_transfer3,ae,depablo_low_temp,25,3,0.8889981505393584,0.04293689831724963,0.09224313182292243,20,20
8,velocity_transfer3,ae,depablo_low_temp,50,3,0.9420085741450551,0.020725409666237284,0.07005315515790667,20,20
8,velocity_transfer3,ae,depablo_low_temp,75,3,0.9630762495827194,0.010042394397645928,0.05477050953944987,20,20
8,velocity_transfer3,ae,depablo_low_temp,100,3,0.9647506092970884,0.006651537931734133,0.052036995545746235,20,20
8,velocity_transfer3,ae,depablo_mixed_temp,10,3,0.3148676241885543,0.14033475944908191,0.2709429073153625,20,20
8,velocity_transfer3,ae,depablo_mixed_temp,25,3,0.30990920991182735,0.06679367495127717,0.2604483487815427,20,20
8,velocity_transfer3,ae,depablo_mixed_temp,50,3,0.5600166876760192,0.16616627910955678,0.18070306751843224,20,20
8,velocity_transfer3,ae,depablo_mixed_temp,75,3,0.7435937609640694,0.07331629282075178,0.1477678244587313,20,20
8,velocity_transfer3,ae,depablo_mixed_temp,100,3,0.5804851135675473,0.4016040695206889,0.127788575936204,20,20
8,velocity_transfer3,ae,lj_noisy,10,3,-1.2467924118113263,1.1981795195368643,0.056556655130903195,20,20
8,velocity_transfer3,ae,lj_noisy,25,3,0.16936346694323579,0.2826282870261943,0.04897855959598957,20,20
8,velocity_transfer3,ae,lj_noisy,50,3,0.30063135026692117,0.2896081073275608,0.047799697428052235,20,20
8,velocity_transfer3,ae,lj_noisy,75,3,0.4248971498546367,0.05465953120343059,0.044289650013088766,20,20
8,velocity_transfer3,ae,lj_noisy,100,3,0.2581874181680301,0.16513337812164472,0.05313256718451747,20,20
8,velocity_transfer3,ae,reid,10,3,0.4007869549044141,0.1787293348630225,0.10572897582391749,20,20
8,velocity_transfer3,ae,reid,25,3,0.8076352703590789,0.0972713601398975,0.0641440510502424,20,20
8,velocity_transfer3,ae,reid,50,3,0.9458397655104352,0.011407453515894516,0.0348778700136133,20,20
8,velocity_transfer3,ae,reid,75,3,0.9724672551466593,0.010153950503674592,0.0258513157569043,20,20
8,velocity_transfer3,ae,reid,100,3,0.9653618849114309,0.017943981996715062,0.0287220832162696,20,20
8,velocity_transfer3,rollout,depablo_low_temp,10,3,0.7374225544657756,0.06693306643041937,0.12637552630030546,20,20
8,velocity_transfer3,rollout,depablo_low_temp,25,3,0.8328518213343464,0.04700019354010187,0.11317678072565256,20,20
8,velocity_transfer3,rollout,depablo_low_temp,50,3,0.9151634722565632,0.03264596701742037,0.08394708730647717,20,20
8,velocity_transfer3,rollout,depablo_low_temp,75,3,0.958551889906956,0.018634655728994802,0.06019444238633117,20,20
8,velocity_transfer3,rollout,depablo_low_temp,100,3,0.9710451532285566,0.001537906715510356,0.048464812113817264,20,20
8,velocity_transfer3,rollout,depablo_mixed_temp,10,3,-0.1803278495531918,0.07218358721710483,0.3385236798274376,20,20
8,velocity_transfer3,rollout,depablo_mixed_temp,25,3,-0.690713850018982,0.776031162359994,0.4170341444087671,20,20
8,velocity_transfer3,rollout,depablo_mixed_temp,50,3,-1.2904751959538434,0.9328167498040612,0.4251657762659043,20,20
8,velocity_transfer3,rollout,depablo_mixed_temp,75,3,-0.7726454343913035,0.7651441261829569,0.4315528991480462,20,20
8,velocity_transfer3,rollout,depablo_mixed_temp,100,3,-1.514254563841554,0.8893997125517673,0.4381095954060203,20,20
8,velocity_transfer3,rollout,lj_noisy,10,3,-1.5371475647903534,1.1881912957062246,0.060951789332457706,20,20
8,velocity_transfer3,rollout,lj_noisy,25,3,-0.4060049094258353,0.21671622478938465,0.061737693313606797,20,20
8,velocity_transfer3,rollout,lj_noisy,50,3,-0.30960954746316616,0.314202233622798,0.061197435205807095,20,20
8,velocity_transfer3,rollout,lj_noisy,75,3,-0.03309793477137617,0.1806806017098844,0.05597394552564577,20,20
8,velocity_transfer3,rollout,lj_noisy,100,3,0.25197883401882853,0.07156507640160442,0.0529581758108921,20,20
8,velocity_transfer3,rollout,reid,10,3,0.3777783391321554,0.1896819328243365,0.10756438697155117,20,20
8,velocity_transfer3,rollout,reid,25,3,0.7504028433578628,0.10952446579508571,0.07266706989016614,20,20
8,velocity_transfer3,rollout,reid,50,3,0.8870326388056305,0.02081298614421515,0.049897253680876996,20,20
8,velocity_transfer3,rollout,reid,75,3,0.9200381278690634,0.03206837978755641,0.042085201856238534,20,20
8,velocity_transfer3,rollout,reid,100,3,0.9257521656704228,0.022814000615557717,0.04214828604489577,20,20
