epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_lj_noisy_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_reid_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
11,0.0003758904491739648,0.00033289113494633507,0.0003758904491739648,4.844419984639149e-07,0.0,0.00018314367169133092,0.0008036573531291617,0.00014087032270140173,0.00033289113494633507,4.20596639590561e-07,0.0,0.00058922309309,0.00025675160467276655,0.00015269870707623873,,,,,,,,,,,,,,,1,1,11,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
12,0.0003731042839171016,0.0003301577158750994,0.0003731042839171016,4.797573049419203e-07,0.0,0.00018005997990654696,0.0007998858726454036,0.00013936699919935437,0.0003301577158750994,4.1810170140858344e-07,0.0,0.0005870403734571952,0.0002527582450198645,0.00015067452914823844,0.9603674802922803,0.9822968913252677,60.0,0.7419305230647021,0.34999482827204287,0.7419305230647021,0.34999482827204287,0.9228786515300044,0.9529180893920592,0.34999482827204287,0.9228786515300044,0.9529180893920592,0.34999482827204287,0.9603674802922803,1,1,12,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
13,0.0003706604684522736,0.00032851847230022164,0.0003706604684522736,4.821559049533414e-07,0.0,0.00017726568275924686,0.000797207394670439,0.00013750832792713502,0.00032851847230022164,4.1675939381017696e-07,0.0,0.0005877208586599935,0.0002489316686376606,0.0001489028896030108,,,,,,,,,,,,,,,1,1,13,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
14,0.0003675212250009333,0.0003236492303554004,0.0003675212250009333,4.7464393346404795e-07,0.0,0.00017431759579878304,0.0007924935418835551,0.0001357525373204619,0.0003236492303554004,4.141561570728906e-07,0.0,0.0005822166284009936,0.0002416675229549457,0.000147063539710262,0.9612613606442397,0.9812004379138134,60.0,0.758583496049364,0.40553734511931916,0.758583496049364,0.40553734511931916,0.9150101343608922,0.9552030086678809,0.40553734511931916,0.9150101343608922,0.9552030086678809,0.40553734511931916,0.9612613606442397,1,1,14,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
15,0.0003648490722957221,0.00032030023991529096,0.0003648490722957221,4.738648175027586e-07,0.0,0.0001727131304269585,0.0007883508043452618,0.00013348328211494587,0.00032030023991529096,4.101830223627682e-07,0.0,0.0005792475164546536,0.0002361511970472245,0.0001455020062439946,,,,,,,,,,,,,,,1,1,15,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
16,0.00036207506302638804,0.00031656102939855535,0.00036207506302638804,4.7228682914839524e-07,0.0,0.00016995563232881955,0.0007844547643536945,0.00013181479239665,0.00031656102939855535,4.073549604299842e-07,0.0,0.000578285787871163,0.00022866198093919964,0.0001427353193853034,0.9593041892711913,0.980368665060241,60.0,0.7368189086164237,0.33295629706348595,0.7368189086164237,0.33295629706348595,0.92802543248431,0.9494749963014749,0.33295629706348595,0.92802543248431,0.9494749963014749,0.33295629706348595,0.9593041892711913,1,1,16,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
17,0.00035908285319235936,0.00031291612360389746,0.00035908285319235936,4.710539020807653e-07,0.0,0.00016860681837255092,0.00077905571485023,0.00012958602635429727,0.00031291612360389746,4.052822338470226e-07,0.0,0.0005724485230662199,0.0002254826215956441,0.00014081722614982833,,,,,,,,,,,,,,,1,1,17,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
18,0.0003567285581162249,0.0003105867533575054,0.0003567285581162249,4.6609233931228705e-07,0.0,0.00016849294801003504,0.0007736861154858027,0.00012800661085283693,0.0003105867533575054,4.0228311585603177e-07,0.0,0.0005691176555924327,0.0002231757763210215,0.00013946682815906206,0.9566934307682369,0.9803414683876223,60.0,0.6964314645181547,0.2081410177478047,0.6964314645181547,0.2081410177478047,0.9350988695342302,0.9460545062724293,0.2081410177478047,0.9350988695342302,0.9460545062724293,0.2081410177478047,0.9566934307682369,1,1,18,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
19,0.0003558164245472132,0.0003091627995210887,0.0003558164245472132,4.687211150453282e-07,0.0,0.00016830382516965696,0.0007719325289545135,0.00012721291951746925,0.0003091627995210887,4.014982645609659e-07,0.0,0.0005684867461313297,0.00022076667901801348,0.00013823497341392292,,,,,,,,,,,,,,,1,1,19,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
20,0.0003547727930292477,0.00030929570821873167,0.0003547727930292477,4.66568586850425e-07,0.0,0.00016907934441794743,0.0007688645495062897,0.00012637448516350584,0.00030929570821873167,4.0355598684982397e-07,0.0,0.0005681789732216502,0.0002221978754823832,0.00013751027595216146,0.9537884465660805,0.9773203920130425,60.0,0.7556233016716911,0.41359504865207286,0.7556233016716911,0.41359504865207286,0.9172908971186945,0.9359839592443058,0.41359504865207286,0.9172908971186945,0.9359839592443058,0.41359504865207286,0.9537884465660805,1,1,20,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
21,0.0003537071616004994,0.00030814758239478484,0.0003537071616004994,4.630931049873385e-07,0.0,0.00016921917415377595,0.0007659410803936383,0.00012596123025408396,0.00030814758239478484,4.0104913523464347e-07,0.0,0.0005659973225367834,0.00022192429979296205,0.0001365211248546092,,,,,,,,,,,,,,,1,1,21,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
22,0.0003526309342843743,0.00030830805392659965,0.0003526309342843743,4.6440149169350607e-07,0.0,0.00016907775030475136,0.0007639790158588474,0.00012483603668952408,0.00030830805392659965,4.0055014475607703e-07,0.0,0.0005676633365128375,0.00022132028224709698,0.0001359405430198644,0.9564028781091206,0.9794758105659634,60.0,0.7192617748605671,0.2796035661315498,0.7192617748605671,0.2796035661315498,0.9360050824440943,0.9421766760060571,0.2796035661315498,0.9360050824440943,0.9421766760060571,0.2796035661315498,0.9564028781091206,1,1,22,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
23,0.0003521583534034347,0.00030690309851710455,0.0003521583534034347,4.648236961870947e-07,0.0,0.00016811587694097815,0.0007636463260858138,0.00012471285718351205,0.00030690309851710455,3.998722111949367e-07,0.0,0.0005638577223755784,0.00022099628327096842,0.0001358552899047669,,,,,,,,,,,,,,,1,1,23,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
24,0.0003514550293645401,0.0003063355233944508,0.0003514550293645401,4.6310159137540136e-07,0.0,0.00016844723127307584,0.0007613617733128801,0.00012455608350766436,0.0003063355233944508,3.9980612835203527e-07,0.0,0.0005639373582206911,0.0002203554827855289,0.00013471372917713234,0.9564965770224118,0.9788474489341168,60.0,0.7475752709263167,0.3691220002115154,0.7475752709263167,0.3691220002115154,0.9343256326531131,0.9392781799143218,0.3691220002115154,0.9343256326531131,0.9392781799143218,0.3691220002115154,0.9564965770224118,1,1,24,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
25,0.00035103141295916526,0.00030639465038826303,0.00035103141295916526,4.620525945644177e-07,0.0,0.00016801151321677827,0.0007609837454769002,0.0001240989801838173,0.00030639465038826303,3.991395161051514e-07,0.0,0.0005627624718547888,0.00022181202103511348,0.00013460945827488673,,,,,,,,,,,,,,,1,1,25,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
26,0.0003508295804355486,0.00030552990836945254,0.0003508295804355486,4.62749269177841e-07,0.0,0.00016773972541568184,0.0007609942095087855,0.00012375480638217851,0.00030552990836945254,3.985376343014953e-07,0.0,0.0005623545936547196,0.00022001567694214497,0.0001342194545114931,0.9542848150326049,0.9781474284214041,60.0,0.7233246184998001,0.2971546607158345,0.7233246184998001,0.2971546607158345,0.9367335767537469,0.9360856180298192,0.2971546607158345,0.9367335767537469,0.9360856180298192,0.2971546607158345,0.9542848150326049,1,1,26,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
