epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_lj_noisy_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_reid_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.0006244371765757549,0.0005298946839923845,0.0006244371765757549,6.668856525827911e-07,0.0,0.00031583016145656043,0.0013048088338452719,0.0002526725344254326,0.0005298946839923845,5.537901965150619e-07,0.0,0.0009394902152024243,0.0004456964071212161,0.00020449742965351298,,,,,,,,,,,,,,,1,1,1,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
2,0.0004669531262425153,0.00040180501205804036,0.0004669531262425153,5.489664478291696e-07,0.0,0.00024377769281480206,0.0009865608442130012,0.00017052084169974255,0.00040180501205804036,4.725952701771045e-07,0.0,0.0006533220006442782,0.00036416837827992393,0.00018792465724991894,0.9505255170940022,0.9772720700573228,60.0,0.7071908971763986,0.3344511953236319,0.7071908971763986,0.3344511953236319,0.8295767295266967,0.9575447666788669,0.3344511953236319,0.8295767295266967,0.9575447666788669,0.3344511953236319,0.9505255170940022,1,1,2,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
3,0.0004172086184871227,0.0003806680622987738,0.0004172086184871227,5.194351966592341e-07,0.0,0.000245587348448004,0.0008303134880277173,0.00017572501898564696,0.0003806680622987738,4.599695865673918e-07,0.0,0.000613974025546177,0.0003444069999490221,0.00018362316140112218,,,,,,,,,,,,,,,1,1,3,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
4,0.0004020463665264297,0.00037219915055635057,0.0004020463665264297,5.095122332932078e-07,0.0,0.00022274738199447105,0.0008243254625557783,0.00015906625502903955,0.00037219915055635057,4.5307622779470574e-07,0.0,0.0006122824447363266,0.0003336105905169374,0.00017070441641578782,0.9691934097207718,0.9848932062243768,60.0,0.7534771317593848,0.37143910214414333,0.7534771317593848,0.37143910214414333,0.9122524371859684,0.9767398559480426,0.37143910214414333,0.9122524371859684,0.9767398559480426,0.37143910214414333,0.9691934097207718,1,1,4,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
5,0.00039431337489742206,0.00035981892592668285,0.00039431337489742206,4.988095805161078e-07,0.0,0.00020941533371995752,0.0008197725032450383,0.00015375228772727037,0.00035981892592668285,4.437386541174722e-07,0.0,0.0006074238693753984,0.0003071926461209828,0.0001648402622836673,,,,,,,,,,,,,,,1,1,5,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
6,0.0003891100061435882,0.00035079991492756383,0.0003891100061435882,4.955449258779802e-07,0.0,0.00020002389369318209,0.0008172596548356419,0.00015004646990194072,0.00035079991492756383,4.3624738784349876e-07,0.0,0.0006032170300336123,0.0002882029257942707,0.00016097978895480855,0.9669936239813274,0.9850829662371857,60.0,0.7565220060327764,0.3794815570682525,0.7565220060327764,0.3794815570682525,0.921933701905559,0.9681507591245176,0.3794815570682525,0.921933701905559,0.9681507591245176,0.3794815570682525,0.9669936239813274,1,1,6,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
7,0.000385942047825677,0.0003456420805283226,0.000385942047825677,4.92996538442265e-07,0.0,0.0001949488421212483,0.0008153169281998691,0.00014756037315591362,0.0003456420805283226,4.325409458753408e-07,0.0,0.0005996759381733229,0.000278884507446182,0.00015836579596546286,,,,,,,,,,,,,,,1,1,7,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
8,0.00038306237128851777,0.0003427556332808959,0.00038306237128851777,4.906720070774849e-07,0.0,0.00019112394978958842,0.0008123548488012838,0.00014570831527468123,0.0003427556332808959,4.292527933102974e-07,0.0,0.000596779881671022,0.0002749017342514854,0.0001565852839201803,0.9639208084624968,0.9834256047863015,60.0,0.7483782515664984,0.3630479631507826,0.7483782515664984,0.3630479631507826,0.9202526784780752,0.961834113070637,0.3630479631507826,0.9202526784780752,0.961834113070637,0.3630479631507826,0.9639208084624968,1,1,8,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
9,0.0003808992394408073,0.00033924738893115593,0.0003808992394408073,4.89710209742899e-07,0.0,0.0001887709911477686,0.0008100098393141738,0.00014391688786047964,0.00033924738893115593,4.262678482784092e-07,0.0,0.0005947532193572494,0.00026777729697326284,0.00015521165046295557,,,,,,,,,,,,,,,1,1,9,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
10,0.00037809903620901914,0.00033765918290630965,0.00037809903620901914,4.844027296926737e-07,0.0,0.00018546196425856565,0.0008062787249839886,0.00014255641938450318,0.00033765918290630965,4.250696908532821e-07,0.0,0.0005925393803029747,0.00026627003763413516,0.0001541681307818191,0.962416805938635,0.9825453214726332,60.0,0.753993134280725,0.3875528312111165,0.753993134280725,0.3875528312111165,0.9159652711881078,0.9584613004429506,0.3875528312111165,0.9159652711881078,0.9584613004429506,0.3875528312111165,0.962416805938635,1,1,10,shared4,6,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
