source,split,index,original_index,target,z0_0,z0_1,z1_0,z1_1,z5_0,z5_1
reid,calibration,1,45,-0.232251246533386,3.222062349319458,-1.7657266855239868,3.2218894958496094,-1.7659852504730225,3.220987558364868,-1.7672467231750488
reid,calibration,2,43,0.34530588309025634,3.095235586166382,-1.7055976390838623,3.095181703567505,-1.7058653831481934,3.094954013824463,-1.7068694829940796
reid,calibration,3,73,0.3546914498807752,3.095857858657837,-1.7098913192749023,3.095827102661133,-1.7101669311523438,3.0957319736480713,-1.7112410068511963
reid,calibration,4,85,-0.04034466635495291,3.1908836364746094,-1.7491506338119507,3.1907296180725098,-1.7494237422943115,3.1900618076324463,-1.7506242990493774
reid,calibration,5,22,-0.41202700293673356,3.222968339920044,-1.7699828147888184,3.2230281829833984,-1.770450234413147,3.2232141494750977,-1.7728173732757568
reid,calibration,6,47,-0.2000712201151801,3.218639612197876,-1.7631672620773315,3.218557596206665,-1.763507604598999,3.2181811332702637,-1.7651234865188599
reid,calibration,7,27,-0.16419202194022636,3.2181451320648193,-1.7657713890075684,3.2182047367095947,-1.7662382125854492,3.2184765338897705,-1.7684266567230225
reid,calibration,8,87,0.27845350203017877,3.1536972522735596,-1.735470175743103,3.153557300567627,-1.735700249671936,3.153028726577759,-1.7365765571594238
reid,calibration,9,67,0.2827574554363437,3.122537851333618,-1.7187235355377197,3.122488021850586,-1.7190110683441162,3.1223249435424805,-1.720113754272461
reid,calibration,10,71,0.3225968972047046,3.0972189903259277,-1.7059440612792969,3.0971527099609375,-1.7062066793441772,3.096911668777466,-1.707216739654541
reid,calibration,11,36,-0.19027884597049458,3.22306227684021,-1.7669167518615723,3.2228758335113525,-1.7671608924865723,3.221914529800415,-1.7683088779449463
reid,calibration,12,65,0.38860791826309066,3.096096992492676,-1.7064378261566162,3.0960681438446045,-1.7067086696624756,3.0959739685058594,-1.7077085971832275
reid,calibration,13,9,-0.058598285749740735,3.239684581756592,-1.7758798599243164,3.2397611141204834,-1.7763571739196777,3.2401013374328613,-1.7784974575042725
reid,calibration,14,81,-0.10988731840817481,3.2153854370117188,-1.7627238035202026,3.2152833938598633,-1.7630304098129272,3.2148118019104004,-1.7644107341766357
reid,calibration,15,90,0.0028081485416824783,3.170645236968994,-1.743636131286621,3.170599937438965,-1.7439688444137573,3.1704185009002686,-1.745401382446289
reid,calibration,16,68,0.21534159724725252,3.1286022663116455,-1.7195274829864502,3.128530740737915,-1.7198420763015747,3.1282379627227783,-1.7210257053375244
reid,calibration,17,21,-0.14768180964121552,3.229062080383301,-1.7684369087219238,3.2289609909057617,-1.7687602043151855,3.228496551513672,-1.7702875137329102
reid,calibration,18,24,-0.1309780478243826,3.19610595703125,-1.755009651184082,3.1960315704345703,-1.7553411722183228,3.1956567764282227,-1.7568148374557495
reid,calibration,19,48,-0.17123836165231263,3.23602032661438,-1.773909330368042,3.236100435256958,-1.7743741273880005,3.236511707305908,-1.7766293287277222
reid,calibration,20,1,0.3378457170934105,3.0975728034973145,-1.710648775100708,3.0975747108459473,-1.710953950881958,3.0976366996765137,-1.7121341228485107
reid,calibration,21,76,0.18335712828880277,3.1210098266601562,-1.719138503074646,3.1209161281585693,-1.7194269895553589,3.120560646057129,-1.7205452919006348
reid,calibration,22,78,0.1293664497277195,3.168225049972534,-1.739432692527771,3.168058156967163,-1.7396626472473145,3.167404890060425,-1.7406035661697388
reid,calibration,23,72,-0.037977481086243575,3.2326135635375977,-1.769863247871399,3.232542037963867,-1.7701959609985352,3.2323224544525146,-1.7716879844665527
reid,calibration,24,55,0.27125756726885086,3.13368821144104,-1.7225373983383179,3.133680582046509,-1.7229119539260864,3.1336379051208496,-1.7243576049804688
reid,calibration,25,82,-0.07218477062664293,3.1889772415161133,-1.7485642433166504,3.18875789642334,-1.7487847805023193,3.187777519226074,-1.7497612237930298
reid,calibration,26,34,0.2423286065533074,3.132164239883423,-1.7218084335327148,3.131997585296631,-1.7220162153244019,3.131368637084961,-1.722825527191162
reid,calibration,27,23,-0.31124485724577994,3.216505527496338,-1.7631136178970337,3.216407060623169,-1.7634423971176147,3.215878963470459,-1.765142560005188
reid,calibration,28,94,0.16401048126396411,3.1736509799957275,-1.7406773567199707,3.1733968257904053,-1.7408254146575928,3.172417402267456,-1.7414271831512451
reid,calibration,29,75,0.1204822732587641,3.181161642074585,-1.7474738359451294,3.1810529232025146,-1.7477712631225586,3.1806087493896484,-1.7489488124847412
depablo_low_temp,calibration,1,145,-0.4569532518665687,3.304248332977295,-1.802431344985962,3.3041672706604004,-1.8026254177093506,3.3036980628967285,-1.8028408288955688
depablo_low_temp,calibration,2,7,-0.09727260084400499,3.3262441158294678,-1.8156492710113525,3.3262906074523926,-1.8159868717193604,3.3262453079223633,-1.8168033361434937
depablo_low_temp,calibration,3,133,0.3439682334342666,3.3710145950317383,-1.8348991870880127,3.3707962036132812,-1.835006594657898,3.3699588775634766,-1.835418701171875
depablo_low_temp,calibration,4,198,-0.3206296495113327,3.3064355850219727,-1.8037580251693726,3.3063735961914062,-1.8039910793304443,3.3059539794921875,-1.80436110496521
depablo_low_temp,calibration,5,13,0.3636117579426061,3.3704605102539062,-1.8360109329223633,3.370455026626587,-1.8363332748413086,3.3704419136047363,-1.8375896215438843
depablo_low_temp,calibration,6,21,-0.11422681948022362,3.343966484069824,-1.8195605278015137,3.3437671661376953,-1.8196940422058105,3.3429179191589355,-1.8199574947357178
depablo_low_temp,calibration,7,107,-0.4553419205041738,3.3046536445617676,-1.8032668828964233,3.3045132160186768,-1.803405523300171,3.303882122039795,-1.803519606590271
depablo_low_temp,calibration,8,14,-0.020264705234645113,3.353469133377075,-1.8279694318771362,3.353255033493042,-1.8280898332595825,3.352437973022461,-1.8283751010894775
depablo_low_temp,calibration,9,77,0.1607695438424218,3.3624839782714844,-1.830527663230896,3.362281084060669,-1.8306876420974731,3.3614563941955566,-1.8312430381774902
depablo_low_temp,calibration,10,130,0.13037281540664314,3.3589861392974854,-1.8281340599060059,3.358881950378418,-1.8283772468566895,3.358454942703247,-1.829240083694458
depablo_low_temp,calibration,11,50,0.3691857783976515,3.3643035888671875,-1.831834316253662,3.364227056503296,-1.832054853439331,3.363929510116577,-1.8328665494918823
depablo_low_temp,calibration,12,85,-0.5044309215854138,3.2935354709625244,-1.7959285974502563,3.2933497428894043,-1.796015977859497,3.292693853378296,-1.7960261106491089
depablo_low_temp,calibration,13,104,-0.2084327188950511,3.325486421585083,-1.8154009580612183,3.325374126434326,-1.8155933618545532,3.3248493671417236,-1.8159915208816528
depablo_low_temp,calibration,14,55,0.23776199413847313,3.3711886405944824,-1.8364213705062866,3.3709523677825928,-1.8365287780761719,3.370041847229004,-1.8369140625
depablo_low_temp,calibration,15,54,-0.4149092808456947,3.318661689758301,-1.8115618228912354,3.318573474884033,-1.811747670173645,3.31817889213562,-1.8120520114898682
depablo_low_temp,calibration,16,147,-0.45508805028712523,3.3164002895355225,-1.8076200485229492,3.3162031173706055,-1.8077278137207031,3.3154609203338623,-1.8077890872955322
depablo_low_temp,calibration,17,117,0.1594724535638284,3.354876756668091,-1.8243743181228638,3.3545994758605957,-1.8244465589523315,3.3535125255584717,-1.8246829509735107
depablo_low_temp,calibration,18,3,-0.5089574496506146,3.2910826206207275,-1.795684576034546,3.2909412384033203,-1.7958067655563354,3.290431261062622,-1.7959176301956177
depablo_low_temp,calibration,19,67,-0.0018257140201558828,3.3582210540771484,-1.8290114402770996,3.358020782470703,-1.8291608095169067,3.357182025909424,-1.8295409679412842
depablo_low_temp,calibration,20,151,-0.43250460298528204,3.3290271759033203,-1.817476749420166,3.3288769721984863,-1.817613959312439,3.328280448913574,-1.8177127838134766
depablo_low_temp,calibration,21,79,0.16588096190370036,3.3674190044403076,-1.8366568088531494,3.3672847747802734,-1.8368600606918335,3.3667564392089844,-1.837559700012207
depablo_low_temp,calibration,22,160,0.13098382595067665,3.357534170150757,-1.828853964805603,3.3574106693267822,-1.8290711641311646,3.3569118976593018,-1.829831600189209
depablo_low_temp,calibration,23,12,0.20621044042079262,3.360924482345581,-1.828967571258545,3.3606526851654053,-1.829040288925171,3.3595945835113525,-1.8292821645736694
depablo_low_temp,calibration,24,157,0.3456222726247795,3.3709335327148438,-1.8359099626541138,3.3707926273345947,-1.836087703704834,3.3702826499938965,-1.8367645740509033
depablo_low_temp,calibration,25,171,0.13090063946846645,3.3557562828063965,-1.8275595903396606,3.3556833267211914,-1.8278348445892334,3.3553407192230225,-1.82876455783844
depablo_low_temp,calibration,26,153,-0.02841312250886952,3.354588508605957,-1.8249032497406006,3.354313850402832,-1.8249797821044922,3.353273630142212,-1.8251334428787231
depablo_low_temp,calibration,27,59,-0.24449245701211883,3.3455774784088135,-1.8241010904312134,3.3455986976623535,-1.8244026899337769,3.3455305099487305,-1.8251566886901855
depablo_low_temp,calibration,28,102,-0.3849155395146667,3.3268234729766846,-1.8133379220962524,3.3266384601593018,-1.813444972038269,3.325977325439453,-1.8135989904403687
depablo_low_temp,calibration,29,69,0.3421232945503728,3.371304750442505,-1.8339930772781372,3.3711352348327637,-1.8341645002365112,3.3704710006713867,-1.8348290920257568
depablo_mixed_temp,calibration,1,229,-0.2598863321319656,3.330296516418457,-1.8191778659820557,3.351498603820801,-1.8248261213302612,3.364842176437378,-1.8362128734588623
depablo_mixed_temp,calibration,2,145,-0.6224878167104015,3.3045032024383545,-1.8025705814361572,3.3153698444366455,-1.796278715133667,3.314063787460327,-1.798328161239624
depablo_mixed_temp,calibration,3,265,-0.8210172915377447,3.3129656314849854,-1.808142900466919,3.3650825023651123,-1.801924228668213,3.3415966033935547,-1.7977442741394043
depablo_mixed_temp,calibration,4,234,0.2543584606623625,3.3542299270629883,-1.8256642818450928,3.378146171569824,-1.8332772254943848,3.372943878173828,-1.82907235622406
depablo_mixed_temp,calibration,5,231,-0.333676506988695,3.3245675563812256,-1.8161349296569824,3.3443169593811035,-1.811339259147644,3.351884365081787,-1.8143033981323242
depablo_mixed_temp,calibration,6,290,0.05570942435230156,3.3689308166503906,-1.8351638317108154,3.4213876724243164,-1.8410086631774902,3.409411907196045,-1.8435169458389282
depablo_mixed_temp,calibration,7,133,0.2650048017088054,3.372485876083374,-1.8359291553497314,3.3791282176971436,-1.836860179901123,3.3770558834075928,-1.8367563486099243
depablo_mixed_temp,calibration,8,198,-0.08896035999214302,3.3071670532226562,-1.8030906915664673,3.323826551437378,-1.80917489528656,3.324085235595703,-1.8117159605026245
depablo_mixed_temp,calibration,9,13,0.3587197549224782,3.3704540729522705,-1.8360098600387573,3.3701300621032715,-1.8362843990325928,3.3704209327697754,-1.837385892868042
depablo_mixed_temp,calibration,10,21,-0.122155591678499,3.3439829349517822,-1.8195689916610718,3.3441309928894043,-1.8196463584899902,3.343400716781616,-1.8197944164276123
depablo_mixed_temp,calibration,11,107,-0.6031623761001267,3.3048174381256104,-1.8033517599105835,3.3116793632507324,-1.8035327196121216,3.307565689086914,-1.8020392656326294
depablo_mixed_temp,calibration,12,14,-0.026450600229392638,3.353461980819702,-1.8279666900634766,3.3534460067749023,-1.8284695148468018,3.352426052093506,-1.8284403085708618
depablo_mixed_temp,calibration,13,77,0.17076206702616867,3.3624818325042725,-1.8305301666259766,3.3652305603027344,-1.8318818807601929,3.364081621170044,-1.831682801246643
depablo_mixed_temp,calibration,14,130,0.22021860740893506,3.3589766025543213,-1.828141689300537,3.369904041290283,-1.8318034410476685,3.3684332370758057,-1.8297094106674194
depablo_mixed_temp,calibration,15,50,0.36259260088180656,3.3643131256103516,-1.8318438529968262,3.3658859729766846,-1.8311123847961426,3.36470103263855,-1.8320648670196533
depablo_mixed_temp,calibration,16,232,0.16853957039658546,3.356746196746826,-1.8274962902069092,3.3772425651550293,-1.8315387964248657,3.371277093887329,-1.834599256515503
depablo_mixed_temp,calibration,17,85,-0.5067330332554019,3.29354190826416,-1.7959330081939697,3.295759916305542,-1.7957662343978882,3.293257236480713,-1.7954707145690918
depablo_mixed_temp,calibration,18,283,-0.9331785773503565,3.2793405055999756,-1.7907743453979492,3.323147773742676,-1.8102197647094727,3.3085696697235107,-1.8045903444290161
depablo_mixed_temp,calibration,19,55,0.23430945733151606,3.3711793422698975,-1.8364181518554688,3.371964931488037,-1.8369637727737427,3.371870994567871,-1.8373000621795654
depablo_mixed_temp,calibration,20,235,-0.6151185397036968,3.3120574951171875,-1.8065273761749268,3.328547477722168,-1.794837474822998,3.3334436416625977,-1.8016469478607178
depablo_mixed_temp,calibration,21,54,-0.3576020510457859,3.3186862468719482,-1.8115781545639038,3.318336009979248,-1.8098652362823486,3.3168745040893555,-1.8119271993637085
depablo_mixed_temp,calibration,22,251,0.3156023220656241,3.37235689163208,-1.834230899810791,3.4032697677612305,-1.8384431600570679,3.397383451461792,-1.8402730226516724
depablo_mixed_temp,calibration,23,277,0.24526698124261048,3.3667705059051514,-1.831641674041748,3.3866283893585205,-1.8296711444854736,3.3881638050079346,-1.8347893953323364
depablo_mixed_temp,calibration,24,3,-0.5306975481373464,3.2910828590393066,-1.7956852912902832,3.290102481842041,-1.7953969240188599,3.2895731925964355,-1.7957379817962646
depablo_mixed_temp,calibration,25,151,-0.5617702163313278,3.3291027545928955,-1.8175263404846191,3.342073917388916,-1.821141004562378,3.3452603816986084,-1.8177263736724854
depablo_mixed_temp,calibration,26,160,0.07192234309910783,3.357501983642578,-1.8288542032241821,3.3663697242736816,-1.8304632902145386,3.3682870864868164,-1.831207275390625
depablo_mixed_temp,calibration,27,0,-0.4558721303293883,3.320251941680908,-1.8073512315750122,3.319382667541504,-1.8074177503585815,3.3191487789154053,-1.8076493740081787
depablo_mixed_temp,calibration,28,157,0.2816505561721126,3.370842456817627,-1.8358745574951172,3.3803629875183105,-1.8390285968780518,3.3762083053588867,-1.8387413024902344
depablo_mixed_temp,calibration,29,171,0.12269577325680238,3.355534315109253,-1.8274677991867065,3.371642589569092,-1.832320213317871,3.3622708320617676,-1.830815315246582
lj_noisy,calibration,1,199,0.39382355163490057,0.7393731474876404,-0.6305606961250305,0.7398284673690796,-0.6312971711158752,0.7412809133529663,-0.6336885094642639
lj_noisy,calibration,2,42,0.4524944084812542,0.7693731784820557,-0.6438993811607361,0.7696729898452759,-0.6444849371910095,0.7707548141479492,-0.6465136408805847
lj_noisy,calibration,3,102,0.4638232928316503,0.7373422384262085,-0.6297546029090881,0.7378503084182739,-0.6305146217346191,0.7396178245544434,-0.6331688761711121
lj_noisy,calibration,4,99,0.47423245897737093,0.7694447040557861,-0.6449840068817139,0.7697952389717102,-0.6455841064453125,0.7710089683532715,-0.6477830410003662
lj_noisy,calibration,5,174,0.2640905159988469,0.7511947154998779,-0.6372619271278381,0.7515584230422974,-0.6378295421600342,0.752734899520874,-0.6398230195045471
lj_noisy,calibration,6,96,0.3953868800303901,0.7501595616340637,-0.6369590759277344,0.7506641149520874,-0.6377341151237488,0.7523847222328186,-0.640343964099884
lj_noisy,calibration,7,70,0.43841137654993123,0.7622331976890564,-0.6398343443870544,0.76252281665802,-0.6403595209121704,0.7636706233024597,-0.6423686742782593
lj_noisy,calibration,8,93,0.3458446346494291,0.7267422676086426,-0.6236767768859863,0.7271468639373779,-0.6243289113044739,0.7286363244056702,-0.6267839670181274
lj_noisy,calibration,9,104,0.7697956319953732,0.747681200504303,-0.6333398818969727,0.7479362487792969,-0.6338472366333008,0.7488574981689453,-0.6356698870658875
lj_noisy,calibration,10,103,0.40072825372863113,0.7329978942871094,-0.6270983219146729,0.7333523035049438,-0.6277313232421875,0.7346600294113159,-0.6300276517868042
lj_noisy,calibration,11,73,0.3066940496578263,0.71822190284729,-0.6187219023704529,0.7186250686645508,-0.6193978190422058,0.7200408577919006,-0.6217980980873108
lj_noisy,calibration,12,36,0.35827926783046843,0.7350455522537231,-0.6301063299179077,0.735302746295929,-0.6306192874908447,0.7361986637115479,-0.6325095891952515
lj_noisy,calibration,13,160,0.38262502592480324,0.7343348264694214,-0.6238657832145691,0.7348149418830872,-0.624596357345581,0.7363902926445007,-0.627081573009491
lj_noisy,calibration,14,25,0.4054765821691828,0.7391501069068909,-0.6295075416564941,0.7394514083862305,-0.6300963163375854,0.7404352426528931,-0.6320496797561646
lj_noisy,calibration,15,114,0.43644943605765246,0.7374184727668762,-0.6311822533607483,0.7379385232925415,-0.631949245929718,0.7397586703300476,-0.6345964074134827
lj_noisy,calibration,16,52,0.37828228825484483,0.7414270043373108,-0.630156934261322,0.7416870594024658,-0.630706787109375,0.7426134347915649,-0.6326867938041687
lj_noisy,calibration,17,198,0.4244426766853879,0.7403326034545898,-0.6311588287353516,0.7407271265983582,-0.6318073868751526,0.7419251203536987,-0.6337814331054688
lj_noisy,calibration,18,180,0.3411981384482044,0.7469125390052795,-0.6341100931167603,0.7472395896911621,-0.6347066760063171,0.7484453916549683,-0.6369715929031372
lj_noisy,calibration,19,54,0.4295977767467223,0.7538022398948669,-0.6403409838676453,0.754091203212738,-0.6408782601356506,0.7551290988922119,-0.642852246761322
lj_noisy,calibration,20,32,0.4236329747165511,0.759655773639679,-0.6404167413711548,0.7601862549781799,-0.6411975622177124,0.7619082927703857,-0.6437934041023254
lj_noisy,calibration,21,184,0.23497010477043756,0.73577880859375,-0.6295313239097595,0.7361149787902832,-0.6301325559616089,0.7373052835464478,-0.632315456867218
