split,source,sim_idx,frame,z0,z1,z2,z3,z4,z5,z6,z7
train,reid,0,0,-0.6293410062789917,0.39261555671691895,-0.07094226777553558,-0.5663737654685974,0.4491578936576843,0.7503556609153748,-1.5120015144348145,1.1184179782867432
train,reid,0,10,-0.3896850347518921,0.46718770265579224,-0.7892539501190186,-0.5479234457015991,-0.04394837096333504,0.6521565318107605,-1.8410857915878296,1.6588209867477417
train,reid,0,20,-0.2069871425628662,0.5935632586479187,-1.5206135511398315,-0.5944525599479675,-0.528954029083252,0.6194575428962708,-2.3327348232269287,2.2991139888763428
train,reid,0,30,-0.05372784659266472,0.7364296317100525,-2.228323459625244,-0.6642751097679138,-0.9914308786392212,0.614463746547699,-2.8708271980285645,2.9552390575408936
train,reid,0,40,0.07696601003408432,0.8906809687614441,-2.913706064224243,-0.7504422664642334,-1.4341739416122437,0.6300621628761292,-3.439572334289551,3.619105577468872
train,reid,0,50,0.19105257093906403,1.052898645401001,-3.580650806427002,-0.8478578925132751,-1.8611154556274414,0.6606784462928772,-4.02885627746582,4.2869343757629395
train,reid,0,60,0.29434752464294434,1.219783902168274,-4.233170032501221,-0.9516385793685913,-2.2761993408203125,0.7008506059646606,-4.629001617431641,4.955112457275391
train,reid,0,70,0.3921586871147156,1.3886668682098389,-4.875893592834473,-1.0576531887054443,-2.6836013793945312,0.7457635402679443,-5.232390403747559,5.621417999267578
train,reid,0,80,0.4886387586593628,1.557631015777588,-5.51298713684082,-1.1628637313842773,-3.0869345664978027,0.7917407751083374,-5.833719253540039,6.284710884094238
train,reid,0,90,0.5869700312614441,1.7253758907318115,-6.148192405700684,-1.2651386260986328,-3.4893083572387695,0.8360763192176819,-6.429595947265625,6.944764614105225
train,reid,0,100,0.6899320483207703,1.8907387256622314,-6.7848310470581055,-1.3626223802566528,-3.8934595584869385,0.8763239979743958,-7.016968727111816,7.601224422454834
