epoch,train_objective,val_objective,train_mse_norm,train_source_reid_reconstruction,train_source_lj_noisy_reconstruction,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.44167599095226817,0.39010737856176303,0.44167599095226817,0.3288080624600816,0.4895661926396575,0.456484228504911,0.4249528278682167,0.4895661926396575,0.39010737856176303,0.28795547524784154,0.5172171764075756,0.35862509357301814,0.3879325817428118,0.5172171764075756,2D AE mixed-T exclusion,2,normalized_delta,192
2,0.33772460361992274,0.35186462632235116,0.33772460361992274,0.24104224386927714,0.3857106980379691,0.34708203733973136,0.32461165974899253,0.3857106980379691,0.35186462632235116,0.275437142189711,0.4209686813483897,0.3537351536319444,0.3500469923900151,0.4209686813483897,2D AE mixed-T exclusion,2,normalized_delta,192
3,0.31641551124372025,0.3469867061440509,0.31641551124372025,0.22939136283237282,0.3690309659255334,0.3140926313971965,0.3041716533850342,0.3690309659255334,0.3469867061440509,0.2881375278266979,0.40064274271656025,0.3464728872340761,0.3450843859257781,0.40064274271656025,2D AE mixed-T exclusion,2,normalized_delta,192
4,0.2423545635482346,0.23823534451501036,0.2423545635482346,0.16436244575488737,0.3474285931030345,0.16253181841707462,0.22477428575833217,0.3474285931030345,0.23823534451501036,0.20056899570850062,0.17258662599580069,0.3374286813661456,0.23686143435681561,0.3374286813661456,2D AE mixed-T exclusion,2,normalized_delta,192
5,0.21541808427809397,0.22717020275477479,0.21541808427809397,0.14173983868548967,0.3365369977472519,0.10883941478220015,0.19570541707164724,0.3365369977472519,0.22717020275477479,0.19982579052002428,0.14534339264868515,0.3326692510249191,0.22594614473120953,0.3326692510249191,2D AE mixed-T exclusion,2,normalized_delta,192
6,0.21220721483071786,0.22813416524800134,0.21220721483071786,0.13883311301800647,0.333364621942886,0.10476881592016714,0.1923221836270199,0.333364621942886,0.22813416524800134,0.20518255769522822,0.13519262618042135,0.3398542425399156,0.22674314213852173,0.3398542425399156,2D AE mixed-T exclusion,2,normalized_delta,192
7,0.20879562379094255,0.2236094532546039,0.20879562379094255,0.13726779348738027,0.3287369303577323,0.1025647302993555,0.18952315138148937,0.3287369303577323,0.2236094532546039,0.2007700255997677,0.1318061515982998,0.33454793263962,0.22237470327922917,0.33454793263962,2D AE mixed-T exclusion,2,normalized_delta,192
8,0.2058617666787195,0.22485283184598417,0.2058617666787195,0.13615466325112072,0.3243232394699305,0.10084778895902698,0.1871085638933594,0.3243232394699305,0.22485283184598417,0.20701015617034615,0.12548824024974908,0.33824717806358084,0.22358185816122536,0.33824717806358084,2D AE mixed-T exclusion,2,normalized_delta,192
9,0.20302217449748072,0.22704980806084285,0.20302217449748072,0.13464088133183932,0.31990923778837144,0.09937983951953175,0.18464331954658084,0.31990923778837144,0.22704980806084285,0.2121026922894166,0.12470889691459505,0.34091300754562803,0.22590819891654657,0.34091300754562803,2D AE mixed-T exclusion,2,normalized_delta,192
10,0.20129561313092179,0.2239974631237672,0.20129561313092179,0.13357451016192537,0.31729724240980606,0.0987682934423667,0.18321334867136604,0.31729724240980606,0.2239974631237672,0.20558254717244825,0.1233948635157982,0.3392088020612535,0.22272873758316666,0.3392088020612535,2D AE mixed-T exclusion,2,normalized_delta,192
11,0.19944214271662714,0.22890826912781764,0.19944214271662714,0.1314935344048043,0.3142015586605504,0.09791607435190551,0.1812037224724201,0.3142015586605504,0.22890826912781764,0.21161888418917327,0.1263277987998567,0.34563160826157974,0.22785943041686987,0.34563160826157974,2D AE mixed-T exclusion,2,normalized_delta,192
12,0.19743069601418917,0.22832700434134257,0.19743069601418917,0.12995104821478257,0.3112333758103911,0.0972359715754143,0.179473465200196,0.3112333758103911,0.22832700434134257,0.21369419242948928,0.12496680615371779,0.34326536229223403,0.22730878695848036,0.34326536229223403,2D AE mixed-T exclusion,2,normalized_delta,192
13,0.19549413501792862,0.230728808811912,0.19549413501792862,0.12845394799988682,0.30789162483244975,0.0966921523494603,0.17767924172726565,0.30789162483244975,0.230728808811912,0.21832570640439602,0.12757440654707974,0.34284648964132525,0.22958220086426703,0.34284648964132525,2D AE mixed-T exclusion,2,normalized_delta,192
14,0.19401189671634145,0.23437938719066453,0.19401189671634145,0.12681134111458042,0.3061775679486683,0.09567502305427729,0.17622131070584202,0.3061775679486683,0.23437938719066453,0.23051155148262276,0.1217878364002038,0.34793525360720723,0.23341154716334458,0.34793525360720723,2D AE mixed-T exclusion,2,normalized_delta,192
15,0.1933228091252422,0.23413567297517301,0.1933228091252422,0.1264182494152635,0.30490473968838716,0.09563256373222037,0.17565185094529034,0.30490473968838716,0.23413567297517301,0.22730499718021205,0.12281947594234034,0.34919934496283533,0.23310793936179594,0.34919934496283533,2D AE mixed-T exclusion,2,normalized_delta,192
