epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.976527239965356,0.7638215700785319,0.976527239965356,0.10144363044072753,0.0,0.7638215700785319,0.08059001937508584,0.0,,,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,0.9844772919364597,0.763629694779714,0.9844772919364597,0.10225010112575862,0.0,0.763629694779714,0.08056852916876475,0.0,0.09061311099867841,0.36386777870621,80.0,-2.8254905953413534,-10.832735510845694,-2.8254905953413534,-10.832735510845694,0.03339890473812701,-0.32221687302731494,-0.1804089022305313,-10.832735510845694,0.03339890473812701,-0.32221687302731494,-0.1804089022305313,-10.832735510845694,0.09061311099867841,1,1,2,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.0003697716671487,0.7631996393203735,1.0003697716671487,0.10406648966929187,0.0,0.7631996393203735,0.08052054817477862,0.0,,,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.0203335803488027,0.7624103228251139,1.0203335803488027,0.10591793092696564,0.0,0.7624103228251139,0.08043197840452194,0.0,0.1916741660488318,0.5371691458796289,80.0,-0.2890548223455171,-0.6246985108500056,-0.2890548223455171,-0.6246985108500056,0.02477718263859252,-0.33450184343639,-0.22179611773426533,-0.6246985108500056,0.02477718263859252,-0.33450184343639,-0.22179611773426533,-0.6246985108500056,0.1916741660488318,1,1,4,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,0.9927095615345499,0.7613516966501872,0.9927095615345499,0.10313151857775191,0.0,0.7613516966501872,0.08031419391433398,0.0,,,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,0.9825325815573983,0.7602381587028504,0.9825325815573983,0.10200514061295468,0.0,0.7602381587028504,0.08019048298398654,0.0,0.33800775311336717,0.6018140811600227,80.0,-0.05667823667297717,-0.2718706632232626,-0.05667823667297717,-0.2718706632232626,0.11615968389455644,-0.05193188662784465,-0.019070080735357875,-0.2718706632232626,0.11615968389455644,-0.05193188662784465,-0.019070080735357875,-0.2718706632232626,0.33800775311336717,1,1,6,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.9851813394090404,0.7586960315704345,0.9851813394090404,0.1022514587511187,0.0,0.7586960315704345,0.08001941094795863,0.0,,,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.9721264942832615,0.756943428516388,0.9721264942832615,0.1009910686508469,0.0,0.756943428516388,0.07982330496112505,0.0,0.419489665769317,0.6492824232113403,80.0,-0.00460646071279025,-0.4057344006863872,-0.00460646071279025,-0.4057344006863872,0.17833682085219704,0.1227298605534205,0.08624187642960868,-0.4057344006863872,0.17833682085219704,0.1227298605534205,0.08624187642960868,-0.4057344006863872,0.419489665769317,1,1,8,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.9877098073130068,0.755662985642751,0.9877098073130068,0.10261328583178313,0.0,0.755662985642751,0.07967982863386472,0.0,,,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.9905853193739186,0.7543417493502299,0.9905853193739186,0.10295336466768513,0.0,0.7543417493502299,0.07953369195262591,0.0,0.472457171312735,0.6885216820980287,80.0,0.09945633287659841,-0.24797001859373569,0.09945633287659841,-0.24797001859373569,0.28396471490532293,0.19718560476263625,0.16464503043217016,-0.24797001859373569,0.28396471490532293,0.19718560476263625,0.16464503043217016,-0.24797001859373569,0.472457171312735,1,1,10,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
11,0.983339338198952,0.7527428428332011,0.983339338198952,0.10194031375905742,0.0,0.7527428428332011,0.07935809368888537,0.0,,,,,,,,,,,,,,,,,1,1,11,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
12,0.9769578783408456,0.7518570582071941,0.9769578783408456,0.10144752555567285,0.0,0.7518570582071941,0.07926084101200104,0.0,0.4634937886832511,0.705421363072952,80.0,0.06103027197331937,-0.42341259914504326,0.06103027197331937,-0.42341259914504326,0.353418958209871,0.2120397736999381,0.10207495512851161,-0.42341259914504326,0.353418958209871,0.2120397736999381,0.10207495512851161,-0.42341259914504326,0.4634937886832511,1,1,12,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
