split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
mixed_transfer,depablo_mixed_temp,0,True,20,20,20,2.49153368088173e-06,0.0,,3.1897046504525408e-06
mixed_transfer,depablo_mixed_temp,5,True,20,20,20,1.5599436972024704e-05,1.3693910162970723e-05,-2.3467675335346447,1.639181854358185e-05
mixed_transfer,depablo_mixed_temp,10,True,20,20,20,1.6930088321487347e-05,1.584389799802466e-05,-0.7838432525842658,1.9006364301787925e-05
mixed_transfer,depablo_mixed_temp,25,True,20,20,20,1.683468074418215e-05,1.7265989811221516e-05,0.16721828617437998,1.851641414987171e-05
mixed_transfer,depablo_mixed_temp,50,True,20,20,20,1.8855798450090334e-05,2.7122223900732934e-05,0.4859311884435078,2.3126586228272572e-05
mixed_transfer,depablo_mixed_temp,75,True,20,20,20,1.9307496128817547e-05,4.14705596085696e-05,0.6375611007691419,2.618123913293857e-05
mixed_transfer,depablo_mixed_temp,100,True,20,20,20,3.124385080468528e-05,6.20002983851009e-05,0.6305419369108212,3.5484030308907674e-05
mixed_transfer,depablo_mixed_temp,125,True,20,20,20,2.7089374310662605e-05,8.789343846729025e-05,0.7498911762170911,3.950469373421583e-05
mixed_transfer,depablo_mixed_temp,149,True,20,20,20,2.6816777631211152e-05,0.00011536433339642826,0.7891808044741554,4.6023455320209904e-05
mixed_transfer,depablo_mixed_temp,175,True,20,20,20,3.123303598613347e-05,0.0001539643588330364,0.8105698201752375,5.324567448496964e-05
mixed_transfer,depablo_mixed_temp,199,True,20,20,20,3.625902611474885e-05,0.00019460193216218612,0.8277251102333691,6.463461045314034e-05
train,depablo_low_temp,0,False,5,5,5,4.63898281850561e-06,0.0,,6.121777727230438e-06
train,depablo_low_temp,5,False,5,5,5,4.049871961342433e-06,1.0330704327543572e-07,-38.30035772196326,5.563538145736402e-06
train,depablo_low_temp,10,False,5,5,5,3.502431354718283e-06,4.2783193521245266e-07,-7.144500678113114,5.083729169541584e-06
train,depablo_low_temp,25,False,5,5,5,2.3662087528464327e-06,2.7642588065646125e-06,0.15505755902205107,4.443070201887167e-06
train,depablo_low_temp,50,False,5,5,5,1.7144593243756389e-06,1.1252334661548958e-05,0.8512930082039908,5.633374712488148e-06
train,depablo_low_temp,75,False,5,5,5,2.0105746784793153e-06,2.554690981924068e-05,0.9240477607462377,9.015946852741763e-06
train,depablo_low_temp,100,False,5,5,5,2.9015222139605613e-06,4.572098987409845e-05,0.9389679431349858,1.4076477327762404e-05
train,depablo_low_temp,125,False,5,5,5,4.302213301343727e-06,7.185182621469722e-05,0.9422725365283153,2.0503008272498846e-05
train,depablo_low_temp,149,False,5,5,5,6.235558566913824e-06,0.00010261770803481341,0.9411541229120536,2.790979851852171e-05
train,depablo_low_temp,175,False,5,5,5,9.243794193025678e-06,0.0001423011941369623,0.9368183513471922,3.746157744899392e-05
train,depablo_low_temp,199,False,5,5,5,1.316239331572433e-05,0.00018488138739485293,0.9305599709637136,4.786632089235354e-05
train,lj_noisy,0,False,5,5,5,1.0496393656467262e-06,0.0,,1.2212879198614246e-06
train,lj_noisy,5,False,5,5,5,7.925844727196818e-07,9.486441570061288e-08,-7.455335743390225,9.737022651279403e-07
train,lj_noisy,10,False,5,5,5,5.985245707051945e-07,3.9631250956517763e-07,-0.5312449355679375,7.932846685321237e-07
train,lj_noisy,25,False,5,5,5,5.089557191695348e-07,2.6223908207612114e-06,0.8037511413619889,7.791647590238427e-07
train,lj_noisy,50,False,5,5,5,1.7062034658010817e-06,1.09006710772519e-05,0.8420685240124508,2.194114813391934e-06
train,lj_noisy,75,False,5,5,5,4.321026653997251e-06,2.5082033971557394e-05,0.8257259346111958,5.131030457050656e-06
train,lj_noisy,100,False,5,5,5,8.359316689166008e-06,4.512062150752172e-05,0.8126237119775626,9.525982295599534e-06
train,lj_noisy,125,False,5,5,5,1.3487209253071342e-05,7.115652042557485e-05,0.808544347350499,1.487632944190409e-05
train,lj_noisy,149,False,5,5,5,1.9321061336086133e-05,0.00010185747232753784,0.8092971638176436,2.059827675111592e-05
train,lj_noisy,175,False,5,5,5,2.7346271235728636e-05,0.00014140228158794345,0.8068473588814479,2.8215845122758765e-05
train,lj_noisy,199,False,5,5,5,3.6813755286857486e-05,0.00018346654542256147,0.8005281905163597,3.7248150692903434e-05
train,reid,0,False,5,5,5,9.178520599562034e-07,0.0,,1.0915527923316404e-06
train,reid,5,False,5,5,5,6.748270209300244e-07,1.0300576320787514e-07,-5.710748378350981,8.563941577222067e-07
train,reid,10,False,5,5,5,5.143442791677444e-07,4.223456016916316e-07,-0.24743664411775898,7.184759056144685e-07
train,reid,25,False,5,5,5,4.2867560097192835e-07,2.7308132757752903e-06,0.8413784562376805,8.17564530564141e-07
train,reid,50,False,5,5,5,1.1618792854051208e-06,1.1211941819055938e-05,0.8981120469460067,2.3515669226981116e-06
train,reid,75,False,5,5,5,2.564987698860932e-06,2.5625861235312185e-05,0.9028117569068315,5.263178400127799e-06
train,reid,100,False,5,5,5,4.60236956882909e-06,4.607020091498271e-05,0.904027511041912,9.53564456267486e-06
train,reid,125,False,5,5,5,7.35101192503862e-06,7.261199498316273e-05,0.9035416112624185,1.5358322434622097e-05
train,reid,149,False,5,5,5,1.0799160895658133e-05,0.00010387085058027878,0.901491485701909,2.273566410622152e-05
train,reid,175,False,5,5,5,1.577252528477402e-05,0.0001441765867639333,0.8968243530203421,3.330584409013682e-05
train,reid,199,False,5,5,5,2.1867195710001396e-05,0.00018736525962594896,0.8902872084492637,4.600095589921693e-05
validation,depablo_low_temp,0,False,20,20,20,3.0947566528993773e-06,0.0,,4.181288370119773e-06
validation,depablo_low_temp,5,False,20,20,20,2.619851302654297e-06,1.0374946519675632e-07,-24.148123277288576,3.762361730608177e-06
validation,depablo_low_temp,10,False,20,20,20,2.1926523636750517e-06,4.3081104337261424e-07,-4.062757961112167,3.4406239294071383e-06
validation,depablo_low_temp,25,False,20,20,20,1.4155233365897856e-06,2.7970711698799277e-06,0.49192449463141097,3.339646704603183e-06
validation,depablo_low_temp,50,False,20,20,20,1.2702500235661774e-06,1.1410252727728221e-05,0.8895576554201426,5.63109188647104e-06
validation,depablo_low_temp,75,False,20,20,20,1.848402058612919e-06,2.5913254285114816e-05,0.9312530753175858,1.0318652471141831e-05
validation,depablo_low_temp,100,False,20,20,20,2.8821695565284243e-06,4.636267858586507e-05,0.9411683298397111,1.69675033475869e-05
validation,depablo_low_temp,125,False,20,20,20,4.408306040204479e-06,7.281413381861057e-05,0.9432789076810554,2.545870095218561e-05
validation,depablo_low_temp,149,False,20,20,20,6.3976653109421026e-06,0.00010390844217909035,0.9427377532276268,3.545835702425393e-05
validation,depablo_low_temp,175,False,20,20,20,9.368129946096815e-06,0.00014395233920367901,0.9400082341291937,4.873740431321494e-05
validation,depablo_low_temp,199,False,20,20,20,1.336738538384452e-05,0.00018684058959479445,0.9346601051339387,6.377234385581687e-05
validation,lj_noisy,0,False,20,20,20,9.56567627952154e-07,0.0,,1.1918993997994676e-06
validation,lj_noisy,5,False,20,20,20,7.12978005168452e-07,9.562797735895856e-08,-6.453117282473974,9.652495680967376e-07
validation,lj_noisy,10,False,20,20,20,5.288633584399349e-07,4.023101709549337e-07,-0.30559760700871896,8.018275801546792e-07
validation,lj_noisy,25,False,20,20,20,4.556497472663068e-07,2.700515562992223e-06,0.8331318611572369,8.287744932999885e-07
validation,lj_noisy,50,False,20,20,20,1.6377846122850316e-06,1.1352922138030408e-05,0.8575900040772136,2.376544745175124e-06
