epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.43507270194709197,0.3761861003829655,0.43507270194709197,0.4374235380923981,0.4892916151754174,0.33189936905940515,0.41953817410907357,0.4892916151754174,0.3761861003829655,0.2983966941370609,0.46459937038782395,0.35876615247444105,0.37392073899977524,0.46459937038782395,2D AE mixed-T exclusion,8,normalized_delta,192
2,0.31141849300207086,0.2638553674712592,0.31141849300207086,0.27471105788121425,0.3753794689479137,0.25432920200191106,0.30147324294367966,0.3753794689479137,0.2638553674712592,0.27378484303072254,0.1707200986063598,0.34456489724352174,0.26302327962686806,0.34456489724352174,2D AE mixed-T exclusion,8,normalized_delta,192
3,0.22295981272393392,0.22611059786022,0.22295981272393392,0.11217939980381018,0.34398744144141147,0.15728221744874601,0.2044830195646559,0.34398744144141147,0.22611059786022,0.207634867040163,0.13569726196950987,0.3311823500761468,0.22483815969527324,0.3311823500761468,2D AE mixed-T exclusion,8,normalized_delta,192
4,0.2141317050791549,0.22616928431588548,0.2141317050791549,0.10374716114828472,0.3352213969344991,0.1447307091838222,0.194566422422202,0.3352213969344991,0.22616928431588548,0.20386742519095857,0.13858386554485677,0.3320473272623004,0.2248328726660386,0.3320473272623004,2D AE mixed-T exclusion,8,normalized_delta,192
5,0.2119584394814066,0.21920300741821977,0.2119584394814066,0.10245384236212099,0.33205577867439756,0.14179985446534507,0.1921031585006212,0.33205577867439756,0.21920300741821977,0.19836174152008793,0.1246546976145749,0.3301908519266075,0.2177357636870901,0.3301908519266075,2D AE mixed-T exclusion,8,normalized_delta,192
6,0.208916882612142,0.2181618744428996,0.208916882612142,0.1000126602961872,0.3288377447460727,0.138241342738681,0.189030582593647,0.3288377447460727,0.2181618744428996,0.19751421047840267,0.12282966375596037,0.33038220225808845,0.2169086921641505,0.33038220225808845,2D AE mixed-T exclusion,8,normalized_delta,192
7,0.20668197449687106,0.21792626359288628,0.20668197449687106,0.09872584585530508,0.32553145989484517,0.13655327925653749,0.18693686166889592,0.32553145989484517,0.21792626359288628,0.2004979387510251,0.12086341889379056,0.328510657065597,0.2166240049034709,0.328510657065597,2D AE mixed-T exclusion,8,normalized_delta,192
8,0.2036585415156019,0.22031267982055533,0.2036585415156019,0.09649559473999335,0.3207143763771701,0.1344110699962712,0.1838736803711449,0.3207143763771701,0.22031267982055533,0.20129872031975538,0.12390399548764292,0.3322116043271595,0.21913810671151926,0.3322116043271595,2D AE mixed-T exclusion,8,normalized_delta,192
9,0.2002177071057882,0.2194889010333106,0.2002177071057882,0.09417425426546994,0.3163833154322411,0.1313778127942294,0.18064512749731346,0.3163833154322411,0.2194889010333106,0.20088203172843427,0.12109000611756193,0.3328564049430976,0.2182761475963646,0.3328564049430976,2D AE mixed-T exclusion,8,normalized_delta,192
10,0.19676655718848293,0.21919988325701248,0.19676655718848293,0.09263780130136288,0.31182316085902667,0.12710930920680769,0.17719009045573242,0.31182316085902667,0.21919988325701248,0.19184572509727738,0.12371518960786297,0.3382758059955545,0.21794557356689828,0.3382758059955545,2D AE mixed-T exclusion,8,normalized_delta,192
11,0.1937218083343328,0.22275509202195634,0.1937218083343328,0.09141712712014811,0.3075032438123417,0.12377662446554982,0.17423233179934652,0.3075032438123417,0.22275509202195634,0.19687804370434916,0.13124235747382046,0.336114386692153,0.2214115959567742,0.336114386692153,2D AE mixed-T exclusion,8,normalized_delta,192
12,0.19036057192441838,0.2246150820869424,0.19036057192441838,0.08979736582986468,0.302977045756462,0.11887415943809555,0.17054952367480744,0.302977045756462,0.2246150820869424,0.20375600826748191,0.12762326880260125,0.33833564190488113,0.2232383063249881,0.33833564190488113,2D AE mixed-T exclusion,8,normalized_delta,192
13,0.18692347568792306,0.22761613911790576,0.18692347568792306,0.08839963707530318,0.29842505884583426,0.11475109352463886,0.16719192981525877,0.29842505884583426,0.22761613911790576,0.20472972901374537,0.12877710176337706,0.3464532787911594,0.22665336985609394,0.3464532787911594,2D AE mixed-T exclusion,8,normalized_delta,192
14,0.1833268480497821,0.23246845435879543,0.1833268480497821,0.0865979822795858,0.29387318276755553,0.11117122660525024,0.16388079721746385,0.29387318276755553,0.23246845435879543,0.21509019801383245,0.13294742143296293,0.34565003169455416,0.2312292170471165,0.34565003169455416,2D AE mixed-T exclusion,8,normalized_delta,192
15,0.17965118025907614,0.23630966918612334,0.17965118025907614,0.08462066040911959,0.28882495967628263,0.10720360054771812,0.16021640687770677,0.28882495967628263,0.23630966918612334,0.21512224559642454,0.1379773320336091,0.3525567024063907,0.23521876001214145,0.3525567024063907,2D AE mixed-T exclusion,8,normalized_delta,192
