split,source,frame,transfer_only,networks,valid,total,coordinate_mse,zero_displacement_mse,explained_displacement_score,shuffled_same_source_coordinate_mse
mixed_transfer,depablo_mixed_temp,0,True,20,20,20,6.707824248053385e-07,0.0,,7.75583688117365e-07
mixed_transfer,depablo_mixed_temp,5,True,20,20,20,3.28123281661874e-05,1.3693910162970723e-05,-1.0085235140521067,3.285061982296611e-05
mixed_transfer,depablo_mixed_temp,10,True,20,20,20,4.2820268538434904e-05,1.584389799802466e-05,-0.7129021014723396,4.533445421373017e-05
mixed_transfer,depablo_mixed_temp,25,True,20,20,20,3.5681404817466955e-05,1.7265989811221516e-05,-0.16422727785445776,3.337780576941896e-05
mixed_transfer,depablo_mixed_temp,50,True,20,20,20,3.9068736433023334e-05,2.7122223900732934e-05,0.11775520565403622,4.2656764500748066e-05
mixed_transfer,depablo_mixed_temp,75,True,20,20,20,3.572993808802494e-05,4.14705596085696e-05,0.4004392795515105,4.165490448144737e-05
mixed_transfer,depablo_mixed_temp,100,True,20,20,20,4.4785271302316684e-05,6.20002983851009e-05,0.4528886232764405,4.967848924479768e-05
mixed_transfer,depablo_mixed_temp,125,True,20,20,20,3.6225744395324e-05,8.789343846729025e-05,0.6853861444808721,5.108720946509493e-05
mixed_transfer,depablo_mixed_temp,149,True,20,20,20,3.7065527533286516e-05,0.00011536433339642826,0.7156556757998219,5.368316342355683e-05
mixed_transfer,depablo_mixed_temp,175,True,20,20,20,3.511999581178316e-05,0.0001539643588330364,0.7901351439897375,6.34366616054649e-05
mixed_transfer,depablo_mixed_temp,199,True,20,20,20,4.024943368676759e-05,0.00019460193216218612,0.8115381142205134,8.044069046491132e-05
train,depablo_low_temp,0,False,5,5,5,1.0639120233690846e-06,0.0,,1.3947967701710694e-06
train,depablo_low_temp,5,False,5,5,5,7.809663799207556e-07,1.0330704327543572e-07,-6.5384362622979095,1.1389365070613167e-06
train,depablo_low_temp,10,False,5,5,5,5.460338584839519e-07,4.2783193521245266e-07,-0.25599378197882167,9.600688684940905e-07
train,depablo_low_temp,25,False,5,5,5,2.9222149038332646e-07,2.7642588065646125e-06,0.8976686561828797,1.1075972906837706e-06
train,depablo_low_temp,50,False,5,5,5,7.212735454231734e-07,1.1252334661548958e-05,0.9375876930478977,3.0449821679212617e-06
train,depablo_low_temp,75,False,5,5,5,1.698804817351629e-06,2.554690981924068e-05,0.9351003712100955,6.734302905897493e-06
train,depablo_low_temp,100,False,5,5,5,2.9184035838625276e-06,4.572098987409845e-05,0.9379243323409749,1.1970725336141185e-05
train,depablo_low_temp,125,False,5,5,5,4.424362850841135e-06,7.185182621469722e-05,0.9402798069803971,1.877994855021825e-05
train,depablo_low_temp,149,False,5,5,5,6.240807374524593e-06,0.00010261770803481341,0.941035139474572,2.7129773116030265e-05
train,depablo_low_temp,175,False,5,5,5,8.933561048252159e-06,0.0001423011941369623,0.9389387449540401,3.857201081700623e-05
train,depablo_low_temp,199,False,5,5,5,1.2541176374725183e-05,0.00018488138739485293,0.9336883716880955,5.20283603691496e-05
train,lj_noisy,0,False,5,5,5,3.9154774640337563e-07,0.0,,4.5072590069139553e-07
train,lj_noisy,5,False,5,5,5,2.3174875991571752e-07,9.486441570061288e-08,-1.4155648748593233,2.9498188780507917e-07
train,lj_noisy,10,False,5,5,5,1.4726087016470046e-07,3.9631250956517763e-07,0.6316661109714499,2.1961878218235143e-07
train,lj_noisy,25,False,5,5,5,3.520152120017883e-07,2.6223908207612114e-06,0.8650897957967827,4.901547129065875e-07
train,lj_noisy,50,False,5,5,5,1.6409263025707333e-06,1.09006710772519e-05,0.8479450303603226,2.0559686618071284e-06
train,lj_noisy,75,False,5,5,5,4.147827030465123e-06,2.5082033971557394e-05,0.8323094098220402,4.97891824124963e-06
train,lj_noisy,100,False,5,5,5,8.125078238663264e-06,4.512062150752172e-05,0.8171963467719638,9.338686049886747e-06
train,lj_noisy,125,False,5,5,5,1.3168278746888972e-05,7.115652042557485e-05,0.812423906355062,1.4915527390257922e-05
train,lj_noisy,149,False,5,5,5,1.8947773969557603e-05,0.00010185747232753784,0.8122019359976947,2.1182969067012892e-05
train,lj_noisy,175,False,5,5,5,2.681046498764772e-05,0.00014140228158794345,0.8096487465797398,2.9286399876582436e-05
train,lj_noisy,199,False,5,5,5,3.583251018426381e-05,0.00018346654542256147,0.8048183446114283,3.824555205937941e-05
train,reid,0,False,5,5,5,1.8120635374430095e-07,0.0,,2.258798616594504e-07
train,reid,5,False,5,5,5,9.014245243577079e-08,1.0300576320787514e-07,0.10939927288422165,1.409444411848426e-07
train,reid,10,False,5,5,5,7.28118841664127e-08,4.223456016916316e-07,0.8261025429333685,1.4144656290682178e-07
train,reid,25,False,5,5,5,3.258305476094847e-07,2.7308132757752903e-06,0.8836366161814043,5.441714108656015e-07
train,reid,50,False,5,5,5,1.1884187017585645e-06,1.1211941819055938e-05,0.8977087733799595,2.1553863462031587e-06
train,reid,75,False,5,5,5,2.645673578172136e-06,2.5625861235312185e-05,0.9002399511746233,5.004940976505168e-06
train,reid,100,False,5,5,5,4.835083871057577e-06,4.607020091498271e-05,0.899259928724188,9.204221646541555e-06
train,reid,125,False,5,5,5,7.649402664355876e-06,7.261199498316273e-05,0.8999869952205166,1.4931089117453666e-05
train,reid,149,False,5,5,5,1.1026005802250438e-05,0.00010387085058027878,0.9003183356363131,2.2186559021974972e-05
train,reid,175,False,5,5,5,1.571291280697551e-05,0.0001441765867639333,0.8987009170091719,3.2409159757662565e-05
train,reid,199,False,5,5,5,2.1343538833207276e-05,0.00018736525962594896,0.894844934583011,4.4334655922284585e-05
validation,depablo_low_temp,0,False,20,20,20,8.254918718364479e-07,0.0,,1.0260843678722154e-06
validation,depablo_low_temp,5,False,20,20,20,5.807333320007046e-07,1.0374946519675632e-07,-4.61328664939461,8.274997603585632e-07
validation,depablo_low_temp,10,False,20,20,20,3.951150228331812e-07,4.3081104337261424e-07,0.08987153412461787,7.369957831571128e-07
validation,depablo_low_temp,25,False,20,20,20,2.90540057434896e-07,2.7970711698799277e-06,0.8969405181440667,1.269140204840369e-06
validation,depablo_low_temp,50,False,20,20,20,7.617713201568676e-07,1.1410252727728221e-05,0.9348598416666366,4.153889361191432e-06
validation,depablo_low_temp,75,False,20,20,20,1.6400723424681018e-06,2.5913254285114816e-05,0.9396561598604475,8.996661591709199e-06
validation,depablo_low_temp,100,False,20,20,20,2.7782362906236814e-06,4.636267858586507e-05,0.9440646069665839,1.5751083458326322e-05
validation,depablo_low_temp,125,False,20,20,20,4.183866812468295e-06,7.281413381861057e-05,0.9470580211395246,2.478744588643167e-05
validation,depablo_low_temp,149,False,20,20,20,5.881212874214725e-06,0.00010390844217909035,0.9481510107710778,3.596354547426017e-05
validation,depablo_low_temp,175,False,20,20,20,8.547626998733904e-06,0.00014395233920367901,0.9457886929294714,5.180418916097551e-05
validation,depablo_low_temp,199,False,20,20,20,1.2690952183902482e-05,0.00018684058959479445,0.9384005478015242,7.170177539137513e-05
validation,lj_noisy,0,False,20,20,20,4.3610568454255374e-07,0.0,,5.443885218170408e-07
validation,lj_noisy,5,False,20,20,20,2.715421832277798e-07,9.562797735895856e-08,-1.8481715446581375,3.891156675095431e-07
validation,lj_noisy,10,False,20,20,20,1.8027181596380616e-07,4.023101709549337e-07,0.5517209416030535,3.1057032270354055e-07
validation,lj_noisy,25,False,20,20,20,3.620566083384347e-07,2.700515562992223e-06,0.8672476685172799,5.764845880662506e-07
validation,lj_noisy,50,False,20,20,20,1.642650846633842e-06,1.1352922138030408e-05,0.8577467730408858,2.269579869107474e-06
validation,lj_noisy,75,False,20,20,20,4.144524405091943e-06,2.626361301736324e-05,0.8450459419373899,5.333985927791218e-06
validation,lj_noisy,100,False,20,20,20,7.887517017479696e-06,4.754355759359896e-05,0.8364618477584242,9.668971188148134e-06
validation,lj_noisy,125,False,20,20,20,1.3030703894401085e-05,7.53616273868829e-05,0.8297389364487214,1.5759685220473328e-05
validation,lj_noisy,149,False,20,20,20,1.9499456266203195e-05,0.00010829863385879435,0.8229604123673789,2.3274943532669568e-05
validation,lj_noisy,175,False,20,20,20,2.863857225747779e-05,0.00015109891755855643,0.8137630281713898,3.3679422267596236e-05
validation,lj_noisy,199,False,20,20,20,3.937552974093705e-05,0.00019709730695467443,0.8035394058979006,4.607689115800895e-05
validation,reid,0,False,20,20,20,2.9312246958568266e-07,0.0,,3.483624823275022e-07
validation,reid,5,False,20,20,20,1.6745118056604724e-07,1.0172996844914906e-07,-0.6565169095463512,2.2685225635754592e-07
validation,reid,10,False,20,20,20,1.1561012502880885e-07,4.1971166808707494e-07,0.7250000349644143,1.836438681124264e-07
validation,reid,25,False,20,20,20,3.37839061792522e-07,2.7402936780163147e-06,0.8820989026547604,4.7621158287824984e-07
validation,reid,50,False,20,20,20,1.515385465467034e-06,1.1289792837487767e-05,0.8738429235035607,1.972489674528788e-06
validation,reid,75,False,20,20,20,3.6353214994733206e-06,2.5800835919653765e-05,0.8692236670110818,4.698982721151879e-06
validation,reid,100,False,20,20,20,6.786775310274607e-06,4.6367003233172e-05,0.8654247144119737,8.806408987993564e-06
validation,reid,125,False,20,20,20,1.0848603756130614e-05,7.307437172130449e-05,0.8645745337654184,1.4297187021838909e-05
validation,reid,149,False,20,20,20,1.5692286990542925e-05,0.00010457381868036463,0.8639798008529878,2.1076565144539926e-05
validation,reid,175,False,20,20,20,2.238151981828196e-05,0.00014527933526551351,0.8611659427174896,3.0520255086230465e-05
validation,reid,199,False,20,20,20,3.0426232331137727e-05,0.00018904373064287938,0.8556431683121201,4.164413617218088e-05
