epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.00042097598020225663,0.000336489135016455,0.00042097598020225663,1.3717263858126216e-07,0.0,0.00020387910281056753,0.0008696724315088335,0.00018937640628736876,0.000336489135016455,1.0561616970893407e-07,0.0,0.0001762468456281464,0.00019547116268383164,0.0006377493967373869,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
2,0.00037860090849335394,0.0003106044572548123,0.00037860090849335394,1.22843366145986e-07,0.0,0.00016118420125473787,0.0008309039441302722,0.00014371458009505164,0.0003106044572548123,9.936842427681437e-08,0.0,0.00014653203682322348,0.00016657065081734468,0.0006187106841238687,0.9793267014011715,0.9904100712366064,60.0,0.7373862401814643,0.27052926158517543,0.7373862401814643,0.27052926158517543,0.9463228107575384,0.9953066482016789,0.27052926158517543,0.9463228107575384,0.9953066482016789,0.27052926158517543,0.9793267014011715,1,1,2,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
3,0.000361256614280075,0.00030503150256209403,0.000361256614280075,1.1897707086205855e-07,0.0,0.00013894197383764907,0.0008217762077032462,0.00012305166129932972,0.00030503150256209403,9.789557318320229e-08,0.0,0.00014041468561658957,0.00015712268825632107,0.0006175571338133714,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
4,0.0003590229970511796,0.00030357678289450173,0.0003590229970511796,1.230786055295141e-07,0.0,0.00013547345485136474,0.0008212548103604477,0.00012034072594172652,0.00030357678289450173,9.743758834123252e-08,0.0,0.00013963004971036177,0.00015578789770487523,0.0006153124012682683,0.9811295955591822,0.9906932064402869,60.0,0.756304371863858,0.32163788704495355,0.756304371863858,0.32163788704495355,0.9510726335941537,0.9962025949524669,0.32163788704495355,0.9510726335941537,0.9962025949524669,0.32163788704495355,0.9811295955591822,1,1,4,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
5,0.0003573942472979328,0.0003028018623505852,0.0003573942472979328,1.1973059654835083e-07,0.0,0.00013420161612021423,0.0008183970326228111,0.00011958409315077315,0.0003028018623505852,9.736394510830658e-08,0.0,0.00013910021297253261,0.00015511842124662096,0.0006141869528326021,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
6,0.0003566132977870233,0.00030198504804196624,0.0003566132977870233,1.1944532740670866e-07,0.0,0.0001329407603487852,0.0008176737619000151,0.00011922537111226978,0.00030198504804196624,9.708098955033248e-08,0.0,0.00013757727277895784,0.00015492086632698168,0.0006134570050199593,0.9805111742103644,0.9906765622292242,60.0,0.7585270755674595,0.32644955329217995,0.7585270755674595,0.32644955329217995,0.95615503272594,0.9929766406842586,0.32644955329217995,0.95615503272594,0.9929766406842586,0.32644955329217995,0.9805111742103644,1,1,6,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
7,0.0003557740839619736,0.000301302402665772,0.0003557740839619736,1.2000945748269487e-07,0.0,0.00013213662245221017,0.0008172472663252551,0.00011793836310845568,0.000301302402665772,9.691803690905297e-08,0.0,0.00013683148537243606,0.00015396361316869804,0.000613112109456182,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
8,0.00035504594130214014,0.0003007302646143556,0.00035504594130214014,1.1710441505385916e-07,0.0,0.00013153072072720476,0.000816490910068459,0.00011711619311075661,0.0003007302646143556,9.687280698823418e-08,0.0,0.00013566988387629729,0.0001537349899603736,0.0006127859200063958,0.9785566396468657,0.9905178556817428,60.0,0.7365702157300698,0.2716219815774118,0.7365702157300698,0.2716219815774118,0.9440087761585915,0.9940798894542058,0.2716219815774118,0.9440087761585915,0.9940798894542058,0.2716219815774118,0.9785566396468657,1,1,8,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
9,0.0003541867034692317,0.00030012881685673225,0.0003541867034692317,1.1933847021694532e-07,0.0,0.00013038646942642587,0.000815716860325668,0.00011645678065560124,0.00030012881685673225,9.66701072322642e-08,0.0,0.00013538410242840113,0.00015294420401349126,0.0006120581441283044,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
10,0.0003535734420356674,0.0002995869838901493,0.0003535734420356674,1.1844215075385023e-07,0.0,0.0001297623304937599,0.0008150516405497011,0.00011590635506354116,0.0002995869838901493,9.654549289321453e-08,0.0,0.00013444141378742683,0.0001524770839826091,0.000611842453900412,0.9793826773335682,0.9906381650422976,60.0,0.749363691131237,0.3056142189843517,0.749363691131237,0.3056142189843517,0.9493705593301475,0.9931062950792119,0.3056142189843517,0.9493705593301475,0.9931062950792119,0.3056142189843517,0.9793826773335682,1,1,10,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
