epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_depablo_mixed_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_depablo_mixed_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.1208730987880542,1.0844108899434408,1.1208730987880542,0.11680250485306201,0.0,1.0844108899434408,0.1158284530043602,0.0,,,,,,,,,,,,,,,,,1,1,1,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.1016649059627368,1.0814448833465575,1.1016649059627368,0.11454332781874615,0.0,1.0814448833465575,0.11550049210588137,0.0,0.5016404879892061,0.8085784322046996,80.0,0.2584646849402244,-0.7196911986971968,0.2584646849402244,-0.7196911986971968,0.9190006683364698,0.959423736765307,-0.7196911986971968,-0.12487446664368251,0.9190006683364698,0.959423736765307,-0.7196911986971968,-0.12487446664368251,0.5016404879892061,1,1,2,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.1017407075218533,1.0738003492355346,1.1017407075218533,0.11420305267624233,0.0,1.0738003492355346,0.11464940284689268,0.0,,,,,,,,,,,,,,,,,1,1,3,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.100207323613374,1.0539904713630677,1.100207323613374,0.11419018228416858,0.0,1.0539904713630677,0.1124548964202404,0.0,0.6165336282070214,0.8234115619604921,80.0,0.35719365181507906,-0.185283681343553,0.35719365181507906,-0.185283681343553,0.9111233367617354,0.8551626757176515,-0.185283681343553,-0.15222772387551764,0.9111233367617354,0.8551626757176515,-0.185283681343553,-0.15222772387551764,0.6165336282070214,1,1,4,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,1.0770200387291287,1.0128747463226317,1.0770200387291287,0.11162716539009758,0.0,1.0128747463226317,0.10790509283542633,0.0,,,,,,,,,,,,,,,,,1,1,5,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,1.0546552435211514,0.949426539738973,1.0546552435211514,0.10906029363041339,0.0,0.949426539738973,0.10088253642121951,0.0,0.3241209053474169,0.6982157261712242,80.0,-0.8146458162022263,-3.7850250338289637,-0.8146458162022263,-3.7850250338289637,0.6952938737165073,0.35402076173720864,-0.5228728664336575,-3.7850250338289637,0.6952938737165073,0.35402076173720864,-0.5228728664336575,-3.7850250338289637,0.3241209053474169,1,1,6,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,1.041917515837628,0.8787765483061473,1.041917515837628,0.10762442680804626,0.0,0.8787765483061473,0.09305009643236796,0.0,,,,,,,,,,,,,,,,,1,1,7,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,1.01809380106304,0.8301948606967926,1.01809380106304,0.10496491922632507,0.0,0.8301948606967926,0.08764313980937004,0.0,0.030626097618852044,0.5701535133440286,80.0,-1.518866838887071,-4.009904750849885,-1.518866838887071,-4.009904750849885,-1.4991631103190222,0.5868839590136193,-1.153283453392996,-4.009904750849885,-1.4991631103190222,0.5868839590136193,-1.153283453392996,-4.009904750849885,0.030626097618852044,1,1,8,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,1.0101623846137004,0.8053520143032074,1.0101623846137004,0.1041509356835614,0.0,0.8053520143032074,0.0848505991200606,0.0,,,,,,,,,,,,,,,,,1,1,9,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,1.022953160431074,0.7959742764631907,1.022953160431074,0.10569557029268016,0.0,0.7959742764631907,0.083806328723828,0.0,0.2710600935497295,0.7382230803620841,80.0,-0.9270535193786467,-2.3642424154672876,-0.9270535193786467,-2.3642424154672876,-2.3642424154672876,0.6156514009137576,-0.1207556058355197,-1.838867457125537,-2.3642424154672876,0.6156514009137576,-0.1207556058355197,-1.838867457125537,0.2710600935497295,1,1,10,shared4,8,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
