split,source,sim_idx,frame,z0,z1,z2,z3
train,depablo_mixed_temp,0,0,0.06305065751075745,-0.41927599906921387,0.2671063542366028,-0.5573797225952148
train,depablo_mixed_temp,0,10,0.029583752155303955,-0.4486921429634094,0.15635594725608826,-0.6381453275680542
train,depablo_mixed_temp,0,20,-0.14559116959571838,-0.7569068074226379,0.03185506910085678,-1.202859878540039
train,depablo_mixed_temp,0,30,-0.17296358942985535,-0.7846168279647827,-0.03461814671754837,-1.273541808128357
train,depablo_mixed_temp,0,40,-0.38630950450897217,-1.103540062904358,-0.32475021481513977,-1.906567096710205
train,depablo_mixed_temp,0,50,-0.5325323939323425,-1.3668537139892578,-0.4329814910888672,-2.3935368061065674
train,depablo_mixed_temp,0,60,-0.5372135043144226,-1.366631269454956,-0.44732487201690674,-2.3976352214813232
train,depablo_mixed_temp,0,70,-0.7539499998092651,-1.705235242843628,-0.6993240118026733,-3.053143262863159
train,depablo_mixed_temp,0,80,-0.7745081782341003,-1.7335774898529053,-0.7359320521354675,-3.115269422531128
train,depablo_mixed_temp,0,90,-0.9489336013793945,-1.987589716911316,-0.9918082356452942,-3.6276819705963135
train,depablo_mixed_temp,0,100,-1.0817604064941406,-2.177826166152954,-1.1938505172729492,-4.01553201675415
train,depablo_mixed_temp,1,0,0.0791911780834198,0.2602023482322693,-0.7662222385406494,0.30930188298225403
train,depablo_mixed_temp,1,10,-0.20898668467998505,-0.011558696627616882,-1.5331484079360962,-0.37505245208740234
train,depablo_mixed_temp,1,20,0.0521029457449913,0.25571733713150024,-0.8874386548995972,0.2735958695411682
train,depablo_mixed_temp,1,30,-0.2714548110961914,-0.24679507315158844,-1.2582989931106567,-0.7033300995826721
train,depablo_mixed_temp,1,40,-0.23690654337406158,-0.10616420954465866,-1.4786885976791382,-0.5223109722137451
train,depablo_mixed_temp,1,50,-0.7131412625312805,-0.8902406096458435,-2.0130038261413574,-2.0227699279785156
train,depablo_mixed_temp,1,60,-0.7447009682655334,-0.8898158073425293,-2.1297898292541504,-2.063697576522827
train,depablo_mixed_temp,1,70,-0.7759004831314087,-0.9537190198898315,-2.1086957454681396,-2.169565200805664
train,depablo_mixed_temp,1,80,-0.8378142714500427,-1.0702556371688843,-2.159616708755493,-2.3932721614837646
train,depablo_mixed_temp,1,90,-1.0582400560379028,-1.3895832300186157,-2.4954192638397217,-3.0371904373168945
train,depablo_mixed_temp,1,100,-1.1429628133773804,-1.445460319519043,-2.7783162593841553,-3.214883327484131
train,depablo_mixed_temp,2,0,-0.1528151035308838,0.4545730948448181,-1.999922275543213,0.3255000710487366
train,depablo_mixed_temp,2,10,-0.24579867720603943,0.31380128860473633,-2.156299352645874,0.041507285088300705
train,depablo_mixed_temp,2,20,-0.3708459138870239,0.1256919503211975,-2.288696527481079,-0.31952208280563354
train,depablo_mixed_temp,2,30,-0.5772397518157959,-0.08933722227811813,-2.815899610519409,-0.833783745765686
