source,probe,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance
depablo_low_temp,constant,20,20,20,-0.02259338538615574,0.34299813620176817,0.1309363081666797
depablo_low_temp,initial_pc1,20,20,20,0.9739406129961485,0.04395244387778388,0.1309363081666797
depablo_low_temp,initial_z,20,20,20,0.9752349944822176,0.04285093241235267,0.1309363081666797
depablo_low_temp,observed_prefix,20,20,20,0.9722035733511369,0.04691873956808907,0.1309363081666797
depablo_mixed_temp,constant,20,20,20,-0.02573579434740081,0.3235672229246395,0.12643548055144446
depablo_mixed_temp,initial_pc1,20,20,20,0.9434558501288021,0.07263358417557633,0.12643548055144446
depablo_mixed_temp,initial_z,20,20,20,0.9421627780971937,0.07437383513229992,0.12643548055144446
depablo_mixed_temp,observed_prefix,20,20,20,0.9351025469551436,0.07298027787220657,0.12643548055144446
reid,constant,20,20,20,-0.09034610605757853,0.17800487846322086,0.039261933802947645
reid,initial_pc1,20,20,20,0.8765074205814436,0.06132391853436092,0.039261933802947645
reid,initial_z,20,20,20,0.8801403734633961,0.05972501413630802,0.039261933802947645
reid,observed_prefix,20,20,20,0.9429998466409372,0.03726531941586771,0.039261933802947645
