source,coordinate,n,pearson,spearman
depablo_low_temp,z0_0,20,-0.9891953560199005,-0.9578947368421054
depablo_low_temp,z0_1,20,0.9885167221495161,0.9488721804511278
depablo_low_temp,pc1,20,-0.9888447511193177,-0.9503759398496241
depablo_mixed_temp,z0_0,20,-0.9739066610508971,-0.9578947368421054
depablo_mixed_temp,z0_1,20,0.9740876032080227,0.9488721804511278
depablo_mixed_temp,pc1,20,-0.974013630062743,-0.9503759398496241
reid,z0_0,20,0.9490524606517445,0.9413533834586465
reid,z0_1,20,-0.9465834246594387,-0.9488721804511278
reid,pc1,20,0.9478404793587885,0.9488721804511278
