epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,1.1612288636319779,1.5682530800501506,1.1612288636319779,0.0007145398755229133,0.0,1.5682530800501506,0.0009516073866204048,0.0,,,,,,,,,,,,,,,1,1,1,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
2,1.1454487478031832,1.543309857447942,1.1454487478031832,0.0007026099346523337,0.0,1.543309857447942,0.0009344858650971825,0.0,0.9333773808501519,0.9822645328835472,60.0,0.4143508148463855,-0.5018454399360808,0.4143508148463855,-0.5018454399360808,0.7805061414302706,0.9643917430449666,-0.5018454399360808,0.7805061414302706,0.9643917430449666,-0.5018454399360808,0.9333773808501519,1,1,2,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
3,1.1080861617537106,1.4879066745440166,1.1080861617537106,0.0006780785077032359,0.0,1.4879066745440166,0.0008966869645519182,0.0,,,,,,,,,,,,,,,1,1,3,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
4,1.0347731428987839,1.3706465264161427,1.0347731428987839,0.0006294395014479318,0.0,1.3706465264161427,0.0008178082692514484,0.0,0.9410739809275734,0.9834846526570565,60.0,0.43614699160795617,-0.48170509390065286,0.43614699160795617,-0.48170509390065286,0.8195145974318124,0.970631471292709,-0.48170509390065286,0.8195145974318124,0.970631471292709,-0.48170509390065286,0.9410739809275734,1,1,4,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
5,0.9010489968692555,1.1704788506031036,0.9010489968692555,0.000541435696718776,0.0,1.1704788506031036,0.0006874716733970369,0.0,,,,,,,,,,,,,,,1,1,5,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
6,0.7035036648021025,0.9081133852402369,0.7035036648021025,0.00041866055792471506,0.0,0.9081133852402369,0.0005291117316422363,0.0,0.9570466198139834,0.9844605237023338,60.0,0.5042646506041618,-0.3668674470699671,0.5042646506041618,-0.3668674470699671,0.8984323888264262,0.9812290100560264,-0.3668674470699671,0.8984323888264262,0.9812290100560264,-0.3668674470699671,0.9570466198139834,1,1,6,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
7,0.5007804614656112,0.6739257325728735,0.5007804614656112,0.00030893903835128774,0.0,0.6739257325728735,0.0004069554852321744,0.0,,,,,,,,,,,,,,,1,1,7,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
8,0.3795984755544102,0.5456410795450211,0.3795984755544102,0.00025142344084623107,0.0,0.5456410795450211,0.00033887008369977895,0.0,0.9684378063177737,0.9842089104337018,60.0,0.6845679831356467,0.1441022291379508,0.6845679831356467,0.1441022291379508,0.9311498700422504,0.9784518502267393,0.1441022291379508,0.9311498700422504,0.9784518502267393,0.1441022291379508,0.9684378063177737,1,1,8,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
9,0.3052633606335696,0.45241063336531323,0.3052633606335696,0.00020518080375896876,0.0,0.45241063336531323,0.00028831752691379126,0.0,,,,,,,,,,,,,,,1,1,9,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
10,0.2339439944309347,0.34376169616977376,0.2339439944309347,0.00016324825478745077,0.0,0.34376169616977376,0.0002234902131021954,0.0,0.9697421921427042,0.9847865607835051,60.0,0.682043089360623,0.13207705354919597,0.682043089360623,0.13207705354919597,0.932270456796369,0.9817817577363037,0.13207705354919597,0.932270456796369,0.9817817577363037,0.13207705354919597,0.9697421921427042,1,1,10,shared4,6,normalized_delta,128,delta,fixed_history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,zero
