epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.5596873102480905,0.469407047252906,0.5669804729390563,0.6080901931813905,0.6526348432427959,0.41727191199336133,0.5593323161391824,0.6526348432427959,0.4736136816049877,0.6459031553644883,0.35286440315999484,0.4094535776659062,0.46940704539679645,0.6459031553644883,shared_no_mixed,6,normalized_delta,128
2,0.29441191190690325,0.29182340494896236,0.2876659728455962,0.26257304060207287,0.3807693826001987,0.23861647321466814,0.2939862988056466,0.3807693826001987,0.2716246699816302,0.1957735306534328,0.28035961724817754,0.39933706996472257,0.2918234059554443,0.39933706996472257,shared_no_mixed,6,normalized_delta,128
3,0.21944552011657179,0.25125483988147035,0.20633368799299526,0.13829288947802615,0.34921085041081695,0.17114400066304625,0.2195492468506298,0.34921085041081695,0.23388358832974182,0.15872538362286592,0.22001597577411877,0.3750231628747363,0.25125484075724036,0.3750231628747363,shared_no_mixed,6,normalized_delta,128
4,0.20258965421664088,0.24363051566638444,0.19008695289754032,0.12333419854083741,0.3335882919137938,0.15067255887153902,0.20253168310872338,0.3335882919137938,0.22584401812208327,0.1517532242658107,0.21187832316285685,0.36725999701179957,0.24363051481348905,0.36725999701179957,shared_no_mixed,6,normalized_delta,128
5,0.19644770363443775,0.24244181407909643,0.18375615299793713,0.11893466574756402,0.323990861927731,0.14638150005617687,0.19643567591049063,0.323990861927731,0.2245631114824822,0.14774984127204668,0.21559844068006465,0.36397716018714404,0.24244181404641849,0.36397716018714404,shared_no_mixed,6,normalized_delta,128
6,0.1942902180709337,0.24144991581377231,0.18172100228175783,0.11691235985711847,0.3214081171573254,0.14383737838974126,0.19405261846806168,0.3214081171573254,0.2227675687717764,0.1418719498734725,0.2100437673691072,0.3724340281988445,0.24144991514714143,0.3724340281988445,shared_no_mixed,6,normalized_delta,128
7,0.19078602383011264,0.2414146322168802,0.1779100856760092,0.11438951723303803,0.31650933976236145,0.14167999594488687,0.1908596176467621,0.31650933976236145,0.22260591960267018,0.14286314684309456,0.20722618952001395,0.37415456113062406,0.24141463249791087,0.37415456113062406,shared_no_mixed,6,normalized_delta,128
8,0.18931299662380888,0.2396708196323169,0.17644289988174774,0.1130698645802241,0.3149541635262339,0.13970615821808838,0.18924339544151547,0.3149541635262339,0.22131877506249828,0.14117021781245345,0.21042563848589596,0.3674166013927836,0.23967081923037767,0.3674166013927836,shared_no_mixed,6,normalized_delta,128
9,0.18705130866483638,0.2386366308127579,0.174239637872629,0.11086474562352391,0.31161538683400863,0.1388869725952023,0.18712236835091164,0.31161538683400863,0.22013124643187773,0.13911923900442688,0.20728266860701536,0.36950798767961957,0.2386366317636873,0.36950798767961957,shared_no_mixed,6,normalized_delta,128
10,0.18614967530756665,0.23899302227716696,0.17308421323173925,0.10970035316029066,0.31052804675541423,0.1375872077126252,0.18593853587611,0.31052804675541423,0.22040029081859086,0.13889167529383772,0.21093477300907437,0.3671526169698489,0.238993021757587,0.3671526169698489,shared_no_mixed,6,normalized_delta,128
11,0.18560927178253206,0.2452364035342869,0.17272320089110157,0.10925847882877143,0.3103393110266903,0.13586457295245247,0.18515412093597142,0.3103393110266903,0.2265452725714759,0.15145321261921996,0.21595818572922756,0.3682978148130994,0.2452364043871823,0.3682978148130994,shared_no_mixed,6,normalized_delta,128
12,0.18488567115967733,0.24190182430963766,0.17215078209053006,0.10938881756737828,0.30885310429230073,0.13553057395967474,0.18459083193978457,0.30885310429230073,0.2228425007117422,0.14077629947936848,0.21402330675015324,0.37090586859144664,0.24190182494032278,0.37090586859144664,shared_no_mixed,6,normalized_delta,128
13,0.18325801378017978,0.24261310767186314,0.17061673709959316,0.10837112269429884,0.30581118186053474,0.1348356196950925,0.18300597474997535,0.30581118186053474,0.22315432574403912,0.13856257366898814,0.21553095416410972,0.3737457942805792,0.24261310737122568,0.3737457942805792,shared_no_mixed,6,normalized_delta,128
