epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,val_ae_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_step_100,val_ae_source_depablo_low_temp_position_mse_step_100,val_ae_source_depablo_low_temp_p_ratio_r2_sum_100,val_ae_source_depablo_mixed_temp_p_ratio_r2_step_100,val_ae_source_depablo_mixed_temp_position_mse_step_100,val_ae_source_depablo_mixed_temp_p_ratio_r2_sum_100,val_ae_source_lj_noisy_p_ratio_r2_step_100,val_ae_source_lj_noisy_position_mse_step_100,val_ae_source_lj_noisy_p_ratio_r2_sum_100,val_ae_source_reid_p_ratio_r2_step_100,val_ae_source_reid_position_mse_step_100,val_ae_source_reid_p_ratio_r2_sum_100,val_ae_mean_source_p_ratio_r2_step_100,val_ae_min_source_p_ratio_r2_sum_100,dataset,latent_dim,target_mode,hidden_size
1,0.7505392216646625,0.5825352212009223,0.7505392216646625,0.3397401266771814,1.981206776949728,0.4650287541593959,0.3076785258330375,0.7734135459048358,1.981206776949728,0.5825352212009223,0.19166709471028298,0.30226770421722904,1.4232981212553568,0.3995828101760708,0.5792039325897349,1.4232981212553568,-0.009537149061856987,-0.14082964167398004,1.2324254953455238e-05,-0.14082964167398004,-0.08304631704683962,2.946785623407777e-05,-0.08304631704683962,-26.019484148655824,2.1467429633048596e-05,-26.019484148655824,-0.018030395745596728,1.0155413400525504e-05,-0.018030395745596728,-6.565347625780561,-26.019484148655824,06b 4D reconstruction,2,normalized_delta,96
2,0.6364501521521406,0.5417275155633099,0.6364501521521406,0.21270604748205235,1.8528454103488696,0.3801841109460993,0.19431736932795038,0.6600132345262428,1.8528454103488696,0.5417275155633099,0.16599726352433208,0.2412788875080878,1.3693284594046418,0.37704995725653134,0.5384136419233982,1.3693284594046418,0.0021437437310672935,0.03314679073600468,8.42585560576481e-06,0.03314679073600468,0.026993369008573298,2.7040144107104425e-05,0.026993369008573298,-31.932772299522206,1.6545962307645822e-05,-31.932772299522206,-0.014397396635104087,9.036465189637966e-06,-0.014397396635104087,-7.971757384103183,-31.932772299522206,06b 4D reconstruction,2,normalized_delta,96
3,0.5767798732980909,0.4965923104854853,0.5767798732980909,0.15792787842187486,1.7247552005905407,0.3428296602585099,0.17478143335448895,0.6000735431563536,1.7247552005905407,0.4965923104854853,0.1698654770880239,0.17127648671157658,1.3141931503778324,0.3249424518144224,0.4950693914979638,1.3141931503778324,0.24772275993938475,0.5206930688966306,7.717436358234408e-06,0.5206930688966306,0.4834915019704997,2.6186376771875075e-05,0.4834915019704997,-33.768588489592425,1.7586768080946058e-05,-33.768588489592425,0.04840896107305681,9.172829118142545e-06,0.04840896107305681,-8.178998739413059,-33.768588489592425,06b 4D reconstruction,2,normalized_delta,96
4,0.5340884058725222,0.481267813368601,0.5340884058725222,0.1375354107012862,1.6090665514996871,0.30382330477119907,0.1674042880358432,0.5544573887520039,1.6090665514996871,0.481267813368601,0.1687627880164655,0.1570516459614737,1.298420355306007,0.2926865663030185,0.47923033889674116,1.298420355306007,0.43207790420935865,0.6569551988005221,6.506949898721359e-06,0.6569551988005221,0.6113294540469851,2.4989713983814e-05,0.6113294540469851,-26.634418492055982,1.5834376517886996e-05,-26.634418492055982,0.4023407679558275,8.47431664396936e-06,0.4023407679558275,-6.240948267813161,-26.634418492055982,06b 4D reconstruction,2,normalized_delta,96
5,0.4986361278729005,0.4261429833925583,0.4986361278729005,0.10888949778711372,1.5437939936228893,0.25209147120888525,0.16759993499623457,0.5180937244037808,1.5437939936228893,0.4261429833925583,0.16222100605955347,0.09381890305667184,1.226053588965442,0.21011714008636773,0.42305265954200877,1.226053588965442,0.84195800784677,0.9537816814785374,3.963487137070842e-06,0.9537816814785374,0.8828426073051923,2.317368455351243e-05,0.8828426073051923,-6.37286298336552,1.0553952733971528e-05,-6.37286298336552,0.6555198096053537,8.108680634677513e-06,0.6555198096053537,-0.9701797212441091,-6.37286298336552,06b 4D reconstruction,2,normalized_delta,96
6,0.44850185042313434,0.40752514131485,0.44850185042313434,0.07046794046909206,1.4896049848187112,0.1750411725577276,0.13400723796941547,0.4672803339537366,1.4896049848187112,0.40752514131485,0.1496338224169449,0.0865330311935395,1.2126437918632291,0.16896255308529362,0.4044432996397518,1.2126437918632291,0.8880152437005977,0.8817804537276439,3.501852182807852e-06,0.8817804537276439,0.8274436720362065,2.261852279161758e-05,0.8274436720362065,0.1296179334429396,8.482761745653989e-06,0.1296179334429396,0.7404512722672957,6.975197180736359e-06,0.7404512722672957,0.6448233328685213,0.1296179334429396,06b 4D reconstruction,2,normalized_delta,96
7,0.4336959398075526,0.3960379550027341,0.4336959398075526,0.06189867130410766,1.4701071092969344,0.16097859054686053,0.1112954109141478,0.4510699455155126,1.4701071092969344,0.3960379550027341,0.12762316213047598,0.07187306464766152,1.2062559281475842,0.1658840790623799,0.3929090584970254,1.2062559281475842,0.9149392729577677,0.9252053470105264,3.2640419192375704e-06,0.9252053470105264,0.8666885627832353,2.2464138868372175e-05,0.8666885627832353,-0.44198450442710335,8.440679903287673e-06,-0.44198450442710335,0.8656535179718391,6.763736763559791e-06,0.8656535179718391,0.5538907308346244,-0.44198450442710335,06b 4D reconstruction,2,normalized_delta,96
8,0.42708270796556247,0.3938504214023089,0.42708270796556247,0.0567960972224064,1.4605136654475932,0.15694630573036172,0.10189046093038184,0.4440366323326858,1.4605136654475932,0.3938504214023089,0.1150041885121027,0.06116211466724053,1.2187113873951603,0.1669493763401988,0.3904567667286756,1.2187113873951603,0.9034275762051025,0.9606069462604094,3.0669234092783883e-06,0.9606069462604094,0.7943452699499445,2.275681588344014e-05,0.7943452699499445,-0.8929770506928421,8.536702694073028e-06,-0.8929770506928421,0.9051217262600714,6.899878817989702e-06,0.9051217262600714,0.44177422294439583,-0.8929770506928421,06b 4D reconstruction,2,normalized_delta,96
9,0.4232385520760721,0.39015797005502484,0.4232385520760721,0.055193211228067696,1.4497127683737532,0.15618227724088982,0.09699269299480048,0.4395202374593778,1.4497127683737532,0.39015797005502484,0.11729842215572717,0.06325656734406948,1.2005190963391215,0.16663346855784766,0.38692688859919144,1.2005190963391215,0.9496632375541485,0.9751479717929133,3.0760023349785116e-06,0.9751479717929133,0.9087263385700945,2.2491115743150658e-05,0.9087263385700945,-0.34243248664764203,8.530571881237847e-06,-0.34243248664764203,0.9617957297778552,7.018355603349846e-06,0.9617957297778552,0.6258093883733052,-0.34243248664764203,06b 4D reconstruction,2,normalized_delta,96
10,0.4179492315697105,0.3868030984444257,0.4179492315697105,0.05454752121209038,1.4325520523157516,0.15479748439883054,0.09524505201123448,0.4342855274844767,1.4325520523157516,0.3868030984444257,0.11391125011869008,0.06218946538865566,1.1907879141508602,0.1666895124144503,0.38339453551816405,1.1907879141508602,0.9399663901715365,0.9583387351967039,2.9368326920575783e-06,0.9583387351967039,0.9236227576933274,2.2245515401664308e-05,0.9236227576933274,-0.36919049242996027,8.509635131304094e-06,-0.36919049242996027,0.8585777191449783,6.874499260334233e-06,0.8585777191449783,0.5928371799012623,-0.36919049242996027,06b 4D reconstruction,2,normalized_delta,96
11,0.41501003335940506,0.3939078117816492,0.41501003335940506,0.05311388021754653,1.423268376573508,0.15403314090146142,0.09392828719594733,0.4310859212221158,1.423268376573508,0.3939078117816492,0.11803723694902146,0.06866085816000123,1.2023595983628184,0.17361918092501583,0.3906692185992142,1.2023595983628184,0.9410979772188434,0.9505879495669602,3.2421402238469454e-06,0.9505879495669602,0.899147689561184,2.25883542725569e-05,0.899147689561184,0.26913419958741314,8.788231548351178e-06,0.26913419958741314,0.8903226854189996,7.0038982897813185e-06,0.8903226854189996,0.7522981310336392,0.26913419958741314,06b 4D reconstruction,2,normalized_delta,96
12,0.41262687465890124,0.38691410398765985,0.41262687465890124,0.05231241479133193,1.4143378332316168,0.15331472281234065,0.09319416869417009,0.42828978488236485,1.4143378332316168,0.38691410398765985,0.11129107325905352,0.061271372011105996,1.1931304246245418,0.1687332614674233,0.38360653284053114,1.1931304246245418,0.9432562039542629,0.965873390482723,2.9045049615206152e-06,0.965873390482723,0.8971223967884698,2.2288797612191048e-05,0.8971223967884698,0.10662864000483019,8.579037785239053e-06,0.10662864000483019,0.8934257402342264,6.77608523744766e-06,0.8934257402342264,0.7157625418775624,0.10662864000483019,06b 4D reconstruction,2,normalized_delta,96
13,0.4092431818779278,0.38667229857303115,0.4092431818779278,0.05138608146267446,1.4044008048273358,0.1527318539532277,0.09353640657875378,0.42551378670549794,1.4044008048273358,0.38667229857303115,0.11288249074277701,0.06206538870173972,1.1937330311047845,0.16477532122371485,0.383364057943254,1.1937330311047845,0.9431656590005291,0.9555438655004533,2.8869714185475457e-06,0.9555438655004533,0.8969783347807323,2.2256573112144905e-05,0.8969783347807323,0.2859926950507379,8.403884771723824e-06,0.2859926950507379,0.9030063738932982,6.836287840883415e-06,0.9030063738932982,0.7603803173063054,0.2859926950507379,06b 4D reconstruction,2,normalized_delta,96
14,0.4088458394992493,0.38820341475521447,0.4088458394992493,0.05107574369169389,1.4012390807447697,0.1524381292431722,0.0928906868303953,0.4244109101275078,1.4012390807447697,0.38820341475521447,0.11108319073537132,0.059261166825308464,1.201477974158479,0.167193664216029,0.3847539989837969,1.201477974158479,0.9198428202005356,0.9725658404150279,2.8176416179803708e-06,0.9725658404150279,0.8040086626487961,2.2463711815134957e-05,0.8040086626487961,0.08689601338434116,8.517130663676652e-06,0.08689601338434116,0.8961428661366796,6.823856932669514e-06,0.8961428661366796,0.6899033456462111,0.08689601338434116,06b 4D reconstruction,2,normalized_delta,96
