epoch,train_objective,val_objective,train_mse_norm,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.43657813124610095,0.3894508588458048,0.43657813124610095,0.4937472252926225,0.3249316227954827,0.43987876714122864,0.41951920507644463,0.4937472252926225,0.3894508588458048,0.315021275176092,0.47417847444548417,0.37146418520102376,0.3868879782741999,0.47417847444548417,2D AE mixed-T exclusion,2,normalized_delta,192
2,0.29966429291461755,0.2758004613904322,0.29966429291461755,0.38672048578677337,0.24314717199408564,0.23117987236560555,0.28701584338215486,0.38672048578677337,0.2758004613904322,0.29260754014583346,0.17618155838235428,0.35775984790372223,0.2755163154773033,0.35775984790372223,2D AE mixed-T exclusion,2,normalized_delta,192
3,0.24917595922205843,0.24073511310390705,0.24917595922205843,0.36851501687170135,0.21469512054130938,0.12071943732365621,0.234643191578889,0.36851501687170135,0.24073511310390705,0.22707485382573955,0.15300418977797228,0.33787860324312197,0.23931921561561129,0.33787860324312197,2D AE mixed-T exclusion,2,normalized_delta,192
4,0.22069287179683073,0.2323583583586935,0.22069287179683073,0.34150372338390267,0.15213902633087992,0.1102022797904816,0.20128167650175474,0.34150372338390267,0.2323583583586935,0.2219528762866406,0.13347817750672172,0.3375583211548234,0.2309964583160619,0.3375583211548234,2D AE mixed-T exclusion,2,normalized_delta,192
5,0.21342597881970565,0.23477268873809684,0.21342597881970565,0.332991985812598,0.1432691685140768,0.10415228524577819,0.19347114652415098,0.332991985812598,0.23477268873809684,0.22968150805582868,0.13273471449011642,0.33796459990553557,0.23346027415049356,0.33796459990553557,2D AE mixed-T exclusion,2,normalized_delta,192
6,0.21083050624833014,0.22928003178734385,0.21083050624833014,0.329887687127713,0.14077640065946492,0.10179723316528975,0.19082044031748924,0.329887687127713,0.22928003178734385,0.2135765795853544,0.13621001376917488,0.3343921251129359,0.22805957282248843,0.3343921251129359,2D AE mixed-T exclusion,2,normalized_delta,192
7,0.20894962520095425,0.22824700264646572,0.20894962520095425,0.3274033594062654,0.13893217172268546,0.10086863696886157,0.18906805603260413,0.3274033594062654,0.22824700264646572,0.22058025098336426,0.12606180531315897,0.33416080163595707,0.22693428597749343,0.33416080163595707,2D AE mixed-T exclusion,2,normalized_delta,192
8,0.2071671033704895,0.22526002567672626,0.2071671033704895,0.3248512296280683,0.1374593341208624,0.0995934720433997,0.18730134526411013,0.3248512296280683,0.22526002567672626,0.21208777567718495,0.12776080302550996,0.3322362367529422,0.2240282718185457,0.3322362367529422,2D AE mixed-T exclusion,2,normalized_delta,192
9,0.20572027961060166,0.22799927618516386,0.20572027961060166,0.3233573665680301,0.13547102407242964,0.09871575082809421,0.18584804715618464,0.3233573665680301,0.22799927618516386,0.21334948187367,0.1344588561547234,0.33227081499307565,0.22669305100715634,0.33227081499307565,2D AE mixed-T exclusion,2,normalized_delta,192
10,0.20419182224764917,0.23132326363929356,0.20419182224764917,0.32084241763524857,0.13368269609747252,0.09787961558751485,0.18413490977341196,0.32084241763524857,0.23132326363929356,0.2193272634151768,0.13380702615862614,0.33705123381836244,0.2300618411307218,0.33705123381836244,2D AE mixed-T exclusion,2,normalized_delta,192
11,0.20232990284849017,0.23357075178939585,0.20232990284849017,0.3180867955485627,0.13228578858580406,0.0977748809448488,0.18271582169307185,0.3180867955485627,0.23357075178939585,0.22450097398634286,0.13428698573751668,0.33815336340401125,0.23231377437595693,0.33815336340401125,2D AE mixed-T exclusion,2,normalized_delta,192
12,0.20034413595500256,0.23410120902414572,0.20034413595500256,0.3150738800609514,0.1304872717731508,0.09642759101799496,0.18066291428403236,0.3150738800609514,0.23410120902414572,0.22496894289035985,0.13037790279884479,0.3434218535861491,0.23292289975845124,0.3434218535861491,2D AE mixed-T exclusion,2,normalized_delta,192
13,0.19850625009085737,0.22983496378800097,0.19850625009085737,0.3121216995360373,0.12957934934652507,0.09599133079034503,0.17923079322430246,0.3121216995360373,0.22983496378800097,0.21770832913759303,0.12817003535302846,0.3399411793528615,0.22860651461449433,0.3399411793528615,2D AE mixed-T exclusion,2,normalized_delta,192
14,0.19648462139586148,0.23278191988645386,0.19648462139586148,0.30886609868194453,0.12810035050411578,0.09507794678211212,0.1773481319893908,0.30886609868194453,0.23278191988645386,0.21973835627865443,0.1288703785572005,0.3457253240073394,0.23144468628106477,0.3457253240073394,2D AE mixed-T exclusion,2,normalized_delta,192
15,0.19463621242696397,0.23555897365502537,0.19463621242696397,0.30554864874529797,0.12737715335771257,0.09450671398684674,0.1758108386966191,0.30554864874529797,0.23555897365502537,0.2207106720393603,0.13233403310571845,0.34998677083732266,0.23434382532746714,0.34998677083732266,2D AE mixed-T exclusion,2,normalized_delta,192
16,0.19218287071739165,0.2327187952386539,0.19218287071739165,0.30118895680718055,0.1265289921025691,0.09370004209535954,0.17380599700170307,0.30118895680718055,0.2327187952386539,0.22098352733325768,0.12449118959668436,0.3487869328966266,0.23142054994218952,0.3487869328966266,2D AE mixed-T exclusion,2,normalized_delta,192
