epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.6929758426390196,0.6071597427325813,0.705694453967245,0.6873512066508595,0.8685285079636071,0.5230478030286337,0.6929758392143669,0.8685285079636071,0.6019370205798431,0.382572530885227,0.7288378000957891,0.7153279987396672,0.6089127765735611,0.7288378000957891,2D AE mixed-T exclusion,6,normalized_delta,96
2,0.5395134563508787,0.5681453972956851,0.5542957351395958,0.5555374991736914,0.6771071077177399,0.38589574627970397,0.5395134510570451,0.6771071077177399,0.5628343233250473,0.3583580586127937,0.6822355160838924,0.6691581779159606,0.5699172508708822,0.6822355160838924,2D AE mixed-T exclusion,6,normalized_delta,96
3,0.5166596633823295,0.5568812078943378,0.5314162176690603,0.521728925289292,0.6557331135398463,0.3725169471612102,0.5166596619967828,0.6557331135398463,0.5516120215191653,0.371189983561635,0.6651515856501646,0.6399420404341072,0.5587612032153023,0.6651515856501646,2D AE mixed-T exclusion,6,normalized_delta,96
4,0.495222355033222,0.49006833335090627,0.5077128182116307,0.5127791794114991,0.5864504438481832,0.3864374505061852,0.49522235792195585,0.5864504438481832,0.4848027405966269,0.39124759181868285,0.6059279047185555,0.4806778737111017,0.49261779008278,0.6059279047185555,2D AE mixed-T exclusion,6,normalized_delta,96
5,0.34374657281135257,0.2869981775746534,0.3456763527895275,0.3371010434078543,0.409809385240078,0.28432929198208606,0.34374657354333943,0.409809385240078,0.28329148287639805,0.23941940316581167,0.2402612197038252,0.3853012755862437,0.2883272994852935,0.3853012755862437,2D AE mixed-T exclusion,6,normalized_delta,96
6,0.21990648633555362,0.23419352203705593,0.20860775913062848,0.13928937890419835,0.3416675337443226,0.17876254622089235,0.21990648628980444,0.3416675337443226,0.23121427287788768,0.21935060937539674,0.1400753717898624,0.3472814625420142,0.23556914790242445,0.3472814625420142,2D AE mixed-T exclusion,6,normalized_delta,96
7,0.19939291461517936,0.22469414420376874,0.1865518664058886,0.11241940401102367,0.31976336350566464,0.1659959772209588,0.19939291491254904,0.31976336350566464,0.222056158340389,0.21304053426138125,0.12743569484882755,0.3375788042030763,0.2260183444377617,0.3375788042030763,2D AE mixed-T exclusion,6,normalized_delta,96
8,0.1935134448895329,0.22291123087910053,0.18086651097002782,0.10570275667858751,0.3130306820728277,0.1618068985101816,0.19351344575386561,0.3130306820728277,0.22046336209597556,0.2080724582556286,0.12947883655579062,0.33442262549942825,0.22399130677028248,0.33442262549942825,2D AE mixed-T exclusion,6,normalized_delta,96
9,0.1902651358199747,0.22199173855325696,0.1776384961056082,0.10199994247798858,0.30956963806560167,0.15922582892602996,0.19026513648987342,0.30956963806560167,0.21948268253258185,0.20977605339794536,0.12508786141552264,0.3347925831185421,0.22321883264400336,0.3347925831185421,2D AE mixed-T exclusion,6,normalized_delta,96
10,0.1875322636412947,0.22172912487171983,0.1752054118404263,0.09902284729637598,0.3063582180361999,0.15721572528740294,0.18753226353999294,0.3063582180361999,0.21910391452011505,0.20810756853461498,0.12614266199670965,0.33459794655209407,0.22294939236113956,0.33459794655209407,2D AE mixed-T exclusion,6,normalized_delta,96
11,0.18561796055812585,0.2194287039976763,0.17333698104086676,0.09656057409746083,0.30459016981093506,0.15570313801106653,0.1856179606398208,0.30459016981093506,0.21683388352639188,0.208331664565776,0.12158539212032338,0.33200403266528156,0.22064036311712698,0.33200403266528156,2D AE mixed-T exclusion,6,normalized_delta,96
12,0.18426998006670098,0.2194338691862006,0.17198327352341852,0.0951576049488626,0.3022374924468367,0.15541484291224103,0.18426998010264675,0.3022374924468367,0.21690583310433123,0.2071306599318632,0.12104981769516598,0.3339698512281757,0.22071677628506828,0.3339698512281757,2D AE mixed-T exclusion,6,normalized_delta,96
13,0.1834757168826304,0.22021438844109836,0.17077884627015968,0.09391387019698558,0.3015901453400913,0.15492313500297697,0.18347571684668462,0.3015901453400913,0.21749220927074356,0.2112287915952038,0.1195473963416589,0.33423485506500583,0.22167034766728952,0.33423485506500583,2D AE mixed-T exclusion,6,normalized_delta,96
14,0.1823871586667864,0.2213876014170972,0.1700750835632023,0.0929322948581294,0.3007651229045893,0.1534640588748612,0.1823871588791933,0.3007651229045893,0.21875794122828857,0.21341558278436423,0.12401877875163336,0.3307261558366008,0.2227201724575328,0.3307261558366008,2D AE mixed-T exclusion,6,normalized_delta,96
