source,probe,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance
depablo_low_temp,constant,20,20,20,-0.02259338538615574,0.34299813620176817,0.1309363081666797
depablo_low_temp,initial_pc1,20,20,20,0.985207647343926,0.03350000364342496,0.1309363081666797
depablo_low_temp,initial_z,20,20,20,0.9860731431939923,0.03323917100866839,0.1309363081666797
depablo_low_temp,observed_prefix,20,20,20,0.9832775353643011,0.038787878857233574,0.1309363081666797
depablo_mixed_temp,constant,20,20,20,-0.02573579434740081,0.3235672229246395,0.12643548055144446
depablo_mixed_temp,initial_pc1,20,20,20,0.932427399063327,0.07445457342526923,0.12643548055144446
depablo_mixed_temp,initial_z,20,20,20,0.9294837761035153,0.07648389317901894,0.12643548055144446
depablo_mixed_temp,observed_prefix,20,20,20,0.9067142154684347,0.08814626785591174,0.12643548055144446
reid,constant,20,20,20,-0.09034610605757853,0.17800487846322086,0.039261933802947645
reid,initial_pc1,20,20,20,0.9015180675821475,0.053617798415720896,0.039261933802947645
reid,initial_z,20,20,20,0.9042889741200811,0.05247404075407648,0.039261933802947645
reid,observed_prefix,20,20,20,0.9514859310502151,0.035058705206691125,0.039261933802947645
