epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.43300296347687556,0.388513123550525,0.43300296347687556,0.44415432856572035,0.48284848161425514,0.3251652474222344,0.41738935253406995,0.48284848161425514,0.388513123550525,0.3043302847666943,0.49146646198473476,0.36371534145192097,0.38650402940111667,0.49146646198473476,2D AE mixed-T exclusion,6,normalized_delta,192
2,0.3217583421492026,0.270654866186215,0.3217583421492026,0.3034416166784285,0.3809318310493474,0.24796327495977255,0.31077890756251614,0.3809318310493474,0.270654866186215,0.28271982635054344,0.18330843475598255,0.34470947233862,0.270245911148382,0.34470947233862,2D AE mixed-T exclusion,6,normalized_delta,192
3,0.2283260777963203,0.22834153680695576,0.2283260777963203,0.12078937645141385,0.34730258806348907,0.16507751856918976,0.21105649436136423,0.34730258806348907,0.22834153680695576,0.20826159087950957,0.13737957768730427,0.3350997159943769,0.22691362818706354,0.3350997159943769,2D AE mixed-T exclusion,6,normalized_delta,192
4,0.2148635113747463,0.224181579288049,0.2148635113747463,0.10693052294622729,0.33579945629115215,0.1440506275564591,0.1955935355979462,0.33579945629115215,0.224181579288049,0.20052200084443184,0.13866488067433239,0.32877568284931935,0.22265418812269452,0.32877568284931935,2D AE mixed-T exclusion,6,normalized_delta,192
5,0.21102646130863345,0.2252924160244181,0.21102646130863345,0.10458808371774045,0.3311331044108364,0.1401402167231506,0.1919538016172425,0.3311331044108364,0.2252924160244181,0.20817718809430905,0.12995009946048652,0.3336620181088189,0.22392976855453817,0.3336620181088189,2D AE mixed-T exclusion,6,normalized_delta,192
6,0.20803177242910037,0.22530200197741204,0.20803177242910037,0.10222009306882722,0.3269861414102212,0.13747448888714847,0.18889357445539898,0.3269861414102212,0.22530200197741204,0.2076685814300869,0.12945088790239473,0.33438469958246536,0.223834722971649,0.33438469958246536,2D AE mixed-T exclusion,6,normalized_delta,192
7,0.20517001502202628,0.2228418691859891,0.20517001502202628,0.10066614223422472,0.3232111140794483,0.134404816577082,0.18609402429691835,0.3232111140794483,0.2228418691859891,0.2001497913795979,0.13303891558347172,0.33117071267119363,0.22145313987808776,0.33117071267119363,2D AE mixed-T exclusion,6,normalized_delta,192
8,0.20342532095381888,0.23274658882911217,0.20342532095381888,0.09999981426450277,0.32032708540479415,0.13291757726515802,0.1844148256448183,0.32032708540479415,0.23274658882911217,0.2282614049568594,0.12390830512648743,0.34236047760044275,0.2315100625612632,0.34236047760044275,2D AE mixed-T exclusion,6,normalized_delta,192
9,0.2016306231410423,0.22462713624580255,0.2016306231410423,0.09890906667902563,0.317703285686288,0.13211868510483954,0.18291034582338436,0.317703285686288,0.22462713624580255,0.20619803723046912,0.12552495124798857,0.3383300414848092,0.22335100998775567,0.3383300414848092,2D AE mixed-T exclusion,6,normalized_delta,192
10,0.1999142894895208,0.23237985901283562,0.1999142894895208,0.09819170520649181,0.31519082969395346,0.13082328421720443,0.18140193970588325,0.31519082969395346,0.23237985901283562,0.2173447053572361,0.1272991001287377,0.3490416467630942,0.23122848408302268,0.3490416467630942,2D AE mixed-T exclusion,6,normalized_delta,192
11,0.1983364600006683,0.22557860540873403,0.1983364600006683,0.09725910237267428,0.31317851373505634,0.12943610693551402,0.17995790768108155,0.31317851373505634,0.22557860540873403,0.202139667230361,0.12855230694097516,0.3425089330387939,0.2244003024033767,0.3425089330387939,2D AE mixed-T exclusion,6,normalized_delta,192
12,0.19629947716770546,0.22822171771867492,0.19629947716770546,0.0956820791544224,0.31090697750687385,0.12739919879032072,0.177996085150539,0.31090697750687385,0.22822171771867492,0.20964280129261711,0.1255118949412319,0.3460515556023701,0.22706875061207307,0.3460515556023701,2D AE mixed-T exclusion,6,normalized_delta,192
13,0.19491013630457077,0.2287468170356633,0.19491013630457077,0.09519165850593501,0.30859613973071687,0.1259209594290644,0.17656958588857208,0.30859613973071687,0.2287468170356633,0.20842134918982877,0.1271526208122898,0.347463613057411,0.22767919435317654,0.347463613057411,2D AE mixed-T exclusion,6,normalized_delta,192
14,0.19340334000267737,0.22651659863371837,0.19340334000267737,0.09427519243203937,0.30597635269906126,0.12540619397208386,0.17521924636772815,0.30597635269906126,0.22651659863371837,0.2056147348348725,0.12339159612494864,0.3474272987780798,0.22547787657930032,0.3474272987780798,2D AE mixed-T exclusion,6,normalized_delta,192
15,0.190976024745942,0.22973077306325765,0.190976024745942,0.09263397420907052,0.3028814242838437,0.12275413989683293,0.17275651279658236,0.3028814242838437,0.22973077306325765,0.21262082576558508,0.12665523208040547,0.3459944866352568,0.22842351482708245,0.3459944866352568,2D AE mixed-T exclusion,6,normalized_delta,192
