epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_lj_noisy_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
11,0.19168133397112813,0.23816734454349467,0.17953128755876893,0.11905961027237731,0.3169186423026156,0.13930610392177314,0.1917614521655887,0.3169186423026156,0.22115510819773926,0.35192251840704364,0.15070871732834923,0.21187079795881322,0.23816734456473534,0.35192251840704364,shared_no_mixed,8,normalized_delta,128
12,0.19279101992908276,0.2394451642507001,0.18050207508760585,0.11769911451396388,0.3186201902857998,0.13978904573933074,0.1920361168463648,0.3186201902857998,0.2219412607189856,0.3535283557286388,0.1520061175289907,0.21280102198453327,0.23944516508072092,0.3535283557286388,shared_no_mixed,8,normalized_delta,128
13,0.1894334427881659,0.2401621322490667,0.17729438498877642,0.11644084933279476,0.31484281284767285,0.13688772175983902,0.18939046131343554,0.31484281284767285,0.2238260770706754,0.34939689542117874,0.15343538846232388,0.2176541116088629,0.2401621318307885,0.34939689542117874,shared_no_mixed,8,normalized_delta,128
14,0.18812718035881978,0.2380786223631156,0.17610914453602675,0.11554112642819822,0.312676092433302,0.1361906778818944,0.18813596558113155,0.312676092433302,0.22128406884638888,0.3506270555289168,0.15306076183915138,0.21054805140746266,0.23807862292517698,0.3506270555289168,shared_no_mixed,8,normalized_delta,128
15,0.1874862015247345,0.23940620108654626,0.1756824898615218,0.11418360220530713,0.3127166927906505,0.13480196789952748,0.18723408763182836,0.3127166927906505,0.2218220819376017,0.3539546991649427,0.15121237640514185,0.21305153062076945,0.23940620206361798,0.3539546991649427,shared_no_mixed,8,normalized_delta,128
16,0.18714054888277723,0.23946929997519442,0.1747197891536512,0.11372792994944562,0.31295198719752465,0.13389242354192232,0.18685744689629755,0.31295198719752465,0.22356559975366844,0.3534928637115579,0.15288550577273494,0.212029533156831,0.23946930088037463,0.3534928637115579,shared_no_mixed,8,normalized_delta,128
17,0.18601907912576407,0.23971981841482615,0.17386438982528551,0.11307928080893528,0.31051579507296545,0.13368250568184936,0.18575919385458337,0.31051579507296545,0.22118231979639907,0.35433806490741276,0.14584528028376792,0.21897610495553205,0.23971981671557088,0.35433806490741276,shared_no_mixed,8,normalized_delta,128
18,0.18452668710235964,0.2390562000635423,0.17243579492757194,0.11167917668845662,0.3091552872537521,0.1319776656923064,0.1842707098781717,0.3091552872537521,0.22154756960900207,0.3517786086782029,0.148927630405677,0.21646236318506692,0.23905620075631562,0.3517786086782029,shared_no_mixed,8,normalized_delta,128
19,0.1830286248472699,0.23963022235977022,0.17143145966948126,0.11100915441630592,0.3065460734330771,0.13124114448171958,0.18293212411036755,0.3065460734330771,0.22228996671344103,0.3531701173437269,0.14810371106784595,0.21761684052057956,0.23963022297738412,0.3531701173437269,shared_no_mixed,8,normalized_delta,128
20,0.18059251241124513,0.2364375425404624,0.1688846605127318,0.10938120598603092,0.30331435890116715,0.12942550358476868,0.1807070228239889,0.30331435890116715,0.21947423600052532,0.3504430886554091,0.14266144272528197,0.21620809328987411,0.23643754155685506,0.3504430886554091,shared_no_mixed,8,normalized_delta,128
21,0.1790523897660406,0.23733546600530023,0.16721662486854352,0.10780313528392096,0.3009434735239075,0.12850858609992685,0.17908506496925178,0.3009434735239075,0.21998983990204962,0.3536521089312277,0.144478837430085,0.2138754534486093,0.23733546660330732,0.3536521089312277,shared_no_mixed,8,normalized_delta,128
