split,source,sim_idx,frame,z0,z1
train,reid,0,0,0.510735809803009,0.2879011034965515
train,reid,0,10,1.594335675239563,-0.33313125371932983
train,reid,0,20,2.7519986629486084,-0.9964320659637451
train,reid,0,30,3.911452293395996,-1.6606488227844238
train,reid,0,40,5.067152500152588,-2.3225977420806885
train,reid,0,50,6.217470169067383,-2.9813430309295654
train,reid,0,60,7.360520362854004,-3.635809898376465
train,reid,0,70,8.49588394165039,-4.285752773284912
train,reid,0,80,9.622733116149902,-4.930696487426758
train,reid,0,90,10.74052906036377,-5.570330619812012
train,reid,0,100,11.849299430847168,-6.204679489135742
train,depablo_low_temp,1,0,0.8273582458496094,0.16099704802036285
train,depablo_low_temp,1,10,1.4254398345947266,-0.18171606957912445
train,depablo_low_temp,1,20,2.0076706409454346,-0.5153096318244934
train,depablo_low_temp,1,30,2.58699631690979,-0.8472030758857727
train,depablo_low_temp,1,40,3.1632461547851562,-1.1772997379302979
train,depablo_low_temp,1,50,3.7366843223571777,-1.5057538747787476
train,depablo_low_temp,1,60,4.307199001312256,-1.8324995040893555
train,depablo_low_temp,1,70,4.874497413635254,-2.15736985206604
train,depablo_low_temp,1,80,5.439376354217529,-2.480815887451172
train,depablo_low_temp,1,90,6.000101089477539,-2.8018481731414795
train,depablo_low_temp,1,100,6.558313369750977,-3.1214067935943604
train,depablo_mixed_temp,2,0,0.7697767615318298,0.20186828076839447
train,depablo_mixed_temp,2,10,0.6831586956977844,0.25284647941589355
train,depablo_mixed_temp,2,20,1.0740258693695068,0.03304252028465271
train,depablo_mixed_temp,2,30,1.9416937828063965,-0.46912288665771484
train,depablo_mixed_temp,2,40,2.5586130619049072,-0.8226948976516724
train,depablo_mixed_temp,2,50,3.553168535232544,-1.3846112489700317
train,depablo_mixed_temp,2,60,4.004945755004883,-1.6490615606307983
train,depablo_mixed_temp,2,70,5.018950462341309,-2.226066827774048
train,depablo_mixed_temp,2,80,5.289945602416992,-2.3851475715637207
train,depablo_mixed_temp,2,90,6.1008453369140625,-2.8502445220947266
train,depablo_mixed_temp,2,100,6.659526348114014,-3.1733345985412598
train,lj_noisy,3,0,-0.43803855776786804,-0.2687819302082062
train,lj_noisy,3,10,0.1539730429649353,-0.6088829636573792
train,lj_noisy,3,20,0.7371758818626404,-0.9440547227859497
train,lj_noisy,3,30,1.3156079053878784,-1.276437759399414
train,lj_noisy,3,40,1.8868244886398315,-1.6046046018600464
train,lj_noisy,3,50,2.4407551288604736,-1.9227350950241089
train,lj_noisy,3,60,2.9901680946350098,-2.238097906112671
train,lj_noisy,3,70,3.5295610427856445,-2.54748797416687
train,lj_noisy,3,80,4.07220983505249,-2.858543634414673
train,lj_noisy,3,90,4.620445251464844,-3.1725571155548096
train,lj_noisy,3,100,5.170555591583252,-3.487438917160034
val,reid,0,0,0.5267279744148254,0.278603732585907
val,reid,0,10,1.5912339687347412,-0.33121418952941895
val,reid,0,50,5.645317554473877,-2.652996063232422
val,reid,0,100,10.135956764221191,-5.223988056182861
val,reid,1,0,0.5047199726104736,0.3009411692619324
val,reid,1,10,1.618912696838379,-0.3376835882663727
val,reid,1,50,6.122257709503174,-2.9164440631866455
val,reid,1,100,11.040839195251465,-5.72967004776001
val,reid,2,0,0.5285890102386475,0.2940216660499573
val,reid,2,10,1.6643085479736328,-0.35750624537467957
val,reid,2,50,6.123538494110107,-2.9148473739624023
val,reid,2,100,11.058119773864746,-5.742437362670898
val,reid,3,0,0.3247002363204956,0.3459221124649048
val,reid,3,10,0.8736437559127808,0.031217055395245552
val,reid,3,50,2.9946470260620117,-1.1846916675567627
val,reid,3,100,5.593059062957764,-2.6742806434631348
val,reid,4,0,0.43016406893730164,0.3173196315765381
val,reid,4,10,1.1685495376586914,-0.10598812997341156
val,reid,4,50,4.083621978759766,-1.7770220041275024
val,reid,4,100,7.670526504516602,-3.8328425884246826
val,reid,5,0,0.4629001021385193,0.30220460891723633
val,reid,5,10,1.2456555366516113,-0.14639337360858917
val,reid,5,50,4.350746154785156,-1.925810694694519
val,reid,5,100,8.163627624511719,-4.110445976257324
val,reid,6,0,0.43477481603622437,0.3123568892478943
val,reid,6,10,1.139386773109436,-0.09140804409980774
val,reid,6,50,3.926872730255127,-1.688631534576416
val,reid,6,100,7.374425411224365,-3.6638591289520264
val,reid,7,0,0.5002302527427673,0.2988506257534027
val,reid,7,10,1.5168201923370361,-0.2840246856212616
val,reid,7,50,5.562981605529785,-2.603759765625
val,reid,7,100,10.233128547668457,-5.280734062194824
val,reid,8,0,0.5323348045349121,0.2803492248058319
val,reid,8,10,1.5569393634796143,-0.306748628616333
val,reid,8,50,5.710880279541016,-2.6860342025756836
val,reid,8,100,10.503216743469238,-5.427737236022949
val,reid,9,0,0.366224080324173,0.34223663806915283
val,reid,9,10,1.0740636587142944,-0.06389234215021133
val,reid,9,50,3.8344454765319824,-1.647720456123352
val,reid,9,100,7.242131233215332,-3.602745532989502
val,reid,10,0,0.3569221794605255,0.34314849972724915
val,reid,10,10,1.1476852893829346,-0.11042626202106476
val,reid,10,50,4.275205612182617,-1.904063105583191
val,reid,10,100,8.129738807678223,-4.114121913909912
val,reid,11,0,0.4592755436897278,0.3152853548526764
val,reid,11,10,1.3346554040908813,-0.18692681193351746
val,reid,11,50,4.764542102813721,-2.154170513153076
val,reid,11,100,8.916878700256348,-4.535144805908203
val,reid,12,0,0.5399710536003113,0.2819344699382782
val,reid,12,10,1.5929759740829468,-0.3217225968837738
val,reid,12,50,5.822366237640381,-2.746042251586914
val,reid,12,100,10.636273384094238,-5.5042219161987305
val,reid,13,0,0.45779478549957275,0.30621978640556335
val,reid,13,10,1.2494460344314575,-0.14754101634025574
val,reid,13,50,4.410644054412842,-1.959539532661438
val,reid,13,100,8.321151733398438,-4.200957298278809
val,reid,14,0,0.38169634342193604,0.3362002968788147
val,reid,14,10,1.1421386003494263,-0.10006771981716156
val,reid,14,50,4.135403633117676,-1.8172227144241333
val,reid,14,100,7.832401275634766,-3.9380884170532227
val,reid,15,0,0.47158360481262207,0.29854637384414673
val,reid,15,10,1.302176833152771,-0.17738211154937744
val,reid,15,50,4.629794597625732,-2.0835676193237305
val,reid,15,100,8.711992263793945,-4.421343803405762
val,reid,16,0,0.48337113857269287,0.29664379358291626
val,reid,16,10,1.3320828676223755,-0.18979087471961975
val,reid,16,50,4.689159393310547,-2.1136786937713623
val,reid,16,100,8.77112865447998,-4.452662467956543
val,reid,17,0,0.5246179699897766,0.2853449881076813
val,reid,17,10,1.5143088102340698,-0.2817361354827881
val,reid,17,50,5.46473503112793,-2.5438168048858643
val,reid,17,100,9.985538482666016,-5.130641937255859
val,reid,18,0,0.514739453792572,0.2876349985599518
val,reid,18,10,1.4986891746520996,-0.2764047682285309
val,reid,18,50,5.26767635345459,-2.4365782737731934
val,reid,18,100,9.65788459777832,-4.951236724853516
val,reid,19,0,0.5172836184501648,0.2897730767726898
val,reid,19,10,1.5512645244598389,-0.30304622650146484
val,reid,19,50,5.792971134185791,-2.7347214221954346
val,reid,19,100,10.811511039733887,-5.610284805297852
val,depablo_low_temp,20,0,0.7245176434516907,0.22971224784851074
val,depablo_low_temp,20,10,1.3915562629699707,-0.15333160758018494
val,depablo_low_temp,20,50,4.032532691955566,-1.6697955131530762
val,depablo_low_temp,20,100,7.300643444061279,-3.5461456775665283
val,depablo_low_temp,21,0,0.7551335096359253,0.22011524438858032
val,depablo_low_temp,21,10,1.4248477220535278,-0.16410692036151886
val,depablo_low_temp,21,50,4.065130233764648,-1.6788315773010254
val,depablo_low_temp,21,100,7.3388671875,-3.5566773414611816
val,depablo_low_temp,22,0,0.7763862609863281,0.18791945278644562
val,depablo_low_temp,22,10,1.329113245010376,-0.12847836315631866
val,depablo_low_temp,22,50,3.4926774501800537,-1.3669754266738892
val,depablo_low_temp,22,100,6.157069206237793,-2.8921127319335938
val,depablo_low_temp,23,0,0.8390557169914246,0.1342889666557312
val,depablo_low_temp,23,10,1.2047230005264282,-0.07510596513748169
val,depablo_low_temp,23,50,2.489854335784912,-0.8104288578033447
val,depablo_low_temp,23,100,4.010419845581055,-1.6793538331985474
val,depablo_low_temp,24,0,0.78281170129776,0.1722421497106552
val,depablo_low_temp,24,10,1.2575663328170776,-0.09971033036708832
val,depablo_low_temp,24,50,3.0401740074157715,-1.1205689907073975
val,depablo_low_temp,24,100,5.193822860717773,-2.3532817363739014
val,depablo_low_temp,25,0,0.8498745560646057,0.11589843034744263
val,depablo_low_temp,25,10,1.168836236000061,-0.06634073704481125
val,depablo_low_temp,25,50,2.1999752521514893,-0.653565526008606
val,depablo_low_temp,25,100,3.4105589389801025,-1.3406835794448853
val,depablo_low_temp,26,0,0.8340250253677368,0.14633405208587646
val,depablo_low_temp,26,10,1.1927562952041626,-0.05906548723578453
val,depablo_low_temp,26,50,2.3832197189331055,-0.7394546866416931
val,depablo_low_temp,26,100,3.7756943702697754,-1.5337378978729248
val,depablo_low_temp,27,0,0.8600652813911438,0.11799339950084686
val,depablo_low_temp,27,10,1.1757726669311523,-0.06292204558849335
val,depablo_low_temp,27,50,2.194525957107544,-0.6464951634407043
val,depablo_low_temp,27,100,3.3899893760681152,-1.3303900957107544
val,depablo_low_temp,28,0,0.7386069297790527,0.22306683659553528
val,depablo_low_temp,28,10,1.366721510887146,-0.13716936111450195
val,depablo_low_temp,28,50,3.858147144317627,-1.5659512281417847
val,depablo_low_temp,28,100,6.93904447555542,-3.3326263427734375
val,depablo_low_temp,29,0,0.8325238227844238,0.1438041478395462
val,depablo_low_temp,29,10,1.2521518468856812,-0.09648723155260086
val,depablo_low_temp,29,50,2.809405565261841,-0.9875350594520569
val,depablo_low_temp,29,100,4.678244113922119,-2.0559895038604736
val,depablo_low_temp,30,0,0.8160274028778076,0.13451877236366272
val,depablo_low_temp,30,10,1.0932679176330566,-0.023904170840978622
val,depablo_low_temp,30,50,1.9934184551239014,-0.5369374752044678
val,depablo_low_temp,30,100,3.0522327423095703,-1.138826608657837
val,depablo_low_temp,31,0,0.7488300800323486,0.20939956605434418
val,depablo_low_temp,31,10,1.4145506620407104,-0.17228999733924866
val,depablo_low_temp,31,50,4.045238494873047,-1.6805603504180908
val,depablo_low_temp,31,100,7.30105447769165,-3.546909809112549
val,depablo_low_temp,32,0,0.8284934759140015,0.13682641088962555
val,depablo_low_temp,32,10,1.1251142024993896,-0.032841093838214874
val,depablo_low_temp,32,50,2.124650478363037,-0.6037336587905884
val,depablo_low_temp,32,100,3.3094003200531006,-1.2793134450912476
val,depablo_low_temp,33,0,0.7604253888130188,0.19873329997062683
val,depablo_low_temp,33,10,1.3470942974090576,-0.1373196691274643
val,depablo_low_temp,33,50,3.6747336387634277,-1.470645546913147
val,depablo_low_temp,33,100,6.562297821044922,-3.124680519104004
val,depablo_low_temp,34,0,0.820143461227417,0.13876529037952423
val,depablo_low_temp,34,10,1.1289654970169067,-0.03794838860630989
val,depablo_low_temp,34,50,2.11350679397583,-0.5992814898490906
val,depablo_low_temp,34,100,3.2619431018829346,-1.251667857170105
val,depablo_low_temp,35,0,0.8489025831222534,0.12935197353363037
val,depablo_low_temp,35,10,1.189068078994751,-0.06542528420686722
val,depablo_low_temp,35,50,2.321641445159912,-0.7132520079612732
val,depablo_low_temp,35,100,3.658111333847046,-1.4767606258392334
val,depablo_low_temp,36,0,0.7629896402359009,0.20489981770515442
val,depablo_low_temp,36,10,1.4036206007003784,-0.16231149435043335
val,depablo_low_temp,36,50,3.93508243560791,-1.6131129264831543
val,depablo_low_temp,36,100,7.067575454711914,-3.40803599357605
val,depablo_low_temp,37,0,0.7833964824676514,0.19839328527450562
val,depablo_low_temp,37,10,1.4551080465316772,-0.18671172857284546
val,depablo_low_temp,37,50,4.097318172454834,-1.7010701894760132
val,depablo_low_temp,37,100,7.355347156524658,-3.567483425140381
val,depablo_low_temp,38,0,0.8273023962974548,0.13211430609226227
val,depablo_low_temp,38,10,1.1863112449645996,-0.07319673150777817
val,depablo_low_temp,38,50,2.445223093032837,-0.7922500967979431
val,depablo_low_temp,38,100,3.936135768890381,-1.6428248882293701
val,depablo_low_temp,39,0,0.7560057640075684,0.2045106738805771
val,depablo_low_temp,39,10,1.3483572006225586,-0.13483421504497528
val,depablo_low_temp,39,50,3.692750930786133,-1.477757215499878
val,depablo_low_temp,39,100,6.590075492858887,-3.1372714042663574
val,depablo_mixed_temp,40,0,0.8655031323432922,0.10790392756462097
val,depablo_mixed_temp,40,10,-1.444054126739502,1.4484364986419678
val,depablo_mixed_temp,40,50,0.8596980571746826,0.13245129585266113
val,depablo_mixed_temp,40,100,0.5568176507949829,0.28710079193115234
val,depablo_mixed_temp,41,0,0.7247575521469116,0.22952696681022644
val,depablo_mixed_temp,41,10,0.176780104637146,0.5542946457862854
val,depablo_mixed_temp,41,50,2.7535247802734375,-0.9328557252883911
val,depablo_mixed_temp,41,100,5.182194709777832,-2.320850133895874
val,depablo_mixed_temp,42,0,0.7551270723342896,0.22011800110340118
val,depablo_mixed_temp,42,10,1.434903621673584,-0.16961875557899475
val,depablo_mixed_temp,42,50,4.073218822479248,-1.6842950582504272
val,depablo_mixed_temp,42,100,7.323635101318359,-3.547548294067383
val,depablo_mixed_temp,43,0,0.7669671773910522,0.19254307448863983
val,depablo_mixed_temp,43,10,0.19347509741783142,0.5206388831138611
val,depablo_mixed_temp,43,50,2.0553345680236816,-0.5494639277458191
val,depablo_mixed_temp,43,100,5.209758758544922,-2.3525333404541016
val,depablo_mixed_temp,44,0,0.8442210555076599,0.13719306886196136
val,depablo_mixed_temp,44,10,-1.4562344551086426,1.46002995967865
val,depablo_mixed_temp,44,50,0.8492832779884338,0.1317400485277176
val,depablo_mixed_temp,44,100,2.5428378582000732,-0.8318572640419006
val,depablo_mixed_temp,45,0,0.8047657608985901,0.14812438189983368
val,depablo_mixed_temp,45,10,-1.498274564743042,1.4760847091674805
val,depablo_mixed_temp,45,50,0.31462562084198,0.44274136424064636
val,depablo_mixed_temp,45,100,2.3322370052337646,-0.7023492455482483
val,depablo_mixed_temp,46,0,0.8293808102607727,0.14670775830745697
val,depablo_mixed_temp,46,10,-2.562929153442383,2.0983235836029053
val,depablo_mixed_temp,46,50,-0.6932193040847778,1.016670823097229
val,depablo_mixed_temp,46,100,1.640178918838501,-0.3116465210914612
val,depablo_mixed_temp,47,0,0.7518277168273926,0.21029426157474518
val,depablo_mixed_temp,47,10,0.6030251979827881,0.2971478998661041
val,depablo_mixed_temp,47,50,3.072000503540039,-1.1217812299728394
val,depablo_mixed_temp,47,100,5.8594746589660645,-2.7168543338775635
val,depablo_mixed_temp,48,0,0.782589316368103,0.17243070900440216
val,depablo_mixed_temp,48,10,0.455206036567688,0.36078929901123047
val,depablo_mixed_temp,48,50,1.9009294509887695,-0.4631154537200928
val,depablo_mixed_temp,48,100,3.870669364929199,-1.5904903411865234
val,depablo_mixed_temp,49,0,0.7699378728866577,0.20188698172569275
val,depablo_mixed_temp,49,10,0.1431024670600891,0.5715665221214294
val,depablo_mixed_temp,49,50,2.2504940032958984,-0.6388830542564392
val,depablo_mixed_temp,49,100,5.648741722106934,-2.5955238342285156
val,depablo_mixed_temp,50,0,0.8269702792167664,0.1449161320924759
val,depablo_mixed_temp,50,10,-3.858703851699829,2.847485065460205
