epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_source_lj_noisy_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_reid_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.9992702498155481,1.0514859954516094,0.9992702498155481,0.0019023977562456446,1.1068417500047123,1.2463139330639559,0.6446550243041095,1.0514859954516094,0.002015567064518109,0.960103377699852,1.4921799898147583,0.7021746635437012,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
2,0.9883134365081787,1.0385537991921108,0.9883134365081787,0.0018812188577345189,1.0954968157936544,1.2283864371916826,0.641057056539199,1.0385537991921108,0.001986776323368152,0.9469267129898071,1.470835010210673,0.6978996793429056,0.4384221111738601,0.7895577527440001,60.0,-0.5126383851352669,-1.4711530714969334,-0.5126383851352669,-1.4711530714969334,-0.14068974396697942,0.07392766005811202,-1.4711530714969334,-0.14068974396697942,0.07392766005811202,-1.4711530714969334,0.4384221111738601,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
3,0.974172855124754,1.0132062683502834,0.974172855124754,0.0018445176880477982,1.067132013685563,1.217369019985199,0.6380174896296333,1.0132062683502834,0.0019279830060744037,0.9193457414706548,1.4283967812856038,0.6918762723604838,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
4,0.938655790160684,0.9661177744468054,0.938655790160684,0.0017648843212929718,1.017892599105835,1.1675146853222567,0.6305601000785828,0.9661177744468054,0.001815989555325359,0.8663066774606705,1.348926345507304,0.6831203351418177,0.46822044118185935,0.790385159787326,60.0,-0.3520536501077558,-1.0703327201627602,-0.3520536501077558,-1.0703327201627602,-0.10557856853767489,0.11975033837716764,-1.0703327201627602,-0.10557856853767489,0.11975033837716764,-1.0703327201627602,0.46822044118185935,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
5,0.8797037215793834,0.8926769296328226,0.8797037215793834,0.0016250843250685755,0.9270718623610104,1.0923032620373894,0.6197360368335948,0.8926769296328226,0.0016394791794785608,0.7823380480209986,1.2237067719300587,0.6719859490791956,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
6,0.8038905578501084,0.8056280662616094,0.8038905578501084,0.0014414314920192257,0.8030049450257245,0.9983070001882666,0.6103597178178675,0.8056280662616094,0.0014328534501449515,0.686911811431249,1.0715832610925038,0.6583891262610754,0.5485580323387095,0.7833366478442294,60.0,0.06322844072369312,-0.06146969130552438,0.06322844072369312,-0.06146969130552438,0.011751725371639932,0.2394032881049638,-0.06146969130552438,0.011751725371639932,0.2394032881049638,-0.06146969130552438,0.5485580323387095,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
7,0.7276490576126996,0.7334051032861074,0.7276490576126996,0.0012620968114146415,0.6836287519511055,0.9034302199588102,0.5958881904097164,0.7334051032861074,0.0012706307364472498,0.6235020309686661,0.9346842616796494,0.6420290321111679,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
8,0.6773875425843632,0.6820830156405767,0.6773875425843632,0.0011542322155197755,0.6012293976895949,0.8545276873251971,0.576405546244453,0.6820830156405767,0.001172824064269662,0.5937438383698463,0.8335122764110565,0.618992971877257,0.5964871945000445,0.7768290785691129,60.0,0.0872352845380296,-0.182729191395137,0.0872352845380296,-0.182729191395137,0.11398632446171486,0.33044872054751095,-0.182729191395137,0.11398632446171486,0.33044872054751095,-0.182729191395137,0.5964871945000445,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
9,0.637538236730239,0.6283310055732727,0.637538236730239,0.0010810871882473722,0.5399485773899976,0.8177220786319059,0.5549440997488359,0.6283310055732727,0.0010756794702804957,0.5535234436392784,0.7368310590585073,0.5946385140220324,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
10,0.5876139051773969,0.5669454087813696,0.5876139051773969,0.0009950331295840442,0.4722461455008563,0.7620919066316941,0.5285036616465625,0.5669454087813696,0.0009695662059433138,0.5045552675922712,0.6323082149028778,0.5639727761348089,0.6349060641729036,0.8028469643554541,60.0,0.12394993715153517,-0.12424972446066063,0.12394993715153517,-0.12424972446066063,0.05746280915192614,0.43863672676334,-0.12424972446066063,0.05746280915192614,0.43863672676334,-0.12424972446066063,0.6349060641729036,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
11,0.5360076357336605,0.5009809955954552,0.5360076357336605,0.0009069040362887523,0.4000475336523617,0.7042007165796617,0.5037746359320248,0.5009809955954552,0.0008585494651924819,0.448367307583491,0.5270805781086286,0.5274950911601385,,,,,,,,,,,,,,,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
12,0.4783307366511401,0.42875828593969345,0.4783307366511401,0.0008124419631819953,0.3303199094884536,0.6393933050772723,0.4652789690915276,0.42875828593969345,0.0007401046168524772,0.3869739609460036,0.420113705098629,0.4791871930162112,0.6947124457093975,0.839146036628194,60.0,0.17746325359715198,-0.10960221343713994,0.17746325359715198,-0.10960221343713994,0.05855296870441751,0.5834390055241784,-0.10960221343713994,0.05855296870441751,0.5834390055241784,-0.10960221343713994,0.6947124457093975,shared4,2,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
