epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_lj_noisy_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.67225919585272,0.5151717893101952,0.6693069435518461,0.2716956647176856,1.8712626185297652,0.3093027703975153,0.2367757396050053,0.6722591983124928,1.8712626185297652,0.5996469319337913,0.17763888472212633,0.26856625987135846,0.17697176597865202,1.437510243075874,0.5151717884120027,1.437510243075874,shared4,8,normalized_delta,128
2,0.5719150486832244,0.5004919786816058,0.5705003968801221,0.189881011155633,1.7582841247398808,0.17357576937761188,0.16591929678748654,0.5719150505151531,1.7582841247398808,0.5845379003069617,0.16921151821821812,0.24405375377757277,0.18060937604090208,1.4080932612416772,0.5004919773195926,1.4080932612416772,shared4,8,normalized_delta,128
3,0.5540348857562586,0.48260679481764557,0.5552877159420607,0.1874750075188507,1.7019753419157697,0.16708676097300248,0.15960243477001984,0.5540348862944108,1.7019753419157697,0.5638117097877702,0.17020492469928716,0.22340031398143692,0.174695989893742,1.3621259471291138,0.482606793925895,1.3621259471291138,shared4,8,normalized_delta,128
4,0.5076428971064122,0.4469876807963424,0.5075766416291134,0.15706886704961984,1.5500910312015965,0.1647863141641925,0.1586253837753569,0.5076428990476914,1.5500910312015965,0.5274604660838018,0.17168388634979018,0.12531507187504543,0.16463388120865988,1.3263178859421387,0.44698768134390854,1.3263178859421387,shared4,8,normalized_delta,128
5,0.4773847567885721,0.43609135671566596,0.474668330677581,0.11484003224284793,1.4964569525149378,0.15874919917503258,0.13949283316122038,0.4773847542735097,1.4964569525149378,0.5222009549970212,0.1642589905766748,0.10171801551970333,0.12609870481146537,1.3522897125645117,0.4360913558680888,1.3522897125645117,shared4,8,normalized_delta,128
6,0.44835038536220867,0.40991523302355304,0.4473949068847621,0.08036994910000339,1.46562709472582,0.15228417555071747,0.09512032143339161,0.4483503852024831,1.46562709472582,0.4917446048157253,0.16349455210648978,0.07124449941053575,0.10849250924107232,1.296429367551926,0.40991523207750596,1.296429367551926,shared4,8,normalized_delta,128
7,0.4345740041349054,0.399691917502833,0.4330795814226674,0.06299079554818944,1.4431367004609674,0.1486635035036579,0.08350501185661491,0.4345740028423574,1.4431367004609674,0.4778390490254866,0.16131365870166084,0.0705207190605197,0.10439770949246148,1.2625355823885782,0.39969191741080506,1.2625355823885782,shared4,8,normalized_delta,128
8,0.42899737410778105,0.3991556217960218,0.42823707679959905,0.058238532937237485,1.4301324359345247,0.14712775108406914,0.08049077802094431,0.4289973744941939,1.4301324359345247,0.47718755257400597,0.16142397009668202,0.06948386185357104,0.10549712260051267,1.2602175358138066,0.39915562259114307,1.2602175358138066,shared4,8,normalized_delta,128
9,0.42523596545873027,0.3943200824495125,0.4247578726123065,0.0567124628420123,1.4194133092985932,0.14630677155403318,0.07851132031992117,0.42523596600364,1.4194133092985932,0.4713258713689953,0.15789326113692886,0.06680436600588645,0.10150756846502305,1.2510751330334207,0.3943200821603148,1.2510751330334207,shared4,8,normalized_delta,128
10,0.42248651872838705,0.39140167087316513,0.4223924692041956,0.05596216521557607,1.4105093146534269,0.14592806070964381,0.0775465325091162,0.4224865182719408,1.4105093146534269,0.46650586484861467,0.15865804889081084,0.06663145961630132,0.10111638652013519,1.2392007836063388,0.3914016696583965,1.2392007836063388,shared4,8,normalized_delta,128
11,0.4194537642999186,0.3917831984374363,0.41967103121148563,0.055293277576860624,1.4007536717014766,0.1453088697213139,0.07645923489001936,0.4194537634724176,1.4007536717014766,0.4664109471463874,0.15976847159738833,0.06813940879973499,0.10361960408252041,1.2356053112523828,0.3917831989330066,1.2356053112523828,shared4,8,normalized_delta,128
12,0.41764647480208517,0.3899511065878887,0.4181385242962586,0.0554062819973342,1.394028440039202,0.14503177280948157,0.07611940303291526,0.4176464744697333,1.394028440039202,0.46441490516773326,0.16056976060423514,0.06751089627585805,0.10109688451867035,1.2306268817704658,0.3899511057923073,1.2306268817704658,shared4,8,normalized_delta,128
13,0.41568230709803133,0.3896460503987644,0.4167486745126958,0.05535636072865341,1.3870142185593657,0.14444761461821584,0.07591104080364855,0.41568230867747086,1.3870142185593657,0.46434392760923726,0.1604072851655276,0.06546349895624776,0.10160070849148181,1.231112705536275,0.389646049537383,1.231112705536275,shared4,8,normalized_delta,128
