epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.7611338681296298,0.5926188431288066,0.7360351234151606,0.2720669806528259,1.7500026286694041,0.2440653891809154,0.7553783328343818,1.7500026286694041,0.6846484616398811,0.25588731942208187,0.19181735109733908,1.3301518604943627,0.5926188436712613,1.3301518604943627,shared3,6,normalized_delta,128
2,0.6502821485201518,0.5426689876537574,0.6280039497634821,0.17016819143064424,1.6191606778847545,0.15658030436096484,0.6486363912254546,1.6191606778847545,0.6315304571076443,0.196276053668637,0.15200656890673073,1.2797243515127583,0.5426689913627086,1.2797243515127583,shared3,6,normalized_delta,128
3,0.6144950514822676,0.5216036168368239,0.5874750366336421,0.13961944950114882,1.5697078331520682,0.13367549369209691,0.6143342587817714,1.5697078331520682,0.6063923485969243,0.16206278481373662,0.15036718641456806,1.2523808829094234,0.5216036180459094,1.2523808829094234,shared3,6,normalized_delta,128
4,0.5719448527223185,0.5037384991583072,0.5496852267729608,0.11501700658036369,1.4710293963290098,0.12785871668081533,0.571301706530063,1.4710293963290098,0.5881502145999357,0.13003193628239004,0.15818136703026922,1.223002190966355,0.5037384980930047,1.223002190966355,shared3,6,normalized_delta,128
5,0.5447084527789501,0.48022438703398956,0.5235980401436487,0.10062744560926942,1.4105422709594693,0.12280953760471261,0.5446597513911505,1.4105422709594693,0.5628423780202866,0.10847817375079581,0.1460005806464898,1.1861944044891157,0.4802243862954671,1.1861944044891157,shared3,6,normalized_delta,128
6,0.525452285586742,0.4635514576184122,0.5063147999215545,0.07803266770271979,1.3745127330746567,0.11923618395077555,0.5239271949093841,1.3745127330746567,0.5453768221171279,0.08828167991810723,0.1447804734404934,1.1575922211534098,0.4635514581706701,1.1575922211534098,shared3,6,normalized_delta,128
7,0.5041738787241149,0.44443907051494247,0.48537811129762415,0.062028334062861304,1.3372015259767833,0.1094948859852657,0.5029082486749702,1.3372015259767833,0.5287467765180688,0.06278729892678951,0.1160511284380367,1.1544787873563014,0.4444390715737092,1.1544787873563014,shared3,6,normalized_delta,128
8,0.48430330308905817,0.4461285089191638,0.46599433769782383,0.05645896409454585,1.3088590850955562,0.08746367962867545,0.4842605762729258,1.3088590850955562,0.5334677836220515,0.06198713071644306,0.10055717224941442,1.175841225605262,0.4461285095237065,1.175841225605262,shared3,6,normalized_delta,128
9,0.47711494907475355,0.43317240002123936,0.4608823767356705,0.05423625772753337,1.297614857293012,0.07893406213833051,0.4769283923862919,1.297614857293012,0.5169171466639167,0.05820112131339939,0.09821021318631737,1.1431058693088982,0.4331724012695383,1.1431058693088982,shared3,6,normalized_delta,128
10,0.4731056789557139,0.43630770495847654,0.4577263658506828,0.05283184252469472,1.2881815579899571,0.07606682228578025,0.47236007426681076,1.2881815579899571,0.5198066355758592,0.05735275158168454,0.10071692578494548,1.150853434518764,0.43630770396179797,1.150853434518764,shared3,6,normalized_delta,128
11,0.47126460289746,0.4359395853390819,0.45777778186296164,0.05268991469982749,1.2811565652228238,0.07539307603187728,0.4697465186515095,1.2811565652228238,0.5210591078980973,0.05768555858613629,0.09696691075437948,1.1531662863336112,0.435939585224709,1.1531662863336112,shared3,6,normalized_delta,128
12,0.4641207014259539,0.4332456507573002,0.4501559561281874,0.05201564885964486,1.2665611875946061,0.07376284811384322,0.46411322818936473,1.2665611875946061,0.5159035873256231,0.060865200957969615,0.10290666558828793,1.1359650865197182,0.4332456510219919,1.1359650865197182,shared3,6,normalized_delta,128
13,0.4634339903007474,0.43157563860479153,0.4518118730239701,0.05112740609952262,1.2631245090250383,0.07355348051836093,0.46260179854764055,1.2631245090250383,0.5146039458874024,0.05787769388407469,0.10049644107685278,1.1363527892451537,0.4315756414020271,1.1363527892451537,shared3,6,normalized_delta,128
14,0.4607514456175921,0.43801196680257193,0.4485397990858346,0.05051936972623979,1.25715319420162,0.0729623702534458,0.4602116447271019,1.25715319420162,0.5213458321204311,0.06306860881220354,0.10313173194268817,1.1478355547315195,0.4380119651621371,1.1478355547315195,shared3,6,normalized_delta,128
15,0.46062341515432326,0.42772784276228204,0.44896411210821385,0.04965967620381902,1.2567221541153757,0.07225341064888134,0.459545080322692,1.2567221541153757,0.5108134045804802,0.05602487529578962,0.09608111691318061,1.1310775338819152,0.4277278420302952,1.1310775338819152,shared3,6,normalized_delta,128
16,0.4578130761782328,0.4342153772711754,0.446072302105134,0.04955751762371248,1.2499227324075866,0.07223583657555936,0.4572386955356194,1.2499227324075866,0.519968071972069,0.05563952307167806,0.09799809884279967,1.1490085078697456,0.43421537659474113,1.1490085078697456,shared3,6,normalized_delta,128
17,0.45855929370512044,0.42974582306648557,0.4473039914641464,0.04939955337838808,1.250425768735116,0.07158181796405921,0.45713571335918773,1.250425768735116,0.5121268900993623,0.05811479249478955,0.10555783359235839,1.1255648475728537,0.4297458245533339,1.1255648475728537,shared3,6,normalized_delta,128
