epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
11,0.00038573865651066083,0.0003468827485849153,0.00038573865651066083,1.3072192844527522e-07,0.0,0.000136512625458541,0.0008965261317724215,0.00012417721230102024,0.0003468827485849153,1.124289266130063e-07,0.0,0.0001348040114554369,0.00016028256929554406,0.0007455616650037649,,,,,,,,,,,,,,,1,1,11,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
12,0.00038542905585757465,0.00034676551522737326,0.00038542905585757465,1.307357857004878e-07,0.0,0.0001361248977110862,0.0008962404330057189,0.0001239218368559186,0.00034676551522737326,1.123856557446364e-07,0.0,0.00013471555639925053,0.00016009410826125315,0.000745486881021616,0.9798250154033792,0.9908246796793283,60.0,0.7596315776259996,0.33362889307500054,0.7596315776259996,0.33362889307500054,0.9534373163327914,0.9918285234702071,0.33362889307500054,0.9534373163327914,0.9918285234702071,0.33362889307500054,0.9798250154033792,1,1,12,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
13,0.00038510736670015953,0.00034672210207797627,0.00038510736670015953,1.3092896596965468e-07,0.0,0.00013619751448658982,0.0008955367425658834,0.00012358784304800546,0.00034672210207797627,1.1242174717078039e-07,0.0,0.00013486083027562234,0.00015994714387496264,0.0007453583320833439,,,,,,,,,,,,,,,1,1,13,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
14,0.0003847662522750151,0.00034622471996941656,0.0003847662522750151,1.3128313181663116e-07,0.0,0.00013565539086190563,0.0008951426157496076,0.00012350075021353197,0.00034622471996941656,1.1226328785104063e-07,0.0,0.00013316610011287366,0.0001602050508758243,0.0007453030089195516,0.9796145566876329,0.9910969634381925,60.0,0.7724968125985207,0.37132890121360773,0.7724968125985207,0.37132890121360773,0.9576327474716243,0.9885287891103297,0.37132890121360773,0.9576327474716243,0.9885287891103297,0.37132890121360773,0.9796145566876329,1,1,14,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
15,0.0003848046785702414,0.0003466199730713657,0.0003848046785702414,1.3109993341900277e-07,0.0,0.00013569213264219614,0.0008952907952272071,0.00012343110784132107,0.0003466199730713657,1.1239770240460227e-07,0.0,0.00013483940972816442,0.00015959093201849172,0.000745429577467441,,,,,,,,,,,,,,,1,1,15,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
16,0.00038451136442649265,0.0003459704381669145,0.00038451136442649265,1.3056722657304763e-07,0.0,0.0001354883561719645,0.0008949979673711464,0.00012304776973636714,0.0003459704381669145,1.1213886648893852e-07,0.0,0.0001340959662198166,0.0001587130962375146,0.0007451022520434124,0.9801202415591869,0.9909842591902134,60.0,0.7707434171444851,0.36525095678353525,0.7707434171444851,0.36525095678353525,0.9566888368092584,0.9902904578406616,0.36525095678353525,0.9566888368092584,0.9902904578406616,0.36525095678353525,0.9801202415591869,1,1,16,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
17,0.00038401031815707204,0.000345599465816709,0.00038401031815707204,1.30848225326725e-07,0.0,0.0001351579946104639,0.0008940301188018015,0.00012284284105895063,0.000345599465816709,1.1203247692511316e-07,0.0,0.00013329486256267095,0.00015860608417296506,0.0007448974507144911,,,,,,,,,,,,,,,1,1,17,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
18,0.00038374220771189094,0.0003456901929145841,0.00038374220771189094,1.3032147282889555e-07,0.0,0.00013489846507730706,0.0008937331730272378,0.0001225949850311281,0.0003456901929145841,1.1202497004110985e-07,0.0,0.00013386616401013976,0.0001582400421645203,0.0007449643725690922,0.9792971829538617,0.9910751934185521,60.0,0.7550500170787119,0.31934510325630505,0.7550500170787119,0.31934510325630505,0.955216863687174,0.9905880842926565,0.31934510325630505,0.955216863687174,0.9905880842926565,0.31934510325630505,0.9792971829538617,1,1,18,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
19,0.000383571650282951,0.00034528299646726816,0.000383571650282951,1.3018471550447643e-07,0.0,0.00013481138444044398,0.0008934769530902374,0.0001224266133181716,0.00034528299646726816,1.1194158370623579e-07,0.0,0.00013310278859046023,0.0001581825608812138,0.0007445636399301304,,,,,,,,,,,,,,,1,1,19,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
20,0.0003832000834417323,0.0003452461445162295,0.0003832000834417323,1.3048585772674628e-07,0.0,0.0001346319641083638,0.0008927399704903269,0.00012222831572650624,0.0003452461445162295,1.1191119734614101e-07,0.0,0.0001332129052789361,0.0001579391111990964,0.000744586417070656,0.9786665711050957,0.9909525166359537,60.0,0.7549581492086911,0.32187328560063155,0.7549581492086911,0.32187328560063155,0.953553324402444,0.9894478376229978,0.32187328560063155,0.953553324402444,0.9894478376229978,0.32187328560063155,0.9786665711050957,1,1,20,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
