model,dimension,seed,source,coordinate,n,pearson,spearman,coordinate_std
shared3,2,786,reid,pc1,20,-0.3541282507383514,-0.30225563909774433,0.14635655800409353
shared3,2,786,reid,pc2,20,-0.2918108365525327,-0.2781954887218045,0.18206143895129234
shared3,4,123,depablo_low_temp,z0,20,1.6462701185649463e-05,0.20751879699248119,0.30692870900709723
shared3,4,123,depablo_low_temp,z1,20,0.25854441241322307,0.39097744360902253,0.5534421627155409
shared3,4,123,depablo_low_temp,z2,20,-0.0015763895041885408,-0.16240601503759397,0.45140863728862207
shared3,4,123,depablo_low_temp,z3,20,0.14971534540150758,0.26165413533834586,0.2754075031091406
shared3,4,123,depablo_low_temp,pc1,20,-0.19751199133486083,-0.29774436090225564,0.5256453166663944
shared3,4,123,depablo_low_temp,pc2,20,0.09692673919765067,0.2421052631578947,0.6291498989728375
shared3,4,123,depablo_low_temp,pc3,20,0.9816046112495168,0.9759398496240601,0.08900914870517192
shared3,4,123,depablo_low_temp,pc4,20,-0.8066313266472984,-0.8766917293233082,0.008204283339682044
shared3,4,123,depablo_mixed_temp,z0,20,0.11890781886020002,0.14736842105263157,0.34320430535453356
shared3,4,123,depablo_mixed_temp,z1,20,0.33517295890703575,0.35187969924812035,0.574753696222514
shared3,4,123,depablo_mixed_temp,z2,20,-0.06097682413239293,-0.09022556390977443,0.47113491413138864
shared3,4,123,depablo_mixed_temp,z3,20,0.22485152352856327,0.2601503759398496,0.3329207176687803
shared3,4,123,depablo_mixed_temp,pc1,20,-0.2665774302898828,-0.2992481203007519,0.615797780900665
shared3,4,123,depablo_mixed_temp,pc2,20,0.1738426784730424,0.14736842105263157,0.6284129682505137
shared3,4,123,depablo_mixed_temp,pc3,20,0.9641037120281709,0.9593984962406013,0.08218717895159851
shared3,4,123,depablo_mixed_temp,pc4,20,-0.7932879317563553,-0.7969924812030074,0.008416807120365884
shared3,4,123,reid,z0,20,0.45802030452441683,0.3533834586466165,0.192900717674437
shared3,4,123,reid,z1,20,0.2334805165764261,0.24360902255639094,0.3188461118007404
shared3,4,123,reid,z2,20,0.2403374008051846,0.13834586466165413,0.37289311230189576
shared3,4,123,reid,z3,20,0.4380245024197578,0.29624060150375936,0.1815978967344309
shared3,4,123,reid,pc1,20,-0.4731781958535255,-0.3669172932330827,0.3364855596810409
shared3,4,123,reid,pc2,20,-0.10065965676637503,-0.06766917293233082,0.44373754589600084
shared3,4,123,reid,pc3,20,-0.03699139040987288,-0.009022556390977442,0.019629390382756264
shared3,4,123,reid,pc4,20,-0.9628236189734171,-0.9609022556390976,0.019742256869830704
shared3,4,456,depablo_low_temp,z0,20,-0.6419215231021965,-0.5518796992481202,0.09208451854249344
shared3,4,456,depablo_low_temp,z1,20,-0.1345020614569315,-0.019548872180451125,0.5685563375376711
shared3,4,456,depablo_low_temp,z2,20,-0.5634329803729974,-0.5969924812030075,0.09401194954537198
shared3,4,456,depablo_low_temp,z3,20,0.37934926392357926,0.4030075187969925,0.14279865518500212
shared3,4,456,depablo_low_temp,pc1,20,0.06672281664587226,-0.05714285714285714,0.573699656477236
shared3,4,456,depablo_low_temp,pc2,20,0.6662813727735383,0.58796992481203,0.1697428069732068
shared3,4,456,depablo_low_temp,pc3,20,0.474607639874091,0.28721804511278193,0.052212634721586375
