source,frame,control,total,position_mse,x_mse,y_mse,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,legacy_valid,legacy_true_valid,legacy_p_ratio_r2,legacy_p_ratio_mae,legacy_target_variance,strain_x_mae,strain_y_mae,model,dimension,seed,training_scope
depablo_mixed_temp,100,ae,20,2.421017743472476e-05,2.3064702139663497e-05,2.5355654338454768e-05,20,20,0.8006087644369012,0.138589634746313,0.1249158133632106,20,20,0.8012995157130383,0.1391887116621064,0.1264354805514444,0.0019239703,0.0024421376,depablo_mixed_temp,2,123,individual
depablo_mixed_temp,100,ae,20,2.315540574500119e-05,2.2928123962628887e-05,2.3382689801110245e-05,20,20,0.8684824425820195,0.0944439023733139,0.1249158133632106,20,20,0.8683876213170126,0.0949303215076083,0.1264354805514444,0.0015963919,0.0016168874,depablo_mixed_temp,2,456,individual
depablo_mixed_temp,100,ae,20,2.3682482253661875e-05,2.3069178701007333e-05,2.429578514693276e-05,20,20,0.8666974968481242,0.1055606402922421,0.1249158133632106,20,20,0.8662025106889467,0.1062326332329934,0.1264354805514444,0.0022778295,0.0018641481,depablo_mixed_temp,2,786,individual
depablo_mixed_temp,100,ae,20,2.400483718929536e-05,2.2974028092903608e-05,2.503564824110072e-05,20,20,0.7445703029417219,0.1552872387692332,0.1249158133632106,20,20,0.744833719802854,0.1561330166165923,0.1264354805514444,0.0016178939,0.0026067938,depablo_mixed_temp,4,123,individual
depablo_mixed_temp,100,ae,20,2.2578963535124785e-05,2.258068146829828e-05,2.2577245084676177e-05,20,20,0.8709538828636618,0.0928450196050107,0.1249158133632106,20,20,0.8703233794499248,0.093491453813635,0.1264354805514444,0.0017598134,0.0016243845,depablo_mixed_temp,4,456,individual
depablo_mixed_temp,100,ae,20,2.324938039919289e-05,2.328420024468869e-05,2.321455915534898e-05,20,20,0.8773250915407055,0.0922399077564477,0.1249158133632106,20,20,0.8766549205379299,0.0929590862528604,0.1264354805514444,0.0010998992,0.0016556872,depablo_mixed_temp,4,786,individual
depablo_mixed_temp,100,ae,20,2.317506870213037e-05,2.3643128281491956e-05,2.270700721282992e-05,20,20,0.8990776459769089,0.0910807199776172,0.1249158133632106,20,20,0.8984671813796924,0.0918075906648203,0.1264354805514444,0.0016145231,0.0014581878,depablo_mixed_temp,6,123,individual
depablo_mixed_temp,100,ae,20,2.3014556813905077e-05,2.278469006000705e-05,2.3244423135793117e-05,20,20,0.864587241617956,0.0944249250926077,0.1249158133632106,20,20,0.8640317847223717,0.0950480328577252,0.1264354805514444,0.0019823913,0.0015971398,depablo_mixed_temp,6,456,individual
depablo_mixed_temp,100,ae,20,2.3509638856467065e-05,2.405346899649885e-05,2.2965808102526357e-05,20,20,0.8697042725414035,0.1034196514636278,0.1249158133632106,20,20,0.868618063265848,0.1042411461171882,0.1264354805514444,0.0017613543,0.0016410401,depablo_mixed_temp,6,786,individual
depablo_mixed_temp,100,ae,20,2.2907552875039983e-05,2.282332110326024e-05,2.299178544831193e-05,20,20,0.8926726189882243,0.0924495776183903,0.1249158133632106,20,20,0.8921618111656191,0.0931289806897138,0.1264354805514444,0.0016200837,0.0015164459,depablo_mixed_temp,8,123,individual
depablo_mixed_temp,100,ae,20,2.2748801802663367e-05,2.3058287570165704e-05,2.2439316063582736e-05,20,20,0.9021934917102188,0.088904633000493,0.1249158133632106,20,20,0.9020885619207416,0.0894246295296863,0.1264354805514444,0.001978888,0.0015617762,depablo_mixed_temp,8,456,individual
depablo_mixed_temp,100,ae,20,2.5024169826792785e-05,2.288862560817506e-05,2.7159714215940765e-05,20,20,0.4825881881859357,0.2280373891204362,0.1249158133632106,20,20,0.4838100363137204,0.2289558085838115,0.1264354805514444,0.0015051821,0.0035205923,depablo_mixed_temp,8,786,individual
lj_noisy,100,ae,20,8.437594260612968e-06,9.706953778731988e-06,7.168234787968686e-06,20,20,-0.0875085222493885,0.0621493086218833,0.0053832740143763,20,20,-0.1067149735045371,0.0622062585037096,0.0053100823581802,0.0016281897,0.00074821815,lj_noisy,2,123,individual
lj_noisy,100,ae,20,8.404551977037045e-06,9.804928345147344e-06,7.004175733982265e-06,20,20,-0.0062278966682822,0.0582269012928009,0.0053832740143763,20,20,-0.0282170235166041,0.0583320957189049,0.0053100823581802,0.0016415116,0.0004890895,lj_noisy,2,456,individual
lj_noisy,100,ae,20,8.520664459865657e-06,9.773427666459612e-06,7.267901673913002e-06,20,20,-0.0621838622347317,0.0660824805498123,0.0053832740143763,20,20,-0.0784493359408451,0.0661104517667721,0.0053100823581802,0.0014428878,0.00086386,lj_noisy,2,786,individual
