epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_source_lj_noisy_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_reid_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.9971560204730314,1.1518536607424419,0.9971560204730314,0.0011426822474116787,1.2398998877581429,1.1509210432277006,0.6006471760132733,1.1518536607424419,0.0013545759914753337,1.0793799211581547,1.7551427086194356,0.621038352449735,,,,,,,,,,,,,,,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
2,0.9848290751962101,1.1327369610468547,0.9848290751962101,0.0011283421464373961,1.2293789246503044,1.1322819239952986,0.5928263594122494,1.1327369610468547,0.001331232119506846,1.0523011287053425,1.7331707378228505,0.6127389868100485,0.4256037184566792,0.7274893391946861,60.0,-0.4739765901096232,-1.384237529215854,-0.4739765901096232,-1.384237529215854,-0.04952610067127705,0.01183385955826155,-1.384237529215854,-0.04952610067127705,0.01183385955826155,-1.384237529215854,0.4256037184566792,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
3,0.9606788123355192,1.0968383153279622,0.9606788123355192,0.0010981762589996353,1.2073888007332296,1.0903004442944246,0.5843471551642698,1.0968383153279622,0.0012853974282431106,0.9979665925105413,1.6920564472675323,0.6004918292164803,,,,,,,,,,,,,,,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
4,0.9168034406269298,1.0334551930427551,0.9168034406269298,0.001043875379871358,1.1679515277638155,1.0130023255067713,0.569456498412525,1.0334551930427551,0.0012020591044953715,0.8994035174449285,1.6181235214074452,0.5828384608030319,0.44874309800534573,0.7282113877992376,60.0,-0.29611317548784627,-0.9051488886862604,-0.29611317548784627,-0.9051488886862604,-0.02446001914074203,0.041269381363463586,-0.9051488886862604,-0.02446001914074203,0.041269381363463586,-0.9051488886862604,0.44874309800534573,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
5,0.8453218516181497,0.936587189634641,0.8453218516181497,0.0009514680063790258,1.0946148493710686,0.8887581930441015,0.5525925299700569,0.936587189634641,0.0010716772715871532,0.7530043572187424,1.4974549611409504,0.5593023126324018,,,,,,,,,,,,,,,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
6,0.746536514338325,0.818316658337911,0.746536514338325,0.0008248877300716498,0.9848235740381128,0.7275361594031838,0.527249828857534,0.818316658337911,0.0009109937915733705,0.6027298097809156,1.324387510617574,0.5278326521317164,0.5039759349218522,0.7285019783359773,60.0,0.02732415530815561,-0.08427740856500665,0.02732415530815561,-0.08427740856500665,0.04431337281393999,0.12193650167553349,-0.08427740856500665,0.04431337281393999,0.12193650167553349,-0.08427740856500665,0.5039759349218522,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
7,0.6425803408903235,0.7132827788591385,0.6425803408903235,0.0006952368044842253,0.8380898622905507,0.5948680113343632,0.49478312625604515,0.7132827788591385,0.0007709101773798466,0.5118170107404391,1.1386022865772247,0.4894290193915367,,,,,,,,,,,,,,,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
8,0.5594963063212002,0.6292214492956797,0.5594963063212002,0.0006003016092376236,0.7085329750004936,0.5103110355489394,0.4596448926364674,0.6292214492956797,0.0006699489507203301,0.4324658215045929,1.0066116402546565,0.4485868737101555,0.5471370355485203,0.7399082383974696,60.0,-0.002995223753994636,-0.36255875304614626,-0.002995223753994636,-0.36255875304614626,0.14553815019382255,0.2080349315903398,-0.36255875304614626,0.14553815019382255,0.2080349315903398,-0.36255875304614626,0.5471370355485203,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
9,0.4897836008492638,0.554607704281807,0.4897836008492638,0.0005317578290808288,0.6266121794195736,0.42129118477596955,0.42144741030300364,0.554607704281807,0.0005944782751612365,0.3400385205944379,0.9154139012098312,0.4083707059423129,,,,,,,,,,,,,,,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
10,0.42153376866789427,0.4792946899930636,0.42153376866789427,0.0004686220525079133,0.5549569533151739,0.32721608877182007,0.38242825865745544,0.4792946899930636,0.0005263706043479033,0.2486784557501475,0.8219555169343948,0.36725010226170224,0.5695168493412868,0.754885104698612,60.0,0.026144382600253424,-0.3439256069896459,0.026144382600253424,-0.3439256069896459,0.16697809777113992,0.25538065701926627,-0.3439256069896459,0.16697809777113992,0.25538065701926627,-0.3439256069896459,0.5695168493412868,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
11,0.35613206204246073,0.40294110774993896,0.35613206204246073,0.00040870828738929154,0.48714781333418455,0.2418107311515247,0.3394376460243674,0.40294110774993896,0.0004577927417509879,0.1726461797952652,0.7171446979045868,0.3190324579675992,,,,,,,,,,,,,,,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
12,0.29884789621128754,0.3391321400801341,0.29884789621128754,0.00035622383481548987,0.4253276270978591,0.1774035104933907,0.2938125466599184,0.3391321400801341,0.00039863918209448457,0.12451637350022793,0.6192358682552973,0.27364416792988777,0.591501766378704,0.7694673392058093,60.0,0.037457307498871474,-0.3864459912611704,0.037457307498871474,-0.3864459912611704,0.19720997196820844,0.3016079417895764,-0.3864459912611704,0.19720997196820844,0.3016079417895764,-0.3864459912611704,0.591501766378704,shared4,6,normalized_delta,128,delta,one_step,[1],final_horizon,1,zero
