epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
1,0.0008619529532608179,0.0008206565260775097,0.0008619529532608179,1.5669662281973562e-06,0.0,0.00027273220667216704,0.0020928244737786913,0.00022030217933159527,0.0008206565260775097,1.4954071142862328e-06,0.0,0.0001694814266219845,0.00037973035968377365,0.001912757791926771,,,,,,,,,,,,,,,1,1,1,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
2,0.0007987368078302389,0.0007824612884597097,0.0007987368078302389,1.4669946240781643e-06,0.0,0.00023933361157147735,0.001932455569566424,0.000224421242352815,0.0007824612884597097,1.4306224898064102e-06,0.0,0.00021060571149882591,0.00035215494584918655,0.0017846232080311166,0.9658132611812155,0.9885710485059912,60.0,0.7238044301505205,0.2762438636689024,0.7238044301505205,0.2762438636689024,0.9273243638701618,0.9678450629124975,0.2762438636689024,0.9273243638701618,0.9678450629124975,0.2762438636689024,0.9658132611812155,1,1,2,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
3,0.000781551377295856,0.0007688479478634301,0.000781551377295856,1.4262149882008946e-06,0.0,0.0002339171262395854,0.0018796012954739234,0.00023113571017405906,0.0007688479478634301,1.4047465128896874e-06,0.0,0.00018760608412030888,0.0003579538539022552,0.0017609839055677263,,,,,,,,,,,,,,,1,1,3,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
4,0.0007722831826927497,0.0007588649718677288,0.0007722831826927497,1.4172775007971403e-06,0.0,0.00022714279108151114,0.0018752591157279834,0.00021444764126875458,0.0007588649718677288,1.3858930666780604e-06,0.0,0.00016985602649982249,0.0003505828839327401,0.0017561560051706237,0.974580019626214,0.9888559257871714,60.0,0.7548486900461916,0.3371836679578043,0.7548486900461916,0.3371836679578043,0.9463253461806057,0.9810370560001647,0.3371836679578043,0.9463253461806057,0.9810370560001647,0.3371836679578043,0.974580019626214,1,1,4,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
5,0.0007663719883248717,0.0007499380192994144,0.0007663719883248717,1.4035007525843172e-06,0.0,0.00021669184326956526,0.001873246754919085,0.0002091773667859648,0.0007499380192994144,1.370921391223116e-06,0.0,0.00016415720487284252,0.00032961712117798137,0.0017560397318474193,,,,,,,,,,,,,,,1,1,5,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
6,0.0007618516192747795,0.0007429346358723112,0.0007618516192747795,1.396066489392337e-06,0.0,0.00020805160503597437,0.001871246648010998,0.00020625660477736598,0.0007429346358723112,1.3584200833823463e-06,0.0,0.00015756154589616463,0.0003196090479927396,0.0017516333137280295,0.9751041115844171,0.989185301113778,60.0,0.7503625854062971,0.3171786121977046,0.7503625854062971,0.3171786121977046,0.9526932425184725,0.9812159015027138,0.3171786121977046,0.9526932425184725,0.9812159015027138,0.3171786121977046,0.9751041115844171,1,1,6,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
7,0.0007582020963405544,0.0007383482778660476,0.0007582020963405544,1.3989458660248869e-06,0.0,0.00020252416601495402,0.0018681869248883928,0.00020389519811831648,0.0007383482778660476,1.3502541662546719e-06,0.0,0.0001553325236473098,0.0003106630030019144,0.0017490493069489182,,,,,,,,,,,,,,,1,1,7,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
8,0.0007546450368639061,0.0007358290948816245,0.0007546450368639061,1.382776658561745e-06,0.0,0.00019806202532631357,0.0018646042654215278,0.00020126881984387698,0.0007358290948816245,1.346119006484514e-06,0.0,0.0001522733261945095,0.0003096324281993159,0.001745581530251048,0.9773114772856116,0.989226410041851,60.0,0.764822709948424,0.35567813637360157,0.764822709948424,0.35567813637360157,0.9542125810197665,0.984577412451904,0.35567813637360157,0.9542125810197665,0.984577412451904,0.35567813637360157,0.9773114772856116,1,1,8,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
9,0.0007510300702032157,0.0007324209023132925,0.0007510300702032157,1.3825190976871561e-06,0.0,0.00019436526484698508,0.0018600283428585546,0.00019869660290410706,0.0007324209023132925,1.3410015640147321e-06,0.0,0.00015193502685734546,0.00030223398386767044,0.0017430936962148616,,,,,,,,,,,,,,,1,1,9,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
10,0.0007469204461383154,0.0007269225083037482,0.0007469204461383154,1.3764612276645494e-06,0.0,0.00018969598177136254,0.0018550925629780592,0.00019597279366552418,0.0007269225083037482,1.3307147999815545e-06,0.0,0.00015122328203265873,0.000295045305756126,0.0017344989371224603,0.977631796379666,0.9892003170446404,60.0,0.7708359466916281,0.3751341377371493,0.7708359466916281,0.3751341377371493,0.9522019357065238,0.9851717666312114,0.3751341377371493,0.9522019357065238,0.9851717666312114,0.3751341377371493,0.977631796379666,1,1,10,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
11,0.0007430536509584216,0.0007233116399713054,0.0007430536509584216,1.3653601058649656e-06,0.0,0.00018525719160264413,0.001850438564826584,0.00019346519644603682,0.0007233116399713054,1.3255134329407763e-06,0.0,0.00014958983619787005,0.0002901864163616614,0.0017301586673543845,,,,,,,,,,,,,,,1,1,11,shared4,2,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
