source,frame,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,position_mse,strain_x_error,strain_y_error
depablo_low_temp,5,20,20,20,0.1812143134687243,0.2172670150191803,0.0635535199374179,2.894003070075257e-07,0.001198908724472858,0.00014257057882787193
depablo_low_temp,10,20,20,20,0.3335276195128527,0.23041590213599542,0.08909196724582674,1.8469621991812347e-07,0.0008237597707193345,0.0003054214112125919
depablo_low_temp,25,20,20,20,0.7218328215012701,0.16545820306014491,0.1113451632350467,2.411311079697498e-07,0.0004485892364755273,0.0005784005828900262
depablo_low_temp,50,20,20,20,0.9302796867067945,0.08140268583928043,0.12192390929122102,7.797049690339009e-07,0.0006176566472277045,0.0005086655277409591
depablo_low_temp,75,20,20,20,0.9560392578252784,0.06654521452267542,0.1271388104990921,1.7877253355891298e-06,0.0009592721238732338,0.0006203096854733303
depablo_low_temp,100,20,20,20,0.9303486528917674,0.0766955369836307,0.1309363081666797,3.919953772424378e-06,0.0015820424538105725,0.0009440646768780425
depablo_mixed_temp,5,20,20,20,-0.2502177412760709,0.41855372780550154,0.22679945757564682,1.4059427583390515e-05,0.0009890864093904383,0.0004898163711914094
depablo_mixed_temp,10,20,20,20,-0.03010441686308063,0.3457462210779651,0.17922109704665723,1.775461409678769e-05,0.001987037810613401,0.0008695239912412944
depablo_mixed_temp,25,20,20,20,0.11471038842873582,0.26264253070453447,0.18142652653321048,1.623187326771358e-05,0.0020568931358866394,0.000919461164448876
depablo_mixed_temp,50,20,20,20,0.34207589881807143,0.19520249308662646,0.12905106469273595,2.0832157196082336e-05,0.003204568685032427,0.0012673293815169018
depablo_mixed_temp,75,20,20,20,0.3525978764370533,0.20472031536499538,0.1721180025747532,2.3050568000826387e-05,0.0032985272584483026,0.0018272712819452862
depablo_mixed_temp,100,20,20,20,0.37632128476054394,0.18190280724706673,0.12643548055144446,2.8742168939288604e-05,0.003790787188336253,0.0024034142872551454
lj_noisy,5,20,20,20,-0.2762672521605407,0.03267888087537898,0.0012192600578043978,1.9122664625115248e-07,0.000951440999051556,0.0003346806159242988
lj_noisy,10,20,20,20,-0.1401103711914815,0.04258566174969236,0.002153844244672589,9.214641369936771e-08,0.0005435251339804381,0.00018324962293263524
lj_noisy,25,20,20,20,-0.05087037684125861,0.05581231935372362,0.004116859972161529,3.04938595263593e-07,0.00028889545938000084,0.00020415880717337132
lj_noisy,50,20,20,20,-0.12131694161352424,0.06123528769533633,0.004765160046327359,1.666738916128452e-06,0.0007108228979632259,0.0003178692772053182
lj_noisy,75,20,20,20,-0.002766537319118356,0.061231027395416096,0.005096114207392416,4.41001392346152e-06,0.0010164830135181546,0.000481774820946157
lj_noisy,100,20,20,20,0.07044157063662249,0.06308617694575304,0.005310082358180217,8.666671010360006e-06,0.0013484401162713767,0.0006493215449154377
reid,5,20,20,20,0.23072026239387478,0.10937933082965585,0.02154076783415691,1.5536738509069892e-07,0.0009004562423797324,0.00014491471738438123
reid,10,20,20,20,0.29210515426414896,0.11953700759989946,0.028346618455362994,1.2022315925008798e-07,0.0006250521342735738,0.00020394980601849965
reid,25,20,20,20,0.6736911068156334,0.0903677454476878,0.034074291474254684,3.664005044257124e-07,0.0004840615438297391,0.0003330416373501066
reid,50,20,20,20,0.9268944132127408,0.04437875963781527,0.03674579830514,1.4792003831587407e-06,0.0005541100865229965,0.0003229530644603074
reid,75,20,20,20,0.961786841142001,0.030791317908850202,0.03814548712888468,3.5154714097984653e-06,0.0007687048055231571,0.00035311707470100375
reid,100,20,20,20,0.9658511043720798,0.03084259301448005,0.039261933802947645,6.802796832516833e-06,0.0013373409863561391,0.0004674962256103754
