split,source,sim_idx,frame,z0,z1,z2,z3
train,lj_noisy,0,0,0.38706302642822266,-0.05579490214586258,0.18343298137187958,0.06573006510734558
train,lj_noisy,0,10,-0.08475463837385178,-0.24467265605926514,-0.1681172251701355,-0.3797716200351715
train,lj_noisy,0,20,-0.5785133242607117,-0.4425983428955078,-0.5362508893013,-0.8462424874305725
train,lj_noisy,0,30,-1.1177181005477905,-0.6588945388793945,-0.9382187724113464,-1.355662226676941
train,lj_noisy,0,40,-1.7075648307800293,-0.8956212997436523,-1.3778057098388672,-1.9128706455230713
train,lj_noisy,0,50,-2.3517963886260986,-1.1543397903442383,-1.8578307628631592,-2.5214178562164307
train,lj_noisy,0,60,-3.075165271759033,-1.4450381994247437,-2.3967361450195312,-3.20474910736084
train,lj_noisy,0,70,-3.874964714050293,-1.7666518688201904,-2.992549180984497,-3.960325002670288
train,lj_noisy,0,80,-4.713960647583008,-2.1041359901428223,-3.617677927017212,-4.752860069274902
train,lj_noisy,0,90,-5.6240386962890625,-2.470449686050415,-4.295800685882568,-5.612605571746826
train,lj_noisy,0,100,-6.612927436828613,-2.8687613010406494,-5.032724857330322,-6.546905994415283
train,lj_noisy,1,0,0.40486741065979004,-0.048706602305173874,0.19715501368045807,0.08219634741544724
train,lj_noisy,1,10,-0.13101185858249664,-0.2635499835014343,-0.20144371688365936,-0.42350053787231445
train,lj_noisy,1,20,-0.646009624004364,-0.470235675573349,-0.5845441222190857,-0.909659206867218
train,lj_noisy,1,30,-1.185766339302063,-0.6870973706245422,-0.9860480427742004,-1.4193702936172485
train,lj_noisy,1,40,-1.7443339824676514,-0.9118282794952393,-1.4015699625015259,-1.9470969438552856
train,lj_noisy,1,50,-2.3373007774353027,-1.150712013244629,-1.8426941633224487,-2.507564067840576
train,lj_noisy,1,60,-2.971515417098999,-1.4065184593200684,-2.314516544342041,-3.1072521209716797
train,lj_noisy,1,70,-3.64810848236084,-1.6797279119491577,-2.817869186401367,-3.747246742248535
train,lj_noisy,1,80,-4.375611782073975,-1.97379469871521,-3.3590941429138184,-4.435629844665527
train,lj_noisy,1,90,-5.153676986694336,-2.288621187210083,-3.9379401206970215,-5.1720991134643555
train,lj_noisy,1,100,-5.97180700302124,-2.6199445724487305,-4.546595573425293,-5.946696758270264
train,lj_noisy,2,0,0.43698549270629883,-0.03645665943622589,0.22215472161769867,0.11341045796871185
train,lj_noisy,2,10,-0.0863339826464653,-0.24577705562114716,-0.16731610894203186,-0.38020673394203186
train,lj_noisy,2,20,-0.5991939902305603,-0.45101287961006165,-0.5490092039108276,-0.8640634417533875
train,lj_noisy,2,30,-1.1310590505599976,-0.6638858318328857,-0.9445836544036865,-1.3658605813980103
train,lj_noisy,2,40,-1.7048633098602295,-0.8936262130737305,-1.3713337182998657,-1.9072855710983276
train,lj_noisy,2,50,-2.3108773231506348,-1.136319637298584,-1.8220725059509277,-2.479114532470703
train,lj_noisy,2,60,-2.949349880218506,-1.3920601606369019,-2.2969627380371094,-3.0815937519073486
