source,frame,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance,position_mse,strain_x_error,strain_y_error,variant,seed
lj_noisy,100,20,20,20,-0.5151353417706512,0.069712097833608,0.0053100823581802,9.852622565631465e-06,0.001893605175428,0.0011186573072336,dimension6,456
reid,5,20,20,20,-0.0205197628590101,0.1221588647035701,0.0215407678341569,1.602583999726903e-07,0.0008307714306283,0.0001129925409259,dimension6,456
reid,10,20,20,20,0.003126695987886,0.145846582172247,0.0283466184553629,1.1134845108173865e-07,0.0004141343815717,0.0002504129162844,dimension6,456
reid,25,20,20,20,-0.2977741335619068,0.1724542744169457,0.0340742914742546,6.366177856875766e-07,0.0008016148814931,0.0007583526195958,dimension6,456
reid,50,20,20,20,0.6800556360254062,0.0872887841312422,0.03674579830514,2.131678173356022e-06,0.0014703755266964,0.0006644421897362,dimension6,456
reid,75,20,20,20,0.6749069865664674,0.0916642217641932,0.0381454871288846,5.126526008325527e-06,0.0010929141659289,0.0011655027978122,dimension6,456
reid,100,20,20,20,0.2602995328571643,0.1503042015852794,0.0392619338029476,1.4647362047526255e-05,0.0032078081741929,0.0021494378044735,dimension6,456
depablo_low_temp,5,20,20,20,0.5793039601147256,0.1381479732707624,0.0635535199374179,2.485269531504741e-07,0.0010167695872951,0.0001018188977468,dimension6,786
depablo_low_temp,10,20,20,20,0.7686904415670767,0.1243919864320708,0.0890919672458267,1.4554531930777158e-07,0.0007140088127925,9.628814077586867e-05,dimension6,786
depablo_low_temp,25,20,20,20,0.9160886537628432,0.0763657684221656,0.1113451632350467,1.921235941004795e-07,0.0004970399313606,0.0001649382327741,dimension6,786
depablo_low_temp,50,20,20,20,0.9338210367376518,0.0626512216457152,0.121923909291221,7.611221647607635e-07,0.0008634041063487,0.0003221567239961,dimension6,786
depablo_low_temp,75,20,20,20,0.9556192649704632,0.0543823928623219,0.1271388104990921,1.5103288255602363e-06,0.000819397624582,0.0005012640031054,dimension6,786
depablo_low_temp,100,20,20,20,0.9354245676782614,0.0726088343046912,0.1309363081666797,3.366876549648623e-06,0.001855617808178,0.0009518575476249,dimension6,786
depablo_mixed_temp,5,20,20,20,-0.1238121882479723,0.3953622229650239,0.2267994575756468,4.31878188081214e-05,0.0086671980156097,0.0020459033214137,dimension6,786
depablo_mixed_temp,10,20,20,20,0.220318777049263,0.2708717866679579,0.1792210970466572,4.912780909052117e-05,0.0085388077539391,0.002044038252643,dimension6,786
depablo_mixed_temp,25,20,20,20,0.2082662398969457,0.2421857332512818,0.1814265265332104,4.628684824297125e-05,0.0086646907031536,0.0017201802242198,dimension6,786
depablo_mixed_temp,50,20,20,20,0.3844212591700729,0.1920542467818764,0.1290510646927359,4.246018105789062e-05,0.0068877326557412,0.002371922515158,dimension6,786
depablo_mixed_temp,75,20,20,20,0.4914860073639243,0.1903335748158273,0.1721180025747532,3.6604570377107847e-05,0.0053755185101181,0.0023513679800089,dimension6,786
depablo_mixed_temp,100,20,20,20,0.1855050855704701,0.195377148946658,0.1264354805514444,4.347107998228239e-05,0.0045239612460136,0.0035412664263276,dimension6,786
lj_noisy,5,20,20,20,-36.70181910535661,0.1875007476685842,0.0012192600578043,9.30184693714864e-08,0.0006835956941358,9.750075332704e-05,dimension6,786
lj_noisy,10,20,20,20,-9.00359724146137,0.1136766759255118,0.0021538442446725,6.11861133315017e-08,0.0003727751725818,0.0001217785102198,dimension6,786
lj_noisy,25,20,20,20,-0.6476311252172622,0.0622266584756045,0.0041168599721615,3.3205635432409506e-07,0.0003379244240932,0.0001840099168475,dimension6,786
lj_noisy,50,20,20,20,0.0339086819619767,0.0537254435264765,0.0047651600463273,1.6835040611340443e-06,0.0006061543012037,0.000242323463317,dimension6,786
lj_noisy,75,20,20,20,0.3016401509496623,0.0467284074396559,0.0050961142073924,4.35107338034868e-06,0.000830885535106,0.000439949973952,dimension6,786
lj_noisy,100,20,20,20,0.0502408582396809,0.0574448694865642,0.0053100823581802,8.75429736879596e-06,0.0014106340706348,0.0007065247744321,dimension6,786
