epoch,train_objective,val_objective,train_mse_norm,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.43302628530278725,0.38725882982471893,0.43302628530278725,0.4832417216701152,0.32169124462888254,0.4447365809318016,0.41655651574359975,0.4832417216701152,0.38725882982471893,0.2751461054010198,0.5339023480780031,0.3472982219567424,0.3854488918119217,0.5339023480780031,2D AE mixed-T exclusion,2,normalized_delta,192
2,0.3200804213356379,0.2520223626683645,0.3200804213356379,0.38090868982392134,0.23691016209988358,0.304771725637557,0.307530192520454,0.38090868982392134,0.2520223626683645,0.25102434962234915,0.14794401827905523,0.354098831979852,0.2510223999604188,0.354098831979852,2D AE mixed-T exclusion,2,normalized_delta,192
3,0.22958620349160308,0.22787039327032282,0.22958620349160308,0.3555929728553731,0.16314077538770638,0.1119986746566069,0.21024414096656216,0.3555929728553731,0.22787039327032282,0.20943209043446373,0.13227144813557204,0.3382435662696432,0.22664903494655966,0.3382435662696432,2D AE mixed-T exclusion,2,normalized_delta,192
4,0.21433970755624518,0.22638131774786913,0.21433970755624518,0.33629643097916884,0.14411296532199872,0.10505050891881303,0.19515330173999354,0.33629643097916884,0.22638131774786913,0.21082086022943258,0.12529502019629274,0.3394619903919336,0.22519262360588632,0.3394619903919336,2D AE mixed-T exclusion,2,normalized_delta,192
5,0.20965641566269352,0.22560492999594103,0.20965641566269352,0.32978547746927656,0.13950094327555562,0.10305487220283088,0.19078043098255434,0.32978547746927656,0.22560492999594103,0.20818307579921044,0.1253571029752493,0.33938749709999877,0.22430922529148614,0.33938749709999877,2D AE mixed-T exclusion,2,normalized_delta,192
6,0.20718777372930233,0.2239920794765683,0.20718777372930233,0.325901915559125,0.13749229196842833,0.10196764176615496,0.18845394976456942,0.325901915559125,0.2239920794765683,0.2050488154537619,0.1257760021811057,0.3374174401311106,0.22274741925532604,0.3374174401311106,2D AE mixed-T exclusion,2,normalized_delta,192
7,0.20468008270748556,0.22661455825890964,0.20468008270748556,0.3223540886151431,0.1355275995698534,0.10059861749655453,0.18616010189385035,0.3223540886151431,0.22661455825890964,0.2111177531546576,0.12339443402658952,0.34188148586177514,0.2254645576810074,0.34188148586177514,2D AE mixed-T exclusion,2,normalized_delta,192
8,0.2026012720239099,0.2276034908730814,0.2026012720239099,0.31936217634070196,0.1340140494423692,0.09926350941785593,0.1842132450669757,0.31936217634070196,0.2276034908730814,0.20679082502016521,0.1276575125925439,0.3445333172273087,0.22632721828000593,0.3445333172273087,2D AE mixed-T exclusion,2,normalized_delta,192
9,0.20061085795318678,0.22429335671757739,0.20061085795318678,0.31652632003673226,0.1322901584952408,0.09809533387032167,0.18230393746743156,0.31652632003673226,0.22429335671757739,0.20315098685975325,0.12370034639821632,0.34250883232606083,0.22312005519467681,0.34250883232606083,2D AE mixed-T exclusion,2,normalized_delta,192
10,0.19904752992768482,0.22580440848956795,0.19904752992768482,0.3141060980238669,0.13126081085828387,0.0972679937291447,0.18087830087043186,0.3141060980238669,0.22580440848956795,0.20380863758358866,0.12432918949787947,0.345655839056953,0.22459788871280706,0.345655839056953,2D AE mixed-T exclusion,2,normalized_delta,192
11,0.197834685391897,0.22764013839244895,0.197834685391897,0.3123795398069317,0.1304242456725552,0.0969096990070615,0.1799044948288495,0.3123795398069317,0.22764013839244895,0.19769553660831235,0.1301725482519128,0.35159087780078774,0.22648632088700427,0.35159087780078774,2D AE mixed-T exclusion,2,normalized_delta,192
12,0.19619851695707805,0.2261851817346343,0.19619851695707805,0.31022681991965056,0.12890481660192168,0.09564753779463245,0.17825972477206822,0.31022681991965056,0.2261851817346343,0.20039919733832728,0.12458889922862382,0.3504357757242887,0.2251412907637466,0.3504357757242887,2D AE mixed-T exclusion,2,normalized_delta,192
13,0.19456092093543514,0.2266193441282925,0.19456092093543514,0.30716939357838874,0.1285017135786306,0.0950803371761689,0.17691714811106274,0.30716939357838874,0.2266193441282925,0.19851566823645236,0.1235662581546134,0.3543027232155988,0.2254615498688882,0.3543027232155988,2D AE mixed-T exclusion,2,normalized_delta,192
14,0.19283914650735803,0.23261683449770013,0.19283914650735803,0.30431901674128764,0.12724861396116008,0.09405953749405555,0.17520905606550108,0.30431901674128764,0.23261683449770013,0.2003427696627307,0.12776681803853104,0.3667934139724821,0.23163433389124796,0.3667934139724821,2D AE mixed-T exclusion,2,normalized_delta,192
