epoch,train_objective,val_objective,train_mse_norm,train_source_reid_reconstruction,train_source_lj_noisy_reconstruction,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.43978705848724337,0.38251357273931835,0.43978705848724337,0.32004730546347415,0.4978098635087005,0.44709910013006593,0.4216520897007469,0.4978098635087005,0.38251357273931835,0.2970809698144489,0.4838632824389558,0.36050530974017947,0.38048318733119474,0.4838632824389558,2D AE mixed-T exclusion,6,normalized_delta,192
2,0.2847813174763751,0.23796311377280174,0.2847813174763751,0.2242894296006665,0.36854541958119474,0.22353716850691008,0.2721240058962571,0.36854541958119474,0.23796311377280174,0.21382633763603232,0.14968724034628586,0.3467449971572741,0.23675285837986407,0.3467449971572741,2D AE mixed-T exclusion,6,normalized_delta,192
3,0.2175963111420296,0.22897747809691552,0.2175963111420296,0.1469872052852415,0.3384660129331145,0.10994229531229918,0.19846517117688509,0.3384660129331145,0.22897747809691552,0.20423822180724682,0.13652902106313328,0.34257389725627085,0.22778038004221698,0.34257389725627085,2D AE mixed-T exclusion,6,normalized_delta,192
4,0.2130493129443106,0.22714374757682285,0.2130493129443106,0.14247436123051505,0.333454262723296,0.10442635012529194,0.19345165802636766,0.333454262723296,0.22714374757682285,0.20511062470130978,0.13500486553499574,0.3374775569984003,0.22586434907823527,0.3374775569984003,2D AE mixed-T exclusion,6,normalized_delta,192
5,0.20984400525609723,0.22510232733470117,0.20984400525609723,0.14030543180450558,0.32916484513778244,0.10176653171960615,0.19041226955396473,0.32916484513778244,0.22510232733470117,0.19847807548742027,0.13056255105980916,0.34346210328666005,0.2241675766112965,0.34346210328666005,2D AE mixed-T exclusion,6,normalized_delta,192
6,0.20824608094262398,0.2245534859285591,0.20824608094262398,0.13852341384105848,0.3268504072887224,0.10045688775356455,0.18861023629444848,0.3268504072887224,0.2245534859285591,0.1992643194377145,0.12662794706656744,0.34486650767442034,0.22358625805956742,0.34486650767442034,2D AE mixed-T exclusion,6,normalized_delta,192
7,0.20648718072137867,0.22589910352364817,0.20648718072137867,0.13698475207260033,0.32400014329549476,0.10014008697565664,0.1870416607812506,0.32400014329549476,0.22589910352364817,0.19692650979057827,0.12788583209836168,0.350660709835785,0.22515768390824165,0.350660709835785,2D AE mixed-T exclusion,6,normalized_delta,192
8,0.20463224503064453,0.22984961605075985,0.20463224503064453,0.13579712833937913,0.32177752161110695,0.09901555566709376,0.1855300685391933,0.32177752161110695,0.22984961605075985,0.20111619691027605,0.13541727969913106,0.3510393034495217,0.2291909266863096,0.3510393034495217,2D AE mixed-T exclusion,6,normalized_delta,192
9,0.2020089137591223,0.22965112875020857,0.2020089137591223,0.13408718783024626,0.3172624858350991,0.0980523937327215,0.18313402246602228,0.3172624858350991,0.22965112875020857,0.19893172801660491,0.1266611614215531,0.36261462977915804,0.229402506405772,0.36261462977915804,2D AE mixed-T exclusion,6,normalized_delta,192
10,0.1980344899938331,0.2235247841491265,0.1980344899938331,0.13154172752595128,0.31181420942976884,0.0963758330338934,0.17991058999653783,0.31181420942976884,0.2235247841491265,0.1975618427361738,0.12355420019134487,0.34701909578503354,0.2227117129041841,0.34701909578503354,2D AE mixed-T exclusion,6,normalized_delta,192
11,0.19437629609082563,0.23066440583636047,0.19437629609082563,0.12866688632368248,0.3070728314600448,0.09370506736474711,0.17648159504949149,0.3070728314600448,0.23066440583636047,0.2044182636755261,0.13039437674083992,0.35595120236179545,0.23025461425938717,0.35595120236179545,2D AE mixed-T exclusion,6,normalized_delta,192
12,0.19139756499185867,0.22594622935577963,0.19139756499185867,0.12593390101477583,0.30250133080391434,0.09284038172925609,0.17375853784931541,0.30250133080391434,0.22594622935577963,0.1957574086486699,0.12652077923871968,0.35447714818445475,0.22558511202394813,0.35447714818445475,2D AE mixed-T exclusion,6,normalized_delta,192
13,0.18828767289276868,0.23201545939206125,0.18828767289276868,0.12201496319047987,0.29845335637591447,0.0911142663950792,0.1705275286538245,0.29845335637591447,0.23201545939206125,0.20649391636401018,0.1305846183487263,0.3569126402174956,0.2313303916434107,0.3569126402174956,2D AE mixed-T exclusion,6,normalized_delta,192
14,0.18521518595053502,0.22648021874946034,0.18521518595053502,0.11914411855805301,0.2940787210345904,0.08983793052088727,0.16768692337117688,0.2940787210345904,0.22648021874946034,0.1990535613099866,0.13120384642266128,0.34615483016486426,0.22547074596583738,0.34615483016486426,2D AE mixed-T exclusion,6,normalized_delta,192
15,0.18186712734811472,0.2271166073409378,0.18186712734811472,0.11559909658728178,0.2891112707462658,0.08865671515875027,0.1644556941640993,0.2891112707462658,0.2271166073409378,0.19569024791386216,0.13395802595064435,0.34896177039726783,0.22620334808725814,0.34896177039726783,2D AE mixed-T exclusion,6,normalized_delta,192
