epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_mixed_temp_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.7444284559341899,0.5792787274247722,0.7205439215166527,0.2692411462973121,1.7210817682115656,0.2426837667038566,0.7443355604042448,1.7210817682115656,0.6672534321483813,1.3247126447527031,0.24279239973739575,0.17033113358836424,0.5792787260261544,1.3247126447527031,shared3,8,normalized_delta,128
2,0.6386972612456272,0.5363192050864822,0.6125367924832461,0.16164641705354754,1.601350308497224,0.1526709472923948,0.6385558909477221,1.601350308497224,0.6202255496069005,1.263464031564562,0.18965333341375779,0.15584025565338763,0.5363192068772358,1.263464031564562,shared3,8,normalized_delta,128
3,0.6030414656588906,0.5097816132401165,0.5780123222292515,0.13597824798345987,1.5405364925401253,0.1320499721783818,0.602854904233989,1.5405364925401253,0.591126834875659,1.2378435617999026,0.14356652900184455,0.14793474144841495,0.509781610750054,1.2378435617999026,shared3,8,normalized_delta,128
4,0.5610358002938722,0.4731589410650103,0.5378534939205437,0.09947419202637295,1.4476562355694018,0.1280066939168855,0.55837904050422,1.4476562355694018,0.5529742984395278,1.1791047538581647,0.08543219660457811,0.15493986810508528,0.4731589395226094,1.1791047538581647,shared3,8,normalized_delta,128
5,0.5108335693154419,0.4423007784705413,0.49017887742895827,0.06330150921999568,1.3514425074322183,0.11715488335803935,0.5106329666700845,1.3514425074322183,0.5224097453842037,1.1436439051439888,0.061744674599092254,0.12151375420783696,0.44230077798363937,1.1436439051439888,shared3,8,normalized_delta,128
6,0.48384608708714183,0.43714311609142703,0.4648948456503843,0.05343609519014266,1.3163754868402815,0.08176873379975165,0.4838601052767253,1.3163754868402815,0.5190092773421815,1.1506866762512609,0.057803815142496634,0.10293885168472403,0.4371431143594939,1.1506866762512609,shared3,8,normalized_delta,128
7,0.4772937806551917,0.4305429311175095,0.45991501065722684,0.052398829235577246,1.3025627727571287,0.07547596885512273,0.4768125236159429,1.3025627727571287,0.5101861706297649,1.132703481222454,0.057892393041402104,0.10103291354485248,0.4305429292695695,1.132703481222454,shared3,8,normalized_delta,128
8,0.4727492516500908,0.42997947335243225,0.4555751895172554,0.05074707965996169,1.2927296576792733,0.07291175687456863,0.47212949807126786,1.2927296576792733,0.5096066609025002,1.1306496516654365,0.05792924053966999,0.10135953437144819,0.42997947552551824,1.1306496516654365,shared3,8,normalized_delta,128
9,0.46952944818818776,0.43323045584716297,0.452909481446994,0.051577976422751665,1.2840183826392157,0.07287707013127051,0.46949114306441264,1.2840183826392157,0.5130242517512096,1.1356399255363565,0.057147021341676776,0.1069044276875885,0.4332304581885406,1.1356399255363565,shared3,8,normalized_delta,128
10,0.4665452869837744,0.429522763349508,0.45024139899433707,0.05125249084413157,1.276369252644087,0.07186532218434047,0.4664956885575197,1.276369252644087,0.5075796937079806,1.1228634373137825,0.06227782516691246,0.10342702919519262,0.42952276389196253,1.1228634373137825,shared3,8,normalized_delta,128
11,0.4656472877452248,0.4282480755134633,0.45025731225808463,0.05121837309102567,1.2724425860664301,0.07195637682616188,0.4652057786612059,1.2724425860664301,0.505739596172383,1.1198852046539909,0.06297296262591293,0.10188605845170585,0.42824807524386993,1.1198852046539909,shared3,8,normalized_delta,128
12,0.464458816433162,0.4307094222620914,0.44882615956298094,0.05164677055526368,1.2677690318801946,0.0725707331214819,0.4639955118523134,1.2677690318801946,0.507881102083545,1.1218580272636915,0.06393702471334684,0.10633321181920014,0.43070942126541284,1.1218580272636915,shared3,8,normalized_delta,128
13,0.4606635668298654,0.4298476381521476,0.44631963777437544,0.05158974800232641,1.259187154184308,0.07125481042945594,0.46067723753869677,1.259187154184308,0.5079541470659407,1.12749852145973,0.06152483931693591,0.10051955199359279,0.4298476375900862,1.12749852145973,shared3,8,normalized_delta,128
14,0.4589409110316059,0.42819822116902,0.4451012382904688,0.05216989684259703,1.2529759106536706,0.0716404229827356,0.4589287434930011,1.2529759106536706,0.5062012218331036,1.1209367002311506,0.06186923827779921,0.10178872847831563,0.4281982223290885,1.1209367002311506,shared3,8,normalized_delta,128
15,0.45800829827785494,0.43190068045729085,0.44490934228687956,0.051136070396751165,1.2499655311567741,0.0708886849906361,0.4573300955147204,1.2499655311567741,0.5110628321374717,1.1345114256206312,0.0576873753121809,0.1035032408606065,0.43190068059780623,1.1345114256206312,shared3,8,normalized_delta,128
16,0.4539335030474161,0.43009450247413233,0.44092524239891456,0.0513334823608346,1.239870867028571,0.07051173663583764,0.4539053620084144,1.239870867028571,0.5095709459954186,1.1282275643787887,0.05779942236840725,0.10425652798853423,0.43009450491191004,1.1282275643787887,shared3,8,normalized_delta,128
17,0.4577955645950217,0.4310044072960552,0.443802942361748,0.05063247339616359,1.2455403929739668,0.0703807305087123,0.4555178656262809,1.2455403929739668,0.5097959701952182,1.127367062474552,0.06103323509818629,0.10461292194300577,0.43100440650524807,1.127367062474552,shared3,8,normalized_delta,128
18,0.4523609864607192,0.4313138117915706,0.44074843259234175,0.050730067656152476,1.231721980529919,0.07006599986108772,0.45083934934905306,1.231721980529919,0.5105585530792413,1.1296978804625963,0.06098441142392786,0.10325913848845582,0.43131381012499337,1.1296978804625963,shared3,8,normalized_delta,128
19,0.4477343617824086,0.4323592482428802,0.4362122199514456,0.049581513923763386,1.2215106247809895,0.07006543213991742,0.4470525236148901,1.2215106247809895,0.5115999561783514,1.1309048437758495,0.06052573531081802,0.10564716877905946,0.43235924928857566,1.1309048437758495,shared3,8,normalized_delta,128
