epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_depablo_mixed_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_depablo_mixed_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.7397716037536922,0.5758569947983089,0.7151837408542633,0.2700635719729561,1.7112451011413021,0.23853801764678537,0.7399488969203478,1.7112451011413021,0.6650517729552169,0.2470052605592891,0.16333696730434893,1.3172287614722,0.5758569964452794,1.3172287614722,shared3,2,normalized_delta,128
2,0.6318073075068624,0.5183825838722681,0.6055555609103881,0.1591512024087805,1.5896161185414122,0.14701343798323682,0.6319269196444764,1.5896161185414122,0.6038472829680693,0.1641486432207258,0.14490698634793883,1.2460921293810794,0.5183825863165813,1.2460921293810794,shared3,2,normalized_delta,128
3,0.5822702538026007,0.5166035538441256,0.5619325976622732,0.12422910458605055,1.4864694130002407,0.12872269645071865,0.57980707134567,1.4864694130002407,0.6025539279768342,0.1615676682246359,0.1491618577979113,1.2390811421369252,0.5166035560531576,1.2390811421369252,shared3,2,normalized_delta,128
4,0.5590538120060636,0.4956825642993576,0.5396593610445658,0.11240631717086678,1.4396859190965954,0.12412865230519521,0.5587402961908857,1.4396859190965954,0.580311233275815,0.13435728048023424,0.1442734179332068,1.2084170038762845,0.4956825674299085,1.2084170038762845,shared3,2,normalized_delta,128
5,0.5403137059588181,0.4662909361092668,0.5197346058331038,0.08504819332189123,1.4024353032572228,0.1219918142971501,0.536491770292088,1.4024353032572228,0.5503925628567997,0.09059200094718682,0.13607367302634213,1.1722071340209559,0.46629093599816157,1.1722071340209559,shared3,2,normalized_delta,128
6,0.49244425458866253,0.43435066483522716,0.47363477187198505,0.05798203282346818,1.3198184341715093,0.09641677933303934,0.49140574877600557,1.3198184341715093,0.5158668909417955,0.06534062804850309,0.1101135663394081,1.1275978021715816,0.43435066551983087,1.1275978021715816,shared3,2,normalized_delta,128
7,0.47457393169925927,0.43996810548399623,0.4570706343441679,0.05078010123655934,1.2960722918899958,0.07692672856348126,0.47459304056334545,1.2960722918899958,0.5229962159144251,0.06357280301224244,0.10744744572592409,1.1488840639591218,0.43996810423242944,1.1488840639591218,shared3,2,normalized_delta,128
8,0.4739180840421141,0.432418925942559,0.456886285491157,0.05056109503698601,1.2941415265986793,0.07467481851038572,0.47312581338201704,1.2941415265986793,0.5142950266991791,0.06287371316728624,0.10196545031902036,1.132417616797121,0.4324189267611425,1.132417616797121,shared3,2,normalized_delta,128
9,0.47890686879032535,0.43239785099500105,0.4614587446053823,0.049594203748045046,1.3036108525175798,0.07387570528346196,0.47569358718302895,1.3036108525175798,0.5156793730039345,0.061009373653091885,0.09853122336299795,1.1376529575178498,0.4323978515113132,1.1376529575178498,shared3,2,normalized_delta,128
10,0.4673575097237501,0.4293020040581101,0.45049411386839655,0.049476546018948436,1.2799321182807417,0.07279830426304487,0.467402322854245,1.2799321182807417,0.5118845226341172,0.06290782564074586,0.09624010232326231,1.1287580762254565,0.4293020013964883,1.1287580762254565,shared3,2,normalized_delta,128
11,0.4646181637780708,0.4336211904099113,0.4485869507517731,0.0494343642486443,1.2723068365140966,0.07198304073198845,0.46457474716490976,1.2723068365140966,0.5174349733089146,0.05936557945648306,0.09685794191533013,1.1446400371429166,0.43362118617157663,1.1446400371429166,shared3,2,normalized_delta,128
12,0.46258736566493386,0.4341452273099046,0.4479177054605986,0.049439604030135025,1.2662882071184485,0.07202291168403208,0.46258357427753855,1.2662882071184485,0.517256339482571,0.06337971619183295,0.09810122421109363,1.1409547370907507,0.4341452258312257,1.1409547370907507,shared3,2,normalized_delta,128
13,0.4629172985752424,0.426282121397947,0.4488355202633038,0.04940046709765431,1.2652353122568967,0.07140543799716652,0.46201373911723914,1.2652353122568967,0.5081761676622064,0.05867019893699571,0.09911733101073064,1.1210588295993051,0.4262821198490105,1.1210588295993051,shared3,2,normalized_delta,128
14,0.45904298458705867,0.42523458290256955,0.44424478769825215,0.049291464824780404,1.2570321229989068,0.07083981453947592,0.4590544674543877,1.2570321229989068,0.507253432626787,0.06084551559270997,0.09539394065933793,1.119464292808583,0.4252345830202103,1.119464292808583,shared3,2,normalized_delta,128
15,0.4581174618842309,0.43191821092837734,0.4436135076117097,0.04898475056094393,1.2544511220957104,0.07076660629950071,0.458067492985385,1.2544511220957104,0.5154314470134284,0.061679035503613325,0.0944224586514266,1.139653144306258,0.4319182128204327,1.139653144306258,shared3,2,normalized_delta,128
16,0.46154374072426246,0.4293233946357903,0.4475022918299625,0.04950818469629846,1.259005547092672,0.07074179833983643,0.4597518433762689,1.259005547092672,0.5112667085308777,0.06248306329607179,0.09724823990346569,1.1282388819675697,0.42932339505570244,1.1282388819675697,shared3,2,normalized_delta,128
17,0.45906000383067547,0.42718997731020575,0.44627005959811966,0.049190493261205476,1.2532528763277488,0.06986990023175614,0.4574377566069035,1.2532528763277488,0.5087448923211348,0.059918031116065223,0.09678857633353848,1.1248633254907634,0.42718997764678907,1.1248633254907634,shared3,2,normalized_delta,128
18,0.4538117125630379,0.4253969106627138,0.44174452272423526,0.04904551205264641,1.2421372697541588,0.07017109944370754,0.45378462708350426,1.2421372697541588,0.5066487038213956,0.06280835550278425,0.09588117558313043,1.117501202147258,0.4253969110777242,1.117501202147258,shared3,2,normalized_delta,128
19,0.45146446746953744,0.42986654364749005,0.4394715599192862,0.04843652522532453,1.23629964402501,0.0697098401097352,0.45148200312002323,1.23629964402501,0.5119666748925259,0.05969809409917185,0.09686887995585015,1.1330326598333684,0.42986654462946344,1.1330326598333684,shared3,2,normalized_delta,128
20,0.4505474241679175,0.42950012593677167,0.43868426100203867,0.0486058497499727,1.233547741592976,0.06929274599410985,0.4504821124456862,1.233547741592976,0.5122814531781171,0.05919317430571506,0.09570380228718645,1.1336033978744557,0.4295001248224524,1.1336033978744557,shared3,2,normalized_delta,128
21,0.4514353364183192,0.42173511868244723,0.44005617886258847,0.048536404268816113,1.2344095724716522,0.06927825656245674,0.45074141110097504,1.2344095724716522,0.5029944474759854,0.05804802364620723,0.09598339709796404,1.1111739405675938,0.42173512043725503,1.1111739405675938,shared3,2,normalized_delta,128
