epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_lj_noisy_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_depablo_low_temp_reconstruction,val_source_reid_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
11,0.1862145133447229,0.23625411606932942,0.17351315743044804,0.11006751093147717,0.31124779546731396,0.13744578435363478,0.1862536969174753,0.31124779546731396,0.218892644659469,0.14359405593652474,0.2039396391887414,0.3612286545336246,0.23625411655296358,0.3612286545336246,shared_no_mixed,2,normalized_delta,128
12,0.18532343420543168,0.23463278514774222,0.17285106906242537,0.10922391644456017,0.309853196954518,0.1365802116692066,0.18521910835609492,0.309853196954518,0.21645134793300377,0.13874540723075993,0.21090724066291985,0.3542457092357309,0.23463278570980353,0.3542457092357309,shared_no_mixed,2,normalized_delta,128
13,0.18452782406095872,0.23000231522478556,0.17172079135974247,0.10845616393604539,0.30908779094093725,0.13563415981306318,0.18439270489668194,0.30908779094093725,0.21367970383480975,0.13900679531262108,0.2020697274098271,0.34893042370676997,0.23000231547640604,0.34893042370676997,shared_no_mixed,2,normalized_delta,128
14,0.18292793250528344,0.23263603735126948,0.17076099318239774,0.10827596743040206,0.3062523266463949,0.13455273693002628,0.18302701033560775,0.3062523266463949,0.21661299412187776,0.14400046315828435,0.1995957744356833,0.35431187686167265,0.23263603815188008,0.35431187686167265,shared_no_mixed,2,normalized_delta,128
15,0.1835069251949327,0.2319855437074837,0.1711730240991241,0.10762038669535812,0.30695978719414324,0.13464684147191675,0.18307567178713935,0.30695978719414324,0.21520677926509005,0.14199480167344997,0.20290146274001974,0.35106036690504927,0.23198554377283967,0.35106036690504927,shared_no_mixed,2,normalized_delta,128
16,0.1816781110930861,0.23519987491400618,0.16934252363025096,0.10711114099380416,0.3045686351886967,0.1333036403972329,0.18166113885991123,0.3045686351886967,0.21910259355055658,0.15120494643128232,0.20027454244463067,0.35412013656214664,0.2351998751460199,0.35412013656214664,shared_no_mixed,2,normalized_delta,128
17,0.1814691281893797,0.23105091778071304,0.16905317873808376,0.10731734225893734,0.30371388343342565,0.13314813891785188,0.18139312153673828,0.30371388343342565,0.21376514317173706,0.13582389590967642,0.20251088552176952,0.35481797264594783,0.2310509180257979,0.35481797264594783,shared_no_mixed,2,normalized_delta,128
18,0.18027012136421705,0.23487841118323174,0.168165710228577,0.10673314054221125,0.3018007680250887,0.13235790470059502,0.18029727108929836,0.3018007680250887,0.21732272019511775,0.14216287905644429,0.20489241774929198,0.3575799419691688,0.23487841292496836,0.3575799419691688,shared_no_mixed,2,normalized_delta,128
19,0.1793904925778247,0.23189135950646902,0.167042149276587,0.10589523678055217,0.30047382214392554,0.13202021787956095,0.1794630922680129,0.30047382214392554,0.21472030117323523,0.1371583079821185,0.20322717636039384,0.3552885918632934,0.2318913587352686,0.3552885918632934,shared_no_mixed,2,normalized_delta,128
20,0.17923383982035151,0.23547763581338682,0.16718562190469943,0.10585000198727972,0.30117143023955195,0.13050344331647482,0.17917495851443552,0.30117143023955195,0.21821315241487402,0.1435011612251401,0.2029079992030012,0.3600237482080334,0.23547763621205822,0.3600237482080334,shared_no_mixed,2,normalized_delta,128
21,0.17816220142862252,0.23335067700398596,0.16628627868597967,0.10513597669761995,0.2990027567535116,0.1301960955357604,0.17811160966229733,0.2990027567535116,0.2155739525431081,0.13478073965954154,0.20755274925184877,0.3577185435122565,0.23335067747454893,0.3577185435122565,shared_no_mixed,2,normalized_delta,128
