source,probe,total,valid,true_valid,p_ratio_r2,p_ratio_mae,target_variance
depablo_low_temp,constant,20,20,20,-0.02259338538615574,0.34299813620176817,0.1309363081666797
depablo_low_temp,initial_pc1,20,20,20,-0.024888144698116177,0.34672610927752145,0.1309363081666797
depablo_low_temp,initial_z,20,20,20,0.11999717733775406,0.31911653428961284,0.1309363081666797
depablo_low_temp,observed_prefix,20,20,20,0.9609727025501101,0.05633691028262614,0.1309363081666797
depablo_mixed_temp,constant,20,20,20,-0.02573579434740081,0.3235672229246395,0.12643548055144446
depablo_mixed_temp,initial_pc1,20,20,20,0.0022050499799132206,0.3184562596431955,0.12643548055144446
depablo_mixed_temp,initial_z,20,20,20,0.07889023351986535,0.29772566464388817,0.12643548055144446
depablo_mixed_temp,observed_prefix,20,20,20,-2.0765421346588147,0.4254093694596358,0.12643548055144446
reid,constant,20,20,20,-0.09034610605757853,0.17800487846322086,0.039261933802947645
reid,initial_pc1,20,20,20,0.12179038446190016,0.16507816297874658,0.039261933802947645
reid,initial_z,20,20,20,0.15564214024025536,0.16002269959448442,0.039261933802947645
reid,observed_prefix,20,20,20,0.9259414348101334,0.04168558555087182,0.039261933802947645
