epoch,train_objective,val_objective,train_mse_norm,train_source_lj_noisy_reconstruction,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.43539415818653987,0.39527442453574413,0.43539415818653987,0.4807613429548897,0.4499457312043141,0.3283302871308572,0.41967912043002037,0.4807613429548897,0.39527442453574413,0.3264299168826101,0.4981431278547174,0.35596832785951465,0.39351379086561405,0.4981431278547174,2D AE mixed-T exclusion,6,normalized_delta,192
2,0.32568170672835084,0.2766579381579943,0.32568170672835084,0.3788128648198096,0.31270006748303425,0.2510786204306048,0.3141971842444829,0.3788128648198096,0.2766579381579943,0.30173969923201555,0.1781353582873156,0.3492151129010477,0.2763633901401263,0.3492151129010477,2D AE mixed-T exclusion,6,normalized_delta,192
3,0.22859091753699215,0.22605922823963384,0.22859091753699215,0.3476297297576181,0.11567801682089933,0.16736001270239242,0.21022258642696992,0.3476297297576181,0.22605922823963384,0.20214498547113877,0.13924968432095883,0.3331787157558689,0.2248577951826555,0.3331787157558689,2D AE mixed-T exclusion,6,normalized_delta,192
4,0.2149552286703464,0.22364499237419747,0.2149552286703464,0.3356365883196861,0.1058514882656572,0.14353595126823887,0.1950080092845274,0.3356365883196861,0.22364499237419747,0.19712003283301724,0.13609147763345392,0.3338591748015269,0.22235689508933265,0.3338591748015269,2D AE mixed-T exclusion,6,normalized_delta,192
5,0.21247681800679669,0.22177021674058855,0.21247681800679669,0.3320937580950095,0.10443751995830564,0.14081870199579805,0.1924499933497044,0.3320937580950095,0.22177021674058855,0.19568194108123474,0.13439204442853991,0.33137958215941726,0.2204845225563973,0.33137958215941726,2D AE mixed-T exclusion,6,normalized_delta,192
6,0.2097383803203305,0.2221338004526081,0.2097383803203305,0.328669821999001,0.10248797228410972,0.13886484023858503,0.19000754484056526,0.328669821999001,0.2221338004526081,0.19751485122338017,0.1316431397376092,0.3332942408436027,0.22081741060153068,0.3332942408436027,2D AE mixed-T exclusion,6,normalized_delta,192
7,0.2084783272781338,0.22213943785548554,0.2084783272781338,0.32647593646288764,0.10186111178831404,0.13801619033354,0.18878441286158057,0.32647593646288764,0.22213943785548554,0.1959803085947568,0.1333846612122694,0.33334028745609284,0.2209017524210397,0.33334028745609284,2D AE mixed-T exclusion,6,normalized_delta,192
8,0.20695982232928065,0.22048878651409548,0.20695982232928065,0.3238861204834645,0.10082511499947595,0.13772761838950653,0.18747961795748233,0.3238861204834645,0.22048878651409548,0.19285716481278947,0.13173641156356194,0.3332725484978015,0.21928870829138433,0.3332725484978015,2D AE mixed-T exclusion,6,normalized_delta,192
9,0.20500212161409706,0.22134587285273993,0.20500212161409706,0.3206325028601167,0.10013003543773616,0.1372214611024194,0.1859946664667574,0.3206325028601167,0.22134587285273993,0.19487535558700403,0.13321841207921112,0.3320880294581385,0.22006059904145117,0.3320880294581385,2D AE mixed-T exclusion,6,normalized_delta,192
10,0.20341622949864047,0.2198292375922018,0.20341622949864047,0.3181581448756992,0.09873506795039291,0.13623333045613967,0.1843755144274106,0.3181581448756992,0.2198292375922018,0.19362857566026853,0.128047302041791,0.3342415813822299,0.21863915302809647,0.3342415813822299,2D AE mixed-T exclusion,6,normalized_delta,192
11,0.20163454665913252,0.22067001416572496,0.20163454665913252,0.31511327509187675,0.0979063760896162,0.13499333857530546,0.1826709965855995,0.31511327509187675,0.22067001416572496,0.19123228662647307,0.13047250777384953,0.33647409444429766,0.21939296294820676,0.33647409444429766,2D AE mixed-T exclusion,6,normalized_delta,192
