epoch,train_objective,val_objective,train_mse_norm,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.8441217490324848,0.6746188720571809,0.8367744153659594,0.8441217490324848,0.8441217490324848,0.8441217490324848,0.6722381125437096,0.6746188720571809,0.6746188720571809,0.6746188720571809,reid,2,normalized_delta,128
2,0.6168642367187299,0.6132687865465414,0.6100573489932637,0.6168642367187299,0.6168642367187299,0.6168642367187299,0.6103919513116125,0.6132687865465414,0.6132687865465414,0.6132687865465414,reid,2,normalized_delta,128
3,0.5879997265966315,0.6120298598543741,0.5809599966202912,0.5879997265966315,0.5879997265966315,0.5879997265966315,0.6093042471911758,0.6120298598543741,0.6120298598543741,0.6120298598543741,reid,2,normalized_delta,128
4,0.5771275749724162,0.6177097468462307,0.5700343527095882,0.5771275749724162,0.5771275749724162,0.5771275749724162,0.6150737058196682,0.6177097468462307,0.6177097468462307,0.6177097468462307,reid,2,normalized_delta,128
5,0.5741971018479058,0.6213099474553019,0.5671076535394317,0.5741971018479058,0.5741971018479058,0.5741971018479058,0.6187124510179274,0.6213099474553019,0.6213099474553019,0.6213099474553019,reid,2,normalized_delta,128
6,0.5721168468069089,0.6213052014063578,0.5650550186241928,0.5721168468069089,0.5721168468069089,0.5721168468069089,0.6187317751755472,0.6213052014063578,0.6213052014063578,0.6213052014063578,reid,2,normalized_delta,128
7,0.5687935382519897,0.6188856643857434,0.5617666715265889,0.5687935382519897,0.5687935382519897,0.5687935382519897,0.6163259003515122,0.6188856643857434,0.6188856643857434,0.6188856643857434,reid,2,normalized_delta,128
8,0.5638945963821913,0.6142748154670699,0.5569187183717363,0.5638945963821913,0.5638945963821913,0.5638945963821913,0.6117235567653552,0.6142748154670699,0.6142748154670699,0.6142748154670699,reid,2,normalized_delta,128
9,0.5557645023261246,0.6058377345616464,0.5488692142265408,0.5557645023261246,0.5557645023261246,0.5557645023261246,0.6032991999963997,0.6058377345616464,0.6058377345616464,0.6058377345616464,reid,2,normalized_delta,128
10,0.5395101184319508,0.5928190238628304,0.5327877630724719,0.5395101184319508,0.5395101184319508,0.5395101184319508,0.5904514772846596,0.5928190238628304,0.5928190238628304,0.5928190238628304,reid,2,normalized_delta,128
11,0.5115045798452277,0.5885355555801652,0.5053970432987339,0.5115045798452277,0.5115045798452277,0.5115045798452277,0.5866805917466991,0.5885355555801652,0.5885355555801652,0.5885355555801652,reid,2,normalized_delta,128
12,0.48235140705579205,0.5681133962643798,0.47730886806782924,0.48235140705579205,0.48235140705579205,0.48235140705579205,0.5664225383516168,0.5681133962643798,0.5681133962643798,0.5681133962643798,reid,2,normalized_delta,128
