epoch,train_objective,val_objective,train_mse_norm,train_source_reid_reconstruction,train_source_lj_noisy_reconstruction,train_source_depablo_low_temp_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_source_lj_noisy_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.3980887460410595,0.22768286276670793,0.41602625014384587,0.32266235721608005,0.5028655592401823,0.3687383217091362,0.39808874605513284,0.5028655592401823,0.22670732115892073,0.21446878516674042,0.11480383016355336,0.35377597296983004,0.22768286276670793,0.35377597296983004,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
2,0.19310695718725523,0.2185204507395004,0.21473603015144666,0.14805639857426287,0.35177355871597926,0.0794909131800135,0.19310695682341858,0.35177355871597926,0.2174650197379912,0.20242182813584805,0.10130509265046567,0.35183443143218757,0.21852045073950044,0.35183443143218757,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
3,0.18527840369939805,0.2133703849054873,0.20686736664175986,0.14098292375480134,0.34104688082138696,0.07380540676663319,0.18527840378094051,0.34104688082138696,0.2124947623439754,0.20225983729586006,0.09443668090552092,0.3434146365150809,0.21337038490548732,0.3434146365150809,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
4,0.18022662474711737,0.20931750292144716,0.201909386664629,0.13502289507662257,0.33362150920430816,0.07203546891734004,0.1802266243994236,0.33362150920430816,0.20840275726420804,0.19540206452552228,0.09213736983481795,0.34041307440400126,0.20931750292144716,0.34041307440400126,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
5,0.17310809653997422,0.20697535513201729,0.19590050783753396,0.12319993708034356,0.3254407479266326,0.07068360357234875,0.1731080961931083,0.3254407479266326,0.2058181255866463,0.1848944544615224,0.09714627822721376,0.3388853327073157,0.20697535513201726,0.3388853327073157,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
6,0.16834287751714389,0.20247583145539585,0.19142099049687386,0.11758949109477301,0.31934849508603413,0.06809064719205102,0.16834287779095272,0.31934849508603413,0.20136834478812912,0.178837455118075,0.09184400990465656,0.33674602934345604,0.20247583145539585,0.33674602934345604,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
7,0.165763860364755,0.19981040300071862,0.18852990518013638,0.11551945966171721,0.3154771403471629,0.0662949818962564,0.16576386063504553,0.3154771403471629,0.19877232732111588,0.17666168732428925,0.08902864689938723,0.33374087477847936,0.19981040300071862,0.33374087477847936,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
8,0.16365715031822523,0.20046426973165946,0.1863630364437898,0.11394856816033522,0.31181682098905245,0.06520606217409174,0.1636571504411598,0.31181682098905245,0.19942609325858454,0.17725127500901,0.08958132279571146,0.3345602113902569,0.20046426973165943,0.3345602113902569,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
9,0.16118526682257653,0.19936965274981533,0.18352161813775697,0.1121153120448192,0.3072585268119971,0.06418196164319913,0.16118526683333848,0.3072585268119971,0.1983471816983074,0.17658956403005868,0.08938442649552598,0.33213496772386136,0.19936965274981536,0.33213496772386136,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
10,0.15859231114387512,0.20023183078318835,0.18059719399611154,0.11051927343631784,0.30197390082478526,0.06328375969206293,0.158592311317722,0.30197390082478526,0.19922247245395555,0.17808225221373142,0.0910504191275686,0.331562821008265,0.20023183078318837,0.331562821008265,shared Reid + low-T + noisy-LJ,8,normalized_delta,96
