epoch,train_loss,val_loss,train_dz_mse_norm,train_loss_raw,train_position_loss,train_source_depablo_low_temp_loss_norm,train_source_lj_noisy_loss_norm,train_source_reid_loss_norm,val_dz_mse_norm,val_dz_mse_raw,val_position_loss,val_source_reid_loss_norm,val_source_depablo_low_temp_loss_norm,val_source_lj_noisy_loss_norm,val_rollout_p_ratio_r2,val_rollout_p_ratio_pearson,val_rollout_used,val_rollout_macro_source_p_ratio_r2,val_rollout_min_source_p_ratio_r2,val_rollout_macro_source_endpoint_p_ratio_r2,val_rollout_min_source_endpoint_p_ratio_r2,val_rollout_source_reid_p_ratio_r2,val_rollout_source_depablo_low_temp_p_ratio_r2,val_rollout_source_lj_noisy_p_ratio_r2,val_rollout_source_reid_endpoint_p_ratio_r2,val_rollout_source_depablo_low_temp_endpoint_p_ratio_r2,val_rollout_source_lj_noisy_endpoint_p_ratio_r2,val_rollout_p_ratio_r2_step_100,stage,unroll_steps,stage_epoch,dataset,latent_dim,target_mode,hidden_size,propagator_loss,propagator_objective,propagator_multistep_horizons,propagator_multistep_loss,propagator_step_stride,initial_velocity
11,0.0006786962191588293,0.0006530500211582927,0.0006786962191588293,1.1456103767587218e-06,0.0,0.0001688170741613448,0.0016993175629966516,0.00016795402031849144,0.0006530500211582927,1.0798167882815808e-06,0.0,0.0001477145844811383,0.00027560519997725925,0.0015358302790164807,,,,,,,,,,,,,,,1,1,11,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
12,0.00067369195390086,0.0006495805350811037,0.00067369195390086,1.1429772525041379e-06,0.0,0.00016780698504796396,0.0016883963217180495,0.0001648725549365668,0.0006495805350811037,1.0749185103501684e-06,0.0,0.00014683284882905628,0.0002737870528133463,0.0015281217036009086,0.9743337597604728,0.9885669988360883,60.0,0.7726901322481415,0.38441241270409543,0.7726901322481415,0.38441241270409543,0.9589098314587018,0.9747481525816274,0.38441241270409543,0.9589098314587018,0.9747481525816274,0.38441241270409543,0.9743337597604728,1,1,12,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
13,0.0006701758058159922,0.0006462756560121937,0.0006701758058159922,1.1397953351340273e-06,0.0,0.00016716422600927472,0.001680815928803215,0.0001625472626354869,0.0006462756560121937,1.0697867764974944e-06,0.0,0.0001459830836888075,0.0002709082422153056,0.001521935642132468,,,,,,,,,,,,,,,1,1,13,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
14,0.0006667288170295441,0.0006447310638301181,0.0006667288170295441,1.1394177677710319e-06,0.0,0.00016465367692257104,0.0016748964406737218,0.0001606363334923394,0.0006447310638301181,1.0687551016038317e-06,0.0,0.00014423965530047298,0.0002698525692091636,0.0015201009669807176,0.975607537710471,0.9881220158516022,60.0,0.7963467550177227,0.45149810722632344,0.7963467550177227,0.45149810722632344,0.9639104378433472,0.9736317199834972,0.45149810722632344,0.9639104378433472,0.9736317199834972,0.45149810722632344,0.975607537710471,1,1,14,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
15,0.0006652700745827071,0.0006443834859656138,0.0006652700745827071,1.1347030809862617e-06,0.0,0.00016391462742970325,0.0016724296835696794,0.00015946591274873872,0.0006443834859656138,1.0663292565974796e-06,0.0,0.0001443429159604199,0.0002656953502789269,0.0015231121916574944,,,,,,,,,,,,,,,1,1,15,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
16,0.0006625023182612196,0.0006395551442499743,0.0006625023182612196,1.128545704887074e-06,0.0,0.00016146872603253602,0.0016673043397974808,0.00015873388895364202,0.0006395551442499743,1.0608660971911377e-06,0.0,0.00014225736268582372,0.00026631526370214946,0.0015100928063619496,0.9755886205973733,0.9882854106403725,60.0,0.7895556218651262,0.433127075525752,0.7895556218651262,0.433127075525752,0.9600522269331739,0.9754875631364527,0.433127075525752,0.9600522269331739,0.9754875631364527,0.433127075525752,0.9755886205973733,1,1,16,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
17,0.0006599938265614137,0.0006373411769900429,0.0006599938265614137,1.1290814808596813e-06,0.0,0.00015970339120285784,0.001662567846982314,0.00015771024149906926,0.0006373411769900429,1.056986538590839e-06,0.0,0.00014259718366454205,0.00026474078932880584,0.0015046855579767806,,,,,,,,,,,,,,,1,1,17,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
18,0.0006601290844986883,0.0006357471319621841,0.0006601290844986883,1.122376960104114e-06,0.0,0.00015901809423203423,0.001664706028501701,0.0001566631307623299,0.0006357471319621841,1.054620663391385e-06,0.0,0.00014111114827530826,0.0002636606838943429,0.001502469563716901,0.9676166300544852,0.9872734750996804,60.0,0.6633668889894881,0.06678835605737599,0.6633668889894881,0.06678835605737599,0.9491118886300168,0.9742004222810715,0.06678835605737599,0.9491118886300168,0.9742004222810715,0.06678835605737599,0.9676166300544852,1,1,18,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
19,0.0006576516039779938,0.0006347555435159055,0.0006576516039779938,1.1182200008828231e-06,0.0,0.00015908455441782028,0.0016577481650172463,0.00015612209249891464,0.0006347555435159055,1.0533076135743613e-06,0.0,0.00014194599648968613,0.0002625209742018155,0.001499799659856215,,,,,,,,,,,,,,,1,1,19,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
20,0.0006556573705540691,0.0006340429854035301,0.0006556573705540691,1.1188558212726253e-06,0.0,0.00015733856381624933,0.0016540887088127806,0.0001555448390331773,0.0006340429854035301,1.0520891275215642e-06,0.0,0.00014201764953542008,0.00026247054840264415,0.0014976407582725259,0.9728290271635568,0.9876278165597493,60.0,0.7230394979996482,0.2318777646405289,0.7230394979996482,0.2318777646405289,0.9604283091137782,0.9768124202446374,0.2318777646405289,0.9604283091137782,0.9768124202446374,0.2318777646405289,0.9728290271635568,1,1,20,shared4,8,normalized_delta,128,delta,history_one_step,[1],all_steps_plus_optional_decoded_endpoint,1,three_frames
