epoch,train_objective,val_objective,train_mse_norm,train_source_depablo_low_temp_reconstruction,train_source_reid_reconstruction,train_macro_source_reconstruction,train_max_source_reconstruction,val_mse_norm,val_source_reid_reconstruction,val_source_depablo_low_temp_reconstruction,val_macro_source_reconstruction,val_max_source_reconstruction,dataset,latent_dim,target_mode,hidden_size
1,0.9864869713783264,1.962043046951294,1.0069072246551514,1.20368492603302,0.7692890167236328,0.9864869713783264,1.20368492603302,1.8114798069000244,0.7794643640518188,3.1446218490600586,1.9620431065559387,3.1446218490600586,Reid + low-T 2D AE,4,normalized_delta,96
